operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Puzzle,"It's time to play funny road adventure for free. The weather was good, and baby Hippo went on the long path of wooden boxes. But this trip is not easy, it is full of obstacles and dangers and you have to pass. An unforgettable adventures are waiting for you!,Baby Hippo step by step moving forward, but there are piles of boxes and the abyss on the way. But this makes our adventures just more fun and interesting. You need to move the boxes to allow baby Hippo freely moved forward. Take your time to think over your actions in advance, not to waste time on unnecessary movements, and then step-by-step approach the finish line. you can Move the boxes by different ways. There are some durable boxes that can notbe breaken by the first tap, but sometimes among them you can find boxes of dynamite, which destroyed everything around. Walking is really hard, you need to make quick decisions and quickly respond to all emerging changes there. Every wrong step complicate the adventures of baby Hippo. Be careful not to trip into the trouble.,This free game has two modes. You can place pre-defined levels or select an endless game of free survival. And if the first option everything is clear, the survival game can be enjoyed only by the most experienced and savvy player. challange survival mode and try to go as far as you can. What are you waiting for?! Baby Hippo is going forward and she needs your help. where is the end of her trip?",,,"  1,000 - 5,000  ",2-Apr-16,1.1, 23M  ,,11,4.1,Kids Road Adventure
      2.3 and up    ,Action,"With all the best things of auto-theft games series and much more!,Great 3D rpg with elements of third person shooter.,Huge real weapon arsenal at the shop and a magnificent combat mode. Try out all the guns!,Big world with a variety of different quests. Finish them all and complete the story line.,- Different enemies with unique skills and weapons.,- Full functional tank for the real mess!,- A bike for tricks and chases.,- Destroyable vehicles and city elements!,Bigger better and renewed! The whole new story of the crime world rookie on his way to the top. Find out the secrets of mafia families, protect your friends and destroy your enemies. Finish quests for rewards and cash. Meet the old Johny. Find out who stands behind the great betrayal and which family will rule the city!,Or… Just do whatever you want. Terrorize the citizen, rub, steal cars, fight cops and bandits. Get a tank and demolish the whole town! Make tricks on BMX, find water slides. But be careful. For more in-game challenge even a single citizen can harm you. Enjoy our new game and try to beat it!",,,"  5,000 - 10,000  ",11-Apr-16, 1.0.3  , 86M  ,,198,3.8,Miami Crime Vice Town
      4.0 and up    ,Puzzle,"Welcome to the fantasy land! Enter the beautiful fantasy forest and look for hidden objects in picture puzzles! Become overwhelmed by enchantment by playing this excellent free “fantasy game”!  It is a final hour to discover “hidden things” in beautiful pictures of fantasy world! Join the little forest fairy in this amazing mystic fantasy game! Let your imagination go wild while you lose yourself in awesome fairy tales of the enchanted forest! The best “fantasy games” are waiting for you! “Hidden object games” are very popular nowadays so get ready for the the most interesting fantasy journey of the year! If you like “mystery games” and games filled with fantasy and adventure, Hidden Objects Fantasy will be an excellent choice for you! Download today and enjoy playing the best hidden object mystery games for free!,Features:,More than 1000 hidden objects to find!,Amazing HD graphics – 3D environment!,Text mode - good for kids for learning object names!,Collect at least three stars to move on to the next level!,Collect the maximum amount of points and become hidden objects genius!,Use hint system to find hidden things!,Fantasy games offline especially for you!,Hidden Objects Fantasy is an awesome adventure game where you can “find objects” in fantasy pictures that our creative designers made for all fans of “fantasy games free”. Enter the fantasy paradise and walk in a magic forest of imagination and enchantment! Get lost in your daydreams while you solve puzzle games hidden objects in stunning pictures! Explore different levels of the fantasy world and “search and find hidden objects” in fantasy landscapes! “Fantasy hidden objects” are finally on your Android device! You may come across a watermelon, a book, a desk globe, or a pair of scissors! If you look carefully, you may find an enchanted sleigh, a flying sailing boat, or other imaginary things! Write your own fantasy story with these free hidden object games! If you're a fan of mystery and you want to become a true detective at finding hidden things, you're at the right place! Train your brain and your concentration in the best learning game ever! Revise your vocabulary and let your kids learn new words in these awesome “hidden object games for free”!,A perfect combination of fantasy games free and hidden objects!,Become the true princess or prince of fantasy with hidden objects games free new! If you want to explore mystery and adventure, now is the time to free download Hidden Objects Fantasy! We offer you lots of beautifully designed levels which you need to look at very closely and “find objects” in them! Free fantasy games are waiting for you to provide you with hours of fun and entertainment! If you want to become a hidden object detective all you need to do is download these hidden object games free and enter the enchanted forest! Let the magical story begin and do your best to get to the final level! Finding objects is very easy once you improve your object detection skills and what best way to do it than by playing hidden object mystery games? Find items in pictures as quickly as you can and win maximum number of stars!,Hidden object games for all generations of users!,Look for a pumpkin, a daffodil, a carnation, or a vase of roses! Explore the enchanted landscapes and seek and find flowers, musical instruments, ornaments, or animals! Join the forest fairy and discover fantasy dwarfs, sculptures, or ancient treasure chests! Hidden Objects Fantasy offers you the final version of free hidden object games full! Become empowered by beautiful fantasy images and have a mystic experience! If you believe in fairy tales and fantasy land is your dreamland just free download this excellent fantasy game and start playing! In the fantasy world everything is possible, so go on a mysterious fantasy voyage and have fun! New hidden object games free for 2016 are waiting for you!",,,"  5,000 - 10,000  ",31-Mar-16,2, 38M  ,,37,3.9,Hidden Objects Fantasy
      2.3 and up    ,Puzzle,Escape Games Day-286 is a point and click escape game developed by JoyArrows.It has contains two scenes one room.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the hijack treasure from forest house.Use your smart skills.All the best.Have more fun.,,,"  500 - 1,000  ",8-Apr-16, v1.0.0  , 2.5M  ,,59,4.6,Escape Games Day-286
      2.3 and up    ,Puzzle,"Escape Games Day-280 is a point and click escape game developed by JoyArrows.It has contains scenes of Desert Area and its Environment.In that game Grey Wolf have to Escape from Locked Cage.In this Game contains some hidden objects and simple puzzles.You have to find the objects where it is hidden and have to solve the puzzles to Escape the Grey Wolf From Locked Cage.Are you to ready to play the game.Use your smart skills.All the best.,Have more fun.",,,"  1,000 - 5,000  ",4-Apr-16, v1.0.0  , 2.1M  ,,65,4.5,Escape Games Day-280
      4.1 and up    ,Adventure,"【END:2】,Let's escape from the guest room.,[How to Play： Escape game],Operation only tap.,Language selection, title screen upper right.,About Item・・・・ Click after the selected item, the item detail display.,Config,BGM・・・・ BGM ON / OFF.,Save・・・・ save the game.,BBS・・・Please share your hints and comments to help .",,,"  50,000 - 100,000  ",18-Mar-16, 1.0.1  , 61M  ,,554,4.4,Escape Game: Guest Room
      2.3 and up    ,Casual,"Like the monkey, like adventure, play this addictive match 3 puzzle game Monkey Trip - Fruit Crush Mania. Journey in the jungle island with King Banana are your guider, you will travel from legend jungle to ice land with many various type of unique deluxe missions, harvest many vegetables :,- Most simple: Fruit Match 3 same color or more to get enough score of mission,- Timed mission: some mission just let you play in some seconds, you must hurry and play fast.,- Shuffle Vegtables: identical position of vegtables, and match animal at those position to shuffle with them.,- Miner Type: you must dig a some line to pass this mission, every level, you must dig a certain line.,- Harvest Quest:  collect enough type fruits in target.,- Collect cookie: you must swap how to bring the cookie to the bottom line to crush them.,Monkey Trip can be played by everyone, both kids and adult! Try to get all stars in each level to beat leader board and walk through more than 250+ levels in this completely new hit puzzle adventure. And in your journey, you will meet obstacle prevent you achieve the target:,- Rock: you can't swap rock with fruits.,- Chocolate: if in one move, you can't destroy one chocolate, it will grow up and cover fruit.,- Fence: prevent you swap fruits.,But don't worry, if you meet a difficult mission, your companion King Banana will give you item booster to help you easier than to crush fruits and harvest them in the same time, you could use it in any time you want:,- Glove: harvest one of type orange, strawberry, lemon, ... ,- Refresh: exchange all position in jungle.,- Barrow: blast a column.,- Shovel: blast a row.,- Machine: harvest three row and column.,How to Play:,- Swap fruit in link 3 same color or more to break it.,- Match-3 or more fruits of the same type fruit to eliminate the color.,- Match 4 same color of  fruits will create blaster could be blast entire row or column,- Match more than 3 to make special fruits like bomb and blaster, even amazing magic.,- Match T-Shaped or L-Type fruits to create bomb.,- Use combos to reach your targets and become pro.,- In some level, you need collect amount of cookie to pass, and the others, you must dig a certain line, and more ...  ,- Every levels need you get a certain score to get 3 stars,- Achieve targets.,Features:,- Stunning graphics, smooth juice splash animation. ,- Global, cross-platform leaderboard to compare score your friends and competitors. ,- When you complete mission that remains move, you will get in bonus fruit mania time, this will give you a huge score,- Easy and fun to play, but hard to earn 3 stars, and more difficult challenge  to master .,- Daily mission will give you an new target in everyday.,- Everyday, you will give a bonus item or bonus coin, they will help you pass level easier.,- You can link with your friend in social network to play together and help them.,- Go top and become legend, a King Kong.,- Over 250 challenging deluxe mission four in saga world.,- Easily sync the game between devices and unlock full game features when connected to the Internet.,- Connect social and play with friend, help them, send them more live or send request to them. With every friend you invited, you will receive an certain coin, play with friend, more fun, and more exciting.,- Slot machine, extra lucky with free everyday.,Why you will passion Monkey Trip - Fruit Crush Mania:,- Helpful boosters to help with challenging levels.,- Daily bonus coin by share your result and slot machine.,- All levels are designed attentively, ultimate mission will be craze and much difficult with you.,Please note:,Our game is funny free game, now and forever, but some of the contents can be purchased for real money. ,If you have any feedback or meet any problem when playing game, please let us know by contact via email.,Enjoy Monkey Trip - Fruit Crush Mania and have fun!,Jelly Match 3 Game Team.",,,"  1,000 - 5,000  ",11-Apr-16,1.1, 17M  ,,27,4.2,Monkey Trip - Fruit Crush
      2.3 and up    ,Simulation,"Law breakers are running away from jail and causing trouble in the city. Ride your horse to chase every single one of them and make them pay for their crimes. Be a top cop to chase criminals and end them up behind bars. Keep following the direction arrows and remember not to lose their sight as they are clever enough to deceive you. Hunt down the criminals and chase them in the jail. Some prisoner might be carrying some gun and other suspicious stuff. They might run away when sited so be fast to catch them. Don’t let the jail turn into a crime place. Take criminal to prisoner and do not let prison escape.,Be a in-charge of a jail, a real police horse to do the security job for the prison. It your duty now to watch out prison escape by jail break criminals, gangsters and robbers. The security of the jail is in your hands now as the prisoner escaping from jail will be the threat of crime to the city. Play this real horse vs prisoners escape game and do not let any prisoner escape the prison. As a trained horse it is your duty to be alert all the time. This prison escape police horse chase is ultimate action packed game where it is your duty to chase prisoners & do not let prisoners break the jail in this simulator game.,Prisoners Escape Police Horse is actually an action and 3D horse simulator game that will let you take control of a police horse going crazy in the city jail. In this horse game you are the top cowboy police cop and as a heroic police officer your real mission is to ride your horse to chase down the thieves, law breakers and criminals who are trying to escape and getting away after breaking into the jail and running fast on their horses. On sighting, prisoners will run fast and try to fade but with your horse you need to run speedily and hunt them down by following the arrow on the city boulevards within the given time. Police vs prisoners is an amazing concept and even better when you do it while riding on your horse. Your day in the jail crime begins with criminal prisoners and fighting. The gameplay awaits various police horse chase missions where you run behind the prisoners and control crime rate. Criminals are running away with crimes so play as the duty cop officer to chase criminals on your horse inside the jail of crime in this Prisoners Escape Police Horse chase games. ,Game Features:,Amazing Jail Environment,Interesting Game Play,High Quality 3D Graphics,Challenging Missions,Crime Scenes with Various Missions ,Three Different Horse",,,"  1,000 - 5,000  ",11-Apr-16,1.2, 49M  ,,25,3.9,Prisoner Escape Police Horse
      4.0.3 and up    ,Board,"Download Mahjong Solitaire Dragon to have a lot of fun! The best pairs or memory pairs game ever!,Want to play mahjong free games? Waiting for new levels? Mahjong 3D Dragon is here for you!,All free mahjong games with levels is not as great as Mahjong Solitaire Dragon! You can find all mahjong wonders in one app! All in one mahjong game!,● Over 100 levels (with levels more coming in free updates),● Match a lot of types of tiles (new tiles with butterflies more coming in free updates),● Mahjong solitaire free with backgrounds,● Enjoy regular free updates with new levels, tile sets, background and more,● Function to choose random mahjong free,Classic mahjong, mahjong cubes mahjong connect If you want to play best rated free mahjong games for android without ads install Mahjong Solitaire Dragon 3d right now!,Mahjong Solitaire Dragon instructions:,Mahjong Solitaire is a tile matching puzzle game. You may click on any ""free"" tiles (those that are on the edge) to select them, and match them with other free tiles with the same face to eliminate them from the board. Beat Mahjong by eliminating all tiles.,Additionally, you may also match flower tiles with other flower tiles, and season tiles with other season tiles--even if they don't have identical faces.,Mahjong is a strategy game whan you can be a mahjong master, so it's best to think about your moves before you do them. Simple mahjong to spend your free time at work or in travelling!,Play mahjong online or offline! Want to find free mahjong games to play offline? It's here!,If you looking for all free mahjong games with levels download Mahjong Solitaire Dragon and you will have mahjong butterfly (soon), mahjong classic, mahjong trails and so on!",,,"  1,000 - 5,000  ",7-Apr-16,1.2, 31M  ,,861,4.8,Mahjong Solitaire Dragon 3d
      2.3 and up    ,Board,"Matching game is solving puzzle game also known as concentration game or pairs and is a great way to improve your concentration, memory and mnemonic skills.,At the beginning all cards are laid in a 6 x 6 grid with face down and player take turns flipping pairs of cards over. If the two cards match, they stay opened. The object of the game is to turn over all pairs of matching cards in the fewest number of turns and shortest time. The  fewest number of turns get you higher score!,Our matching game offers:,✓ score history board,✓ game statistics,✓ sound effects,✓ turns count,✓ game timer",,,"  10,000 - 50,000  ",29-Mar-16, 1.0.3  , 4.0M  ,,243,4,Matching Game
      4.0 and up    ,Role Playing,"Origin Village was once known as a land of prosperity and peace, until one day Origin Village was attacked and invaded by the evil king Hades. Columbus sacrificed his soul in order to protect the land from the evil king. Soul turned into shards and was spread all over the land. ,Young Adventurers! Lets unite and set on a journey to find the Columbus's soul shards and bring him back to life!!,--Game Features--,【Cute & chibi character 】,- Adventurous cute RPG character with stunning effects for you to choose from,【Tons of customization】,- Create your very own character fashion when exploring the new world,【Adventure the game your loyal pets】,- Team up with kawaii pets  to defeat strong monsters,【Dynamic action & jaw dropping effects】,- Use unique skill for each classes to embark on a thrilling adventure",,,"  1,000 - 5,000  ",13-Mar-16, 2.17.060  , 133M  ,,627,4.4,Pocket Kingdom
      2.2 and up    ,Casual,"Welcome to Foxy Coloring FNAF Paint free games! The Foxy Coloring FNAF Paint will give you many awesome FNAF coloring page. This application have included a lot of FNAF Coloring book which help you know how to draw Foxy and how to draw all fnaf characters. This is amazing collection of most popular kids coloring games for fnaf.,FNAF Paint are very simple and fun. We add more new foxy coloring page. With our tools you can use brush or pencil, for the less patient toddlers filling shapes function has been implemented which allows you to create really cool pictures. You will surprise that it’s easy for how to draw foxy.,Pick your color and start painting. No require internet connection! You will surprise your friends and loved ones drawing skills! Show you how to draw fnaf characters on hand. How to draw mangle coloring app, How to draw  and paint foxy, how to draw and paint fnaf 4 characters.,Best FNAF coloring book for Foxy Coloring FNAF Paint is now available on your Android phone! Have fun in this relaxing painting experience, refill the energy and let anxiety fade away through coloring games. We hope you love it.",,,"  1,000 - 5,000  ",24-Mar-16,1, 6.6M  ,,21,4.4,Foxy Coloring FNAF Paint
      2.3 and up    ,Puzzle,"Follow the changing of the seasons, as Winter's chill gives way to Spring's burst of new life!,""Winter Spring"" is a jigsaw-like game brimming with stunning HD artworks. Solve 20 beautiful, hand crafted puzzles as difficulty increases. Can you become the hidden piece master?,Main features:,- Unique puzzle game mechanic,- 20 hand-crafted backgrounds,- Beat your best times,- Daily rewards,- Replay for high scores,- Become the hidden piece master!,Powered by Dolby® on supported devices",,,"  1,000 - 5,000  ",27-Mar-16, 1.0.3  , 24M  ,,72,4.6,Hidden Pieces: Winter Spring
      4.0 and up    ,Simulation,"Get your driving licence from city driving school & start working as school bus driver. Use clutches and gears to steer gigantic bus in suburban streets. Real Manual Bus Simulator 3D is the latest simulation game in which you learn to drive big buses manually.,First press clutch and then shift gear manually from the gearbox. Release the acceleration pedal and start steering the high-tech city bus on roads. Manual bus driving is just like any public transport as handling a revved truck or car simulator. No need for guides or instruction manuals. Transmit race through supercharged engine and experience reckless driving in city streets. Forget the taxi driver job and make money by transporting passengers or school kids as a bus driver. Drive safe in streets and avoid wrecking bus into traffic cars secretly. Follow the traffic light signals so that your driving licence don’t get revoked. Show your colleagues truck parking skills of a driving enthusiast in this bus automania.,Tired of playing as a dumper truck driver to clean trash in countryside area? Now explore a vast 3D city environment with a real bus simulation game. From a mediocre taxi driver become a pro bus driver to provide pick and drop for passengers. Don’t go for car demolition or burning tyres with skidmarks. Drive big vehicles and become the best bus driver in town. Manual shift gears of your automobile and press race pedal to gain torque. Drive super fast to reach destination before deadline and earn a hefty paycheck. Beware of traffic rush and avoid car accidents while steering gigantic bus on real roads.,Real Bus Simulator 2016 Features:,◆Enjoy career mode as well as free bus driving mode,◆Play 10 challenging levels in suburban town,◆Drive multiple buses in different scenarios like rain or sunlight,◆Realistic bus controls for smooth driving & parking,◆Massive 3D city to explore with high-tech vehicles,◆Immersive graphics with dashboard view and side mirrors,Download Real Manual Bus Simulator 3D game for unending fun driving in suburban town.",,,"  1,000 - 5,000  ",11-Apr-16, 1.0.2  , 62M  ,,42,4,Real Manual Bus Simulator 3D
      2.2 and up    ,Puzzle,"During his UK trip, a tourist trapped inside the Tattoo Station.There are some clues, puzzles and objects left. Find those objects and hints, solve the puzzles and help the tourist to escape out.,Enjoy with eightgames!!!!!!!!, +++ Instant Alerts On New Escape Games For Your  ,Mobile Device. —>>, ,http://goo.gl/forms/5jkais8qVL,       ++ Get Updates On New Games For Your Mobile Via  ,Facebook —>> ,https://www.facebook.com/EightGames,            +Get Latest Games Updates On Google+ —>> ,https://goo.gl/3ZTEvP",,,"  1,000 - 5,000  ",5-Apr-16, 1.0.4  , 24M  ,,186,3.8,Escape From Tattoo Station
      2.3 and up    ,Role Playing,"◎Introduksi◎,Sexy Academy adalah adaptasi game Jepang yang populer di seluruh Dunia pada tahun 2016. Ratusan Hero cantik dan sexy menunggu untuk dikumpulkan dan diperintah oleh Master Summoner. ,Gameplay Sexy Academy mengandalkan taktik, kontrol Skill akurat, juga perpaduan Hero yang digunakan. Tidak hanya kombinasi Hero dan Skill, Equip serta timing kontrol Skill juga akan menjadi kunci dalam menaklukkan Dunia Sexy Academy, menguasai seluruh Dungeon dan jalan cerita, serta menikmati kompetisi PvP bersama pemain lainnya., ,◎Fitur Game◎,==== Bersaing di Arena, Jadi Penguasa Master Summoner ====,Ratusan Hero cantik di《Sexy Academy》diadaptasi menggunakan sejarah Jendral di Three Kingdoms dan dikombinasikan dengan style sexy dari Jepang. Setiap Hero memiliki latar belakang yang unik dan Skill yang tiada duanya. Kuasai kombinasi Skill dan Hero secara mendalam, bangun formasi terkuat dan jadi Penguasa Master Summoner di《Sexy Academy》!,==== Efek Grafis HD, Dengan Sistem Real-Time Command ====,Beragam Skill di《Sexy Academy》memiliki Efek Grafis yang mengesankan, hingga dengan gerakan dan ekspresi yang secara detil dibawakan oleh tim designer《Sexy Academy》. Setiap detil terlihat jelas mulai dari saat Hero cantik sedang bersantai, berjalan, bercanda, hingga mengayunkan senjatanya. Perintah beragam Hero cantik hanya dengan sentuhan jarimu!,==== Real Time Skill Cast, Kunci Kemenangan Mutlak ====,《Sexy Academy》membawakan gameplay yang berbeda dari Game RPG lainnya! Selama battle, Master Summoner dapat memerintah Hero untuk mengeluarkan Skill Ulti. Timing adalah kunci, gunakan Skill Ulti dari Hero untuk mengubah alur pertarungan, seperti Stun lawan, membatalkan Skill Ulti lawan, dan banyak lagi strategi lainnya. Coba sekarang di《Sexy Academy》!,==== Vending Machine di Campus, Beragam Hadiah Mewah ====,Beristirahat sambil bersantai di《Sexy Academy》, tentunya semakin asik dengan Item mewah yang dapat diperoleh dari Vending Machine. Ikuti juga beragam Event Non-Stop yang tentunya selalu dihadirkan di《Sexy Academy》!,Tunggu apa lagi? Download dan gabung di komunitas《Sexy Academy》sekarang juga!,────────────────,Ikuti komunitas《Sexy Academy》dan menangkan beragam Hadiah Ekslusif tanpa henti! ,(Search “Sexy Academy” di Facebook sekarang juga),────────────────,Ikuti berita terlengkap, Event dan juga Guide《Sexy Academy》di Link berikut↓,☞Facebook Fanpage: ,https://goo.gl/2SD64E,☞Customer Service: ,sxa@idgameland.com,Happy Gaming~,◎ Introduction ◎,Sexy Academy is an adaptation of Japanese games are popular all over the world in 2016. Hundreds of beautiful and sexy Hero waiting to be collected and directed by Master Summoner.,Gameplay Sexy Academy relying on tactics, Skill accurate control, also blend Hero used. Not only the combination Hero and Skill, Equip and timing control will also be a key skill in conquering the World Sexy Academy, master the entire Dungeon and storyline, as well as enjoy PvP competition along with other players., ,◎ ◎ Game Features,==== Competing in the Arena, so the Lord of Master Summoner ====,Hundreds of gorgeous Hero in ""Sexy Academy"" adapted to use history in the Three Kingdoms General and combined with the sexy style of Japan. Each Hero has a unique background and skills were second to none. Master the combination of skill and Hero in depth, build the strongest formation and so Ruler Master Summoner in ""Sexy Academy""!,==== Effects HD Graphics, With Real-Time Systems Command ====,Various Skill in ""Sexy Academy"" has an impressive Graphic Effects, until the movements and expressions are the details presented by a team of designers ""Sexy Academy"". Every detail is clearly visible from when Hero was pretty relaxing, walking, joking, to brandish his weapon. Hero diverse commands beautiful just the touch of your finger!,==== Real Time Skill Cast, Absolute Victory Keys ====,""Sexy Academy"" bringing the gameplay different from other RPG Game! During the battle, the Master Summoner Hero could rule for issuing Skill Ulti. Timing is the key, use Skill Ulti from Hero to change the flow of battle, such as Stun opponents, canceling Skill Ulti opponent, and many other strategies. Try it now in the ""Sexy Academy""!,==== Vending Machine in Campus, Diverse Luxury Gift ====,Rest and relax in ""Sexy Academy"", of course, more cool with luxury items that can be obtained from the Vending Machine. Follow also vary Non-Stop Event which must always be presented in ""Sexy Academy""!,What are you waiting for? Download it and join in the community ""Sexy Academy"" now!,────────────────,Follow community ""Sexy Academy"" and win endlessly varied Exclusive Gift!,(Search ""Sexy Academy"" on Facebook now),────────────────,Follow the complete news, events and Guide ""Sexy Academy"" at the following link ↓,☞Facebook Fanpage: ,https://goo.gl/2SD64E,☞Customer Service: ,sxa@idgameland.com,Happy Gaming ~",,,"  10,000 - 50,000  ",24-Mar-16, 1.1.0  , 15M  ,,"3,715",4.5,Sexy Academy
      2.3 and up    ,Simulation,"In this Game:,*Beautiful graphics,*Car with real Physics,*Traffic Car,*Parking mode,*Racing mode",,,"  1,000 - 5,000  ",7-Apr-16,1.3, 41M  ,,113,4.2,Manual Car Driving
      2.2 and up    ,Casual,"We have been working on the Toy Robot War series for a really long time. ,We developed many bots with vivid color and models. We like to introduce you the Robot Swift Pterosaur. Let's enjoy the awesome experience of assembling this great dragon! In this version, we added treasure chest. After every victory you will have a chance to open a treasure chest. When you have enough diamond you could unlock the ultimate skill!!! In challenge mode you can be the domination of the city. Destroy the building, with kick-ass skill you will be invincible. In fight mode, you will meet multiple bosses and would use your skill to defeat the boss. ,Enjoy the awesome fighting experience!,Key Feature:,- Get the pieces out of the box!,- Great dragon robot to assemble!,- Be the domination of the city with the Swift Pterosaur.,- Defeat the boss with your kick-ass skill.,What’s New:,-New game mode added. Once you defeat a boss you will have a chance to open the treasure chest.,-You can get diamond from treasure chest,-The Ultimate diamond will help you unlock the ultimate skill!!!!",,,"  5,000 - 10,000  ",19-Mar-16, 1.0.0  , 33M  ,,40,3.8,Toy Robot War:Swift Pterosaur
      2.3 and up    ,Puzzle,Escape Games Day-282 is a point and click escape game developed by JoyArrows.It has contains three rooms.In that it has contains some hidden objects and simple puzzles.you have to find the objects where it is hidden and has to solve the puzzles.Are you to ready to play the sangria room escape.Use your smart skills.All the best.Have more fun.,,,"  1,000 - 5,000  ",5-Apr-16, v1.0.0  , 2.1M  ,,64,4.6,Escape Games Day-282
      4.0 and up    ,Casual,"The summer holiday is the perfect time for girls to spend lots of time together.  Are you ready to combine the fun of the beauty salon with making a fun fashion friendship bracelet for your BFF?,Gifts are a fun token of appreciation among girl friends, and BFFs love to give each other handmade gifts.  Get a chance to make a beautiful friendship bracelet for your friend and spend a fun day at the beauty salon.  You can personalize the friendship bracelet so that it has a special meaning that shows off your friendship.  Start your fun day at the beauty salon with a spa treatment or two, and then finish by finding the cutest girls outfits to wear.,How to Play:,• Make a fun friendship bracelet for your BFF,• Add amazing decorations that have special meaning for you both,• Go to the beauty salon,• Get matching spa treatments,• Makeup makeover time,• Play dress up with your best friend trying to find the cutest outfits that look amazing with your new bracelets,• Celebrate your friendship!,The summer is like one endless holiday for you and your friends.  Fill up that time with some wonderful activities that you can do together.  Let your friend know how much you value her friendship by making her a special friendship bracelet.  Then, have a fun spa day together spending quality time together showing off your bracelets.,Come visit our: ,Website:    ,http://www.beautygirlsinc.com/,Facebook: ,https://www.facebook.com/beautygirlsinc,Twitter:      ,https://twitter.com/BeautyGirlsInc,Instagram: ,https://instagram.com/beautygirlsincorporated",,,"  10,000 - 50,000  ",24-Mar-16,1, 58M  ,,189,4,Summer Salon - BFF Bracelet
      3.0 and up    ,Simulation,"Be ready to dismount all the dummies playing Car Crash Test Simulator in 3D! Perform stunts, crash into the walls, destroy vehicles and have fun demolishing everything on your way! Try amazing vehicle crash simulator and break all the dummy’s bones to get maximum points! Be ready for ultimate car destruction fun!,It’s high time to start a crash test experiment! The more damage you cause, the more points you earn! Try different vehicles (even turbo or armored ones to dismount!), various crash test dummies and mannequins and show real power of destruction! Forget about usual driving games - wreck, smash, destroy and dismount all sorts of cars playing ultimate crash test simulator in 3D! Many cars and vehicles, many levels, various stunts, jumps and spectacular crashes in Car Crash Test Simulator game!,Everything in car industry starts with crash tests. Work for the company making crash test dummies and test all sorts of vehicle trying to prove how secure it is. Break all the dummies bones, dismount cars wrecking into walls or other vehicles and destroy everything on your way playing this 3D crash test simulator! Cause accidents, perform death-defying motor stunts, create traffic pile-ups of epic scale without any risk to yourself! Try turbo cars, armored trucks and even tanks and buses – it’s all for your to demolish! Tired of parking and driving simulators? Car Crash Test Simulator is convincing vehicular personal impact simulation and your chance to have dismount fun!,Be ready for a death race you’ve never tried playing usual driving games! Destroy cars, trucks and dummies playing Car Crash Test Simulator! Destruct the doll with vehicles and show that you are the best doll dismounter!,Car Crash Test Simulator features:,- Ultimate crash test simulator in 3D – dismount all sorts of cars (turbo cars, armored trucks, tanks, buses and other), make stunts crashing and wrecking everything on your way,- Break all the crash test dummy’s bones – more destruction you cause – more points you earn,- Participate in extreme death race – demolish crash test mannequins and dummies without any risk to yourself,- Earn points to unlock new cars, vehicles, jumps, stunts and other facilities,Be ready for a dismount race playing Car Crash Test Simulator 3D game! Wreck, crash, demolish and destroy! Perform amazing stunts and jumps trying to dismount cars entirely with this crash simulator made for all tastes and ages!,Like us at Facebook and stay tuned with all new games and updates: ,https://www.facebook.com/pages/My-Pocket-Games/1458946531077421",,,"  1,000 - 5,000  ",16-Mar-16,1, 41M  ,,43,3.9,Car Crash Test Simulator 3D
      3.0 and up    ,Board,"Adult Coloring Book is a nice coloring book that is perfect for adults and teenagers. Now you can go back to your youth and color some fun pages. There are about 30 coloring pages for you to color. More coloring pages will be added later in future updates.,Show off your fun and skill by coloring these crazy adult Coloring book pages.,You will have the ability to save and share your pages with friends and family members alike.,Go crazy fun with Adult Coloring Book FREE for hours of fun activities and entertainment.,Added in some kids pages as well so now you can let your kid or child color with this app as well.",,,  100 - 500  ,10-Apr-16,2, 5.2M  ,,12,3.8,Adult Coloring Book FREE
      1.6 and up    ,Adventure,"Welcome to Super Dragon Man Z and Spider :,In this game you need to collect balls and help the captain runner to finish the missions , this lovely game the hedgehog it's easy to play , what you gonna do is tape the screen 1 time to jump and 2 times to run faster . You need to finish every level in every category to go in the next land .,Share the game and have a good time.",,,  10 - 50  ,6-Apr-16,2.1, 17M  ,,58,5,Super Amazing Iron Sonic Robot
      2.3 and up    ,Word,"Wow amazing game is here waiting for you to download. Simple rule, there are 2 pictures, just find 5 difference.,You can call all of your family and play this game together. You can have a great time with your son or your grandma while playing this game, everybody knows how to play this classic game. Someone told me that ""FAMILY"" come from ""Father and mother I love you"", Find Differences Game make it happen.,Happy new year!!! Welcome to 2016, a year of happiness. Whis you have a good time. :D,50 levels in game,+,200 levels free download !!!,is ready for download, join now, best find difference game ever.",,,"  1,000 - 5,000  ",24-Mar-16, 1.11.0  , 34M  ,,35,4.4,Guess Difference 95
