operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Casino,,"Our new version! We are always working hard to make Video Poker Deluxe the best video poker game out there!,* Faster Video Poker play!,* Fixed a number of bugs with our first release,Keep sending in your feedback and we will keep making the game better! Thanks to all who play!",,"  10,000 - 50,000  ",24-Feb-16, 1.0.1  , 8.6M  ,,"1,410",4.9,Video Poker Deluxe
      3.0 and up    ,Pretend Play,Welcome to the cutest store in town!,,,  100 - 500  ,24-Feb-16, 8.8.6.5  , 48M  ,,297,4.2,Baby Panda's Supermarket
      3.0 and up    ,Casino,MANY VIDEO POKER VARIANTS TO PLAY,Bug fix for enhanced gameplay.,,"  1,000 - 5,000  ",29-Feb-16,2.5, 22M  ,,47,4.1,Video Poker
      3.0 and up    ,Arcade,"Experience an icy penguin adventure! Control an adorable penguin as he runs over ice, swims in the sea and flies like other birds – using a jetpack of course! Don’t forget to change costumes as you go! Become a penguin pirate king or put on your ski suit and prepare to hit the slopes! Just be careful to dodge obstacles along the way and if you are really good you’ll collect some tasty fish too!  ",,,"  1,000 - 5,000  ",18-Feb-16,1, 47M  ,,188,4.7,Ice Ice Penguin
      4.0.3 and up    ,Casual,"If you work,you lose! ,So maintain your kept man life and get lots of allowance!","Fix Chinese miss,Small bug fix",,"  1,000 - 5,000  ",1-Mar-16, 1.0.4  , 31M  ,,714,4.7,Ultimate Kept Man Life
      2.3 and up    ,Role Playing,"Doll games are for all little girls that want to change their doll look and make her look fabulous ! All doll dress up games have a lot of colorful clothes and accessories, but today we want to present you another kind of dress up games, called Doll Dress up - Pajama Party . Maybe you already guess what you need to do : be ready for one of the most funniest pajama party ever !",,,"  10,000 - 50,000  ",4-Feb-16,1, 15M  ,,50,3.8,Doll Dress Up - Pajama Party
      2.3 and up    ,Adventure,"Kids Games for the little ones replenished remarkable novelty. Baby Hippo and her family arrived at the airport to go on an exciting journey. Our favorite characters are waiting for an adventure, but first they need to drop off your luggage to check. In the meantime, the family fun is waiting for his flight, baby Hippo decided to find out how the airport operates. Good Uncle Dog allowed her to sort baggage with him.",,,"  1,000 - 5,000  ",22-Feb-16,1.2, 26M  ,,23,3.8,Kids Airport Adventure
      2.3 and up    ,Arcade,"Michael Jackson Piano Tiles is developed to fulfil everyone's piano dreams.,Don't tap the white tiles, tap the black tiles to keep the song going. ,If you love piano or music, you will enjoy this piano tiles app.,All piano lover should download this piano tiles app!",,,"  1,000 - 5,000  ",5-Feb-16,1, 36M  ,,83,4,Piano Tiles - Michael Jackson
      2.3 and up    ,Casino,Welcome to Wild West Slots!,,,"  1,000 - 5,000  ",17-Feb-16,1.2, 24M  ,,17,4.4,Slot Machine : Wild West
      2.3 and up    ,Sports,It's totally FREE.,,,  100 - 500  ,24-Feb-16, 1.5.9  , 34M  ,,453,4.4,Winner Soccer Evo Elite
      2.3.3 and up    ,Casual,"After the virus spread, the world was taken over by zombies.",,,  100 - 500  ,22-Feb-16, 1.0.0  , 13M  ,,61,4.9,Bye Bye Zombies
      2.3 and up    ,Casual,The newest and one of the best amazing princess game  is here ! ,,,"  10,000 - 50,000  ",1-Feb-16,1, 30M  ,,39,3.4,Gymnastics Mermaid Swimming
      2.3 and up    ,Educational,"Have you always dreamt of having your own concert? Live the experience with the My Rockstar Girls, preparing everything needed before the show starts!  Share the beautiful dressing room, makeup and backstage with them ... the show must go on!",Just a few quick fixes and ironed out kinks so the game will run even smoother!,,"  10,000 - 50,000  ",9-Feb-16, 1.0.1  , 49M  ,,284,4.2,My Rockstar Girls - Party Band
      2.3 and up    ,Arcade,In a funky world there has been a betrayal and only you can save the kingdom from darkness.  Funky Karts will test your reflex to physics; can you keep the king on his wheels?,,,"  1,000 - 5,000  ",16-Feb-16, 1.2.13  , 6.4M  ,,272,4.5,Funky Karts
      2.3 and up    ,Card,"Play for free in Bleach based strategy 3D card game, Lord of Ghosts, and become the legendary Shinigami! Never surrender to injustice or evil, forever fight for glory and honor! At this very moment, you are Kurosaki ichigo, experience the REAL fight and the best visual enjoyment with the smashing battle scenes, the bouncing original dubbings and 3D 卍 stunts! ,Card game fans! Bleach fans! Come on now to realize your dreams in Lord of Ghosts! ",,,  100 - 500  ,21-Feb-16, 1.0.0  , 70M  ,,136,4.6,Lord of Ghosts
      2.3 and up    ,Action & Adventure,* Crashes are fixed! Please tell us if you have issues!,"You asked, we listened: Check point every 5 levels.,80 New levels! 180 Total!,5 Free bombs on Facebook connect!,Improved instructions.",,"  50,000 - 100,000  ",18-Feb-16,1.52, 19M  ,,248,3.9,Bubble Bombs - Bubble Shooter
      4.0 and up    ,Education,"Do you want to introduce animals to your toddler, kid or baby? This app is great to teach animals to your babies, toddlers and kids!  Animal flashcards will help them to learn many of the animals. It includes X carefully selected animals.",,,"  1,000 - 5,000  ",9-Feb-16,1, 12M  ,Top Developer,47,4.6,First Words for Baby: Animals
      2.3 and up    ,Adventure,Do you like gems or mining for gold? ,#NAME?,,"  1,000 - 5,000  ",26-Feb-16, 1.03.1  , 28M  ,,70,4.2,Clicker Mine Idle Tycoon
      2.3 and up    ,Casual,"Zoey, the cooking expert has decided to teach her loving toddlers to prepare Pizzas, Burgers, Sushi, Sweets, yummy and icy drinks. Download it and give your valuable feedback., ,WSAD has been committed towards providing quality content for our users. Kids games and casual games are what we specialize in. We try our best to make games that are not only fun for the kids but also teach them some valuable lessons.",,,,26-Feb-16, 1.1.1  , 32M  ,,29,4.5,Zoey's Cooking Class
      4.0 and up    ,Simulation,,"- Minor Bug Fixes,- Improved Gameplay",,"  10,000 - 50,000  ",4-Feb-16, 1.0.2  , 45M  ,,125,3.7,Winter Traffic Snow Driving
      4.0.3 and up    ,Arcade,"Minecraft Truck Mod Game mod build is one of the minecraft’s most complicated and beautiful mod of truck build game in the market. It is fun and also exciting. If you love building games and minecraft games you will like this game so much after you have completed it. ,This game consist of Truck Mod:,- Trucks,- Excavator,- Trucks Rig,- Farming Truck,- Truck Transporter,- Driving Truck	,- Simulator Truck,- All truck collection and many more",,,"  1,000 - 5,000  ",3-Feb-16,1, 5.6M  ,,47,2.7,Truck Mod Game
      4.0 and up    ,Action,The Legendary Mythical Flying Creatures Declares War On Humans. ,,,,26-Feb-16,1, 55M  ,,23,3.7,Warrior Dragon 2016
      2.3.3 and up    ,Simulation,"Cupid has arrived. This Valentine’s Day, you won’t disappoint your love! Drive them in the hottest car, and buy unlimited gifts!",,,"  50,000 - 100,000  ",15-Feb-16,1.2, 46M  ,,570,3.9,Valentine Ride 2016
      2.3 and up    ,Role Playing,"Its time to cut, style, trim, color and chalk your hair at Hair Salon 2 - Chalk my Hair! The latest free hair salon game, hair salon 2 lets you comb and curl your hair with a curling iron, straighten hair using a straightener, cut n style hair with scissors, make mustaches and mohawks, chalk hair into bright red, pink or blue! Put on amazing accessories and flaunt your hair styling techniques to your friends!",,,"  1,000 - 5,000  ",19-Feb-16,1, 22M  ,,59,3.6,Hair Salon 2 - Chalk my Hair
      2.3 and up    ,Action,Hunt animals so real they nearly jump off the screen! Track down and bag the world’s most exotic and elusive game. Real Hunter Simulator 2016 let’s you hunt the biggest and most dangerous animals in the world. With access to powerful guns you can kill the wild animals and experience the real hunting simulation.,"Bugs Fixed.,Improvements made to the gameplay.",,"  5,000 - 10,000  ",23-Feb-16,1.3, 46M  ,,103,3.8,Real Hunter 2016 Simulator
      2.3 and up    ,Strategy,"Trong thiên hạ, biết ai là anh hùng? Chính là chúa công đó!","- Sửa lỗi nạp thẻ tháng,- Sửa lỗi khác trong game",,"  10,000 - 50,000  ",22-Feb-16, 1.1.33  , 125M  ,,840,4.3,Thiếu Niên Tam Quốc
      2.3.3 and up    ,Action,The invasion of rivalry tanks in your homeland has created much chaos and destruction. The enemy’s tanks loaded with devastating weapons and missiles have breached all the defense lines. They are on no way to stop. You are on the mission to attack and destroy all these monstrous tanks wandering in your country. Take hold of your Super Military tank as a trained Military Commando and get ready to face the invaders.,,,"  10,000 - 50,000  ",3-Feb-16,1, 46M  ,,596,4,Tank Strike 2016
      4.0.3 and up    ,Racing,"Real Off-Road 4x4  and 6x6 !!! is a physics engine game.,If you like Simulator Games with open world map try it!!!,-Dynamic Shadows ,-START and STOP ENGINE,-ABS,ESP,TCS ,-Lights,-Real Exhaust Gas,-4 Off-Road cars,-Realistic physics,-Real 4x4 and 6x6,-Big hills ,-Realistic water,-3 Types of controller ,-Easy controller",,,"  10,000 - 50,000  ",1-Feb-16,1, 39M  ,,196,3.8,REAL Off-Road 2 4x4 6x6
      4.0 and up    ,Racing,"Enjoy the world of chaos and destruction with World of Derby!,Breathtaking battles, unique arenas, lots of modes and different cars won't leave anyone indifferent!","Version 1.1,- Reduced the amount of smoke,- Added options to disable weather precipitations, grass,- Fixed bugs,- Added additional functionality,- More enjoyable, light colors in game,- Improved graphics quality",,"  50,000 - 100,000  ",27-Feb-16,1.1, 62M  ,,"2,061",4.2,World of Derby
      4.0 and up    ,Simulation,"Howdy farmers! Get ready to manage your own farming land at the village. Experience real-time farming with Farming Tractor Simulator 2016. You farm duty begins at the village as a hill farmer with your big trailer truck. Begin the duty and drive the heavy trailer truck to the city as the pro driver to get the farm tractor to the village. Enjoy multiple driving experience with different tasks to accomplish. Time to work in the mountain valleys as the hill farmer to drive tractor, truck, seeders and harvesters. Manage your own big farm with the latest machinery to enjoy farming. Agriculture simulation, harvesting and growing crops at your own big farm. Farming tractor simulator 2016 is an agriculture and cultivation simulation game. Cargo transportation, farm truck driving and tractor drive all there with realistic physics. ","=> Smooth & Enhanced Game Controls,=> Improved User Interface & minor bug fixes,=> Navigation controls & camera movement improved,=> Stay Tuned For Our Future Updates",,"  10,000 - 50,000  ",1-Mar-16,1.1, 58M  ,,237,3.8,Farming Tractor Simulator 2016
      2.3 and up    ,Brain Games,"With this game you can play versus another player or versus computer. Is designed for kids, easy to play with artificial intelligence adapted for children.,Connect four in a row to win!",,,"  5,000 - 10,000  ",7-Feb-16,1, 25M  ,,27,4.3,4 in a line - connect 4 kids
      2.3 and up    ,Casual,"Pamper your mermaid friend like a real salon! You can give her a lovely facial to make her skin smooth, apply makeup, accessorize her new look before showing it off to all your friends. When complete take her back to the salon all over again for a brand new look with this fabulous makeover game. ",,,"  10,000 - 50,000  ",4-Feb-16, 1.0.0  , 17M  ,,75,3.8,Mermaids Makeover Salon
      4.0.3 and up    ,Role Playing,Lucky gold block mod is an interesting but potentially devastating add-on to Minecraft. It adds a new block to the game that looks like a Mario ‘?’ block and once broken has a chance of spawning something good or something awful.,,,"  1,000 - 5,000  ",1-Feb-16,1, 5.2M  ,,52,2.5,Lucky Mod Block for mcpe
      2.3.3 and up    ,Casual,"Do you love dogs and would you like to collect them in your own Park? With Dog Park Tycoon, you are free to build and decorate your Park as you wish, as well as to fill it with plenty of fabulous dogs! Keep them in good health, discover all different breeds and fulfill your visitors’ needs to create the most popular Park! This will convince visitors from all over the world and even your friends to come and see you.",,,"  5,000 - 10,000  ",10-Feb-16, 1.0.0  , 29M  ,,373,4.6,Dog Park Tycoon
      4.0 and up    ,Simulation,"Work as DPS employer in Traffic Cop NYC Police Car. As traffic policeman in New York City, your duty is to do routine patrolling and penalize violators of traffic rules. Handle the regular chores like over speed, seat belt and signal violation. Try to do some exciting chase job for higher rank promotion.",,,"  1,000 - 5,000  ",19-Feb-16,1, 44M  ,,52,3.4,Traffic Cop NYC Police Car
      2.3 and up    ,Simulation,"Welcome to Heavy Equipment Transport 3D!,When you transport Heavy Equipment you also have to deliver the equipment in a city, that is exactly what you'll learn in this Heavy Equipment Transporter 3D. The hardest thing about transporting Heavy Equipment in the city is that you have to look out for a lot of traffic. Also the reverse driving is not easy, you have to be patience in order to,succesfully maneuver your truck and trailer into a tiny unloading place. To finish a level you first have to attach the trailer, to do that follow the blue arrow on the minimap. After you've attached the trailer you have to unload the trailer, to do that follow the yellow arrow on the minimap. The trailer will unload automatically.",#NAME?,,,29-Feb-16,1.2, 45M  ,,56,3.9,Heavy Equipment Transport 3D
      2.3 and up    ,Role Playing,Dynamons is a unique role-playing game from the creators of Kizi Games! Train and win epic battles by using powerful skills. Recruit the most powerful creatures and attack your enemies to evolve and become stronger!,#NAME?,,"  10,000 - 50,000  ",25-Feb-16, 1.4.0  , 14M  ,,481,4.5,Dynamons - RPG by Kizi
      2.1 and up    ,Casual,If you love smoking cigarettes - you must download virtual electronic cigarette! This is a realistic simulator of a real cigarette! Blow the air on the microphone to start smoking cigarette! This is healthy and cool method of smoking cigarettes! You can tell your friends that you have real cigarettes. Then pull out your phone and show virtual pack of cigarettes. Select one e-cigarette and start blowing the air to start smoking it! This is also the best app to give up smoking! Quit smoking with help of virtual cigarette!,Cigarette smoke added!,,"  1,000 - 5,000  ",24-Feb-16,5, 1.7M  ,,68,3.4,Electronic cigarette
      2.3 and up    ,Action,"You are the last survivor of your team,and the last human in this city,give up? No! It's the time to be the grim reaper in this Zombie Hell,blow the heads of them,bring them ""home""!",fix bugs,,"  10,000 - 50,000  ",18-Feb-16,1.1, 41M  ,,249,3.8,Zombie Reaper-God of Hell
      4.1 and up    ,Casino,"Introducing Hoot Loot, one of the newest slot apps in High 5 Casino’s family of mobile apps! Now you can play one of the most successful Las Vegas slot games from the comfort of your home or while on the go on your mobile device. In the forest of fun, the Hoot Line and Hoo's Safe Bonus lead to soaring jackpots! Download now for FREE and collect your Welcome Bonus to get started! ",Play one of the most successful Las Vegas slot games from the comforts of your own home or while on the go on your mobile device. Journey to the forest of fun in Hoot Loot! The Hoot Line and Hoo's Safe Bonus lead to soaring jackpots! Download now for FREE and collect your Welcome Bonus to get started!,,"  1,000 - 5,000  ",4-Feb-16, 1.33.3  , 59M  ,,67,4.1,Hoot Loot SLOTS!
      2.3 and up    ,Education,★★1+1 Learning math toddlers★★ is a collection of educational math games for kids!,"- Complying with COPPA - Children's Online Privacy Protection Act,- Improved user experience,- Bug fixed",,"  5,000 - 10,000  ",5-Feb-16, 1.0.2  , 18M  ,,43,3.9,1+1 Learning math toddlers
      2.3 and up    ,Simulation,"Doctor Drive Parking School does what is promises, a solid parking game in which you can spend a lot of hours trying to complete it! You start of in a basic parking car trying to earn money by doing missions and to collect even more, better and more agile parking cars! ","- Added more achievements,- Added an extra button in menu to see what achievements you have completed,- Bugfixes",,"  50,000 - 100,000  ",19-Feb-16,1.5, 49M  ,Top Developer,280,3.7,Doctor Drive Parking School
      2.3.3 and up    ,Casual,"Restaurant Bar Pig Eat For Shopkins Edition,From the creators of  Pig Restaurant Now you will have the opportunity to work in the shopkins restaurant barbies. A game fast and dynamic, In which you'll have to serve different and original dinners that ask you the pig more popular of the history.,You can serve peppa pig and many more. This set of restaurants features music that perfectly fits the game, chilling and very catchy.,- The game will increase in difficulty at each level,- Totally Free,- New recipes different in each level.,- Ease and speed of play because is a game of serving that need much skill.,- Scenarios and very decorated restaurants with incredible graphics!",,,  100 - 500  ,15-Feb-16,1, 15M  ,,2,3,Cake Shop Pig Eat Shopkins Bar
      4.0.3 and up    ,Word,"ONE CLUE CROSSWORD is a new kind of crossword puzzle. Instead of a list of written clues, crosswords include a single picture.",Bug fix included to address puzzle completion problem which blocks progress.,,"  5,000 - 10,000  ",9-Feb-16,1.1, 45M  ,,806,4.5,One Clue Crossword
      2.3 and up    ,Racing,"Fast, high adrenaline rush, speed racing car game. Take control behind the wheels of a crazy buggy, a police car or even an outrageous tank. And get racing!",,,"  1,000 - 5,000  ",18-Feb-16,1.1, 38M  ,,45,3.7,MES Cartoon Race Car Games
      2.3 and up    ,Action,"No time to stop! Run through the streets slaughtering all zombies that stand in your way!,You are on a mission to free the souls of the dead, trapped inside the zombie bodies.,Utilize an arsenal of weapons and upgrades to “free” the souls from their zombie prisons!, ,# Over 150 missions to play!,# 30+ weapons to be used to destroy all zombies!,# Ranked survival mode and ghost racing modes to compete against other zombie hunters!, ,Items are available for purchase in this game. Some paid items may not be refundable depending on the type of item. , ,For questions or customer support, please try the support forum in our community site or contact us directly via customer support center.",,,  50 - 100  ,25-Feb-16,0.10101, 76M  ,,21,4.6,Dead Machine Gun : Zombie Run
      2.3 and up    ,Word,"WordMania - Guess the Word is a fast, fun and addictive word game!","WordMania 1.3.0 Released!,- Come back every day for a chance to spin the Word Wheel!,- Win hints and other prizes on each spin!,- Bug fixes,WordMania 1.2.0 Released - Huge Update!,- Over 300 new levels added!,- Better hint system! See the correct word order..,- Faster animations!,- Fixed Orange Pack Level 1,- Added help screen!,- Please leave feedback here so we can keep improving!",,"  500 - 1,000  ",29-Feb-16, 1.3.0  , 7.6M  ,Top Developer,140,4.5,WordMania - Guess the Word!
      2.3 and up    ,Casual,Bae has left the party because she just got heartbroken. Her boyfriend broke up with her in front of everyone. Bae got embarrassed in front of everyone and ran away in tears; crying. ,,,"  1,000 - 5,000  ",18-Feb-16,1, 32M  ,,25,3.6,Bae Breakup Madness
      2.3 and up    ,Simulation,"F18 Jet Fighter Simulator 3D is an all out thrill seeking, action-packed, jet fighter flying simulation game. Take to the skies and fly military F-18 jet planes, used in the real world by the actual army! You'll be given top secret objectives that will order you to take out enemy army bases and outposts spread out through the huge open world! It is up to you, a rookie fighter pilot to complete each strike mission and return to become a pro fighter pilot. ",,,"  10,000 - 50,000  ",2-Feb-16,1, 40M  ,,294,3.9,F18 Jet Fighter Simulator 3D
      2.3 and up    ,Educational,"Does your kid want to be a hairdresser ? Does your little girl want to be the best hairstylist ? ,If your child want to play in the Hair Salon around the World you have found the right educational game !,There are a lot of customers and they need the best hairdresser. ,Please help the hairstylist in this fun game for kids.",small fixes,,"  100,000 - 500,000  ",5-Feb-16, 1.0.2  , 38M  ,,"1,056",3.8,Hair Salon around the World
   Varies with device    ,Simulation,This Piano app game is a very easy to play piano and have fun!!!,,,"  10,000 - 50,000  ",23-Feb-16,   Varies with device  ,   Varies with device  ,,223,3.3,Piano Tile Games
      2.3 and up    ,Simulation,Howdy farm people! Let’s get ready for another day of farming simulator 2016 labor. Harvest the farm crops and drive your tractor in this tractor trailer driving game. The working days of a farmer are always long and the labor is always heavy. After the crop harvesting you need to load your cargo on the tractor and start your daily route delivering fresh harvesting crops cargo to the mountain people. ,Bugs fixed.,,"  50,000 - 100,000  ",16-Feb-16,1.1, 45M  ,,520,3.7,Hill Farm Truck Tractor PRO
      4.0.3 and up    ,Action,The Most awaited version of Jungle Castle Run series is out now for Android & moreover its still Free! ,,,"  50,000 - 100,000  ",18-Feb-16,1.3, 11M  ,,350,3.9,Jungle Castle Run X
      2.3 and up    ,Racing,Risky road is a simple driving game with lots of challenges. ,,,"  1,000 - 5,000  ",22-Feb-16,1, 15M  ,,72,3.8,Risky Road
      4.0 and up    ,Casual,Adult coloring book filled with more than 100 free mandala coloring pages. Beautiful designs to color for your relaxation. ,,,"  5,000 - 10,000  ",12-Feb-16, 1.0.1  , 28M  ,,123,4.4,Mandala: Coloring for adults
      2.3.3 and up    ,Music,"FNAF Soundboard for you ! If you Love Five Nights at Freddy's World, Scare Your Friends for fun and Joke !",,,  100 - 500  ,22-Feb-16,1, 15M  ,,34,4,FNAF Soundboard
      4.0 and up    ,Puzzle,"Sudoku (originally called Number Place) is a logic-based, combinatorial number-placement puzzle. The objective is to fill a 9x9 grid with digits so that each column, each row, and each of the nine 3x3 sub-grids that compose the grid contains all of the digits from 1 to 9. ","- more draft mode improvements,- colors improvements,- undo/redo improvements,- ""big control"" fixed",,"  10,000 - 50,000  ",25-Feb-16, SG-2.0.4  , 16M  ,Top Developer,393,4.3,Sudoku
      4.1 and up    ,Casual,Dress up and makeover a princess fashion doll in this royal design game. ,,,"  10,000 - 50,000  ",4-Feb-16,1, 47M  ,,262,4.1,Fashion Doll - Princess Story
      2.3 and up    ,Board,"Mahjong Connect is a fun skill building tile game. Tiles are stacked at different levels in each level, and it is up to the player to find the correct match for each tile. Players have a choice of theme when they first enter the game, and for first time players you will be prompted to select level one.",,,"  10,000 - 50,000  ",27-Feb-16,1.3, 7.8M  ,,354,4.5,Mahjong
      2.3 and up    ,Arcade,"There are numerous treasure hide in ancient temple, even a magic necklace that can make the dead resurrection. Fortunately, you got the magic necklace. But now you have to run crazily to escape the temple guards’ chasing!,Classic running gameplay and marvelous graphics, you will enjoy a thrilling explore and passionate run in Temple Death Run!,The game adopts G-sensor operation; just tilt your device to dodge all dangers. Don’t be caught by temple guards! But if you are dead, you can use the magic necklace stolen from the temple to make yourself resurrection, and then continue the endless explore!",,,"  5,000 - 10,000  ",19-Feb-16,2, 26M  ,,152,4.1,Temple Death Run HD
      2.3.3 and up    ,Education,"See what Hello Kitty and friends are up to during the year in ,, an adorable game for girls and boys of all ages.","Please write a short review or press Google's ""+1"" if you like the game!",,"  1,000 - 5,000  ",19-Feb-16,8, 17M  ,,8,3.6,Hello Kitty Jigsaw Puzzles ❤️
      2.3.3 and up    ,Action,Cubepool Mutant Mercenary challenges you to lock and load with a mixture of classic pixel graphics and innovative game play. This free app comes with a host of weapons to chose from and exciting missions to champion!,,,"  5,000 - 10,000  ",5-Feb-16, C10.2  , 48M  ,,55,3.9,Cubepool: Mutant Mercenary
      2.3 and up    ,Arcade,"See if you can avoid from tapping the black tiles, you can choose to play in a few playing modes. May it be the classic one or maybe arcade, Zen or bomb mode. ,See if you can tap all of them and avoid the rest on time. This game requires your full attention and it improves your coordination and concentration. We hope you will have fun playing it. Thank you.",,,  100 - 500  ,23-Feb-16,1.5, 3.1M  ,,38,2.7,Piano Tiles 2016
      2.3 and up    ,Education,"One of the greatest things in the world has happen, this gorgeous Princess is pregnant with a baby girl! All the royal families around the world are happy and they can't wait to find out how her new-born baby will look like.,The Prince is also pretty excited and he is ready to be a good and grateful father!,Anyhow there are a lot of challenges awaiting our princess and you can join her and help her make it to the hospital!,As you will find out in this girls baby game, things are pretty out of control and our princess Angela is quite in a rush to get to the hospital and give birth. But as you will discover there are quite a few challenges until you'll get there and you will start at her house, where you will have to pack her things in a fun hidden spot game, where you will have to drag and drop here things, after that, you'll also have to take care of her royal pet, which is a cute puppy, he also needs some carrying, so make sure to give him a quick bath, play with him and make sure he will be alright until you get back!",Bugs Fixed!,,"  10,000 - 50,000  ",8-Feb-16, 1.4.0  , 36M  ,,73,3.7,Princess Newborn
      2.3 and up    ,Casual,"My Little Horse Racing 3D 2016,This is a follow up game and this time no unicorns but real horses! Race with your jockey and horse at this jump course! So get in the saddle and jump and race with your horse to get as many hearts you can! The jockey and the horse needs to jump over different obstacles like rocks and jumping hurdles and collect all the hearts. A lot of girls like riding on a horse but also boys like to race with a horse! In this horseworld you can ride your virtual horse and be a racer! Be in the equestrian center and in the stable, put on the saddle and ride your horse with the jockey in this my horse riding simulator. The groom has already taken care of your horse, you, the equestrian, only have to get up in the stirrups and go horse riding!       ",,,"  10,000 - 50,000  ",1-Mar-16, 1.0.3  , 36M  ,,52,3.5,My Little Horse Racing 3D 2016
      4.0 and up    ,Adventure,"Play a FREE trial of this immersive, high-quality game! Then pay once & play forever offline!",,,"  10,000 - 50,000  ",7-Feb-16,1, 671M  ,Top Developer,368,4.3,Dark Parables: Little Mermaid
      4.0 and up    ,Casual,"Feed you baby, play, bathe the baby, put your baby to sleep. Newborns need to rest! Take care of your baby and the little one will grow strong and healthy, but beware!  if the baby cries or coughs it might be sick, and needing medicine!","- Everyplay: Film your favorite moments, and share videos with your friends! :)",,  50 - 100  ,25-Feb-16,1.061, 48M  ,,78,4.4,Alima´s Baby: Liam
      2.3 and up    ,Simulation,"READY FOR THIS EPIC ADVENTURE IN FULL 2D?,American Truck Transporter 2D will blow your mind! It's all about putting your cargo in the truck and get from A to B, But that’s not so easy as it looks! Because in our truck transporter simulator we have made a lot of bumps!",,,"  1,000 - 5,000  ",23-Feb-16,1.1, 24M  ,,46,3.2,American Truck Transporter 2D
      2.3 and up    ,Action,"Another chilling new horror survival adventure, featuring the living dead.",,,"  10,000 - 50,000  ",11-Feb-16,1, 78M  ,,242,3.6,Infected Town
      2.3 and up    ,Simulation,"Princess Workout & Salon is an amazing fashion game for girls. The royal princess needs the best workout and spa salon service to get a perfect figure and become more beautiful. Help her dress up in workout pajamas, clothes and shoes to get started with her fitness routine. Starting from strength training to running, dumbbell exercises, yoga and spinning; her everyday workout plan will vary to suit her fitness regime. After hours of tough fitness training, your princess will get exhausted and tired. She needs a soothing and relaxing spa salon to relax. Once you are down, select a royal gown or beautiful clothes for the princess to start a lovely day. Princess Workout & Salon is a kid’s game with amazing beauty treatments and exercises for the royal princess and queens. The kingdom is so happy to have you as a professional gym trainer for the princess workout sessions and salon relaxation.",,,"  5,000 - 10,000  ",12-Feb-16,1, 29M  ,,66,4.2,Princess Workout Salon
      2.3 and up    ,Casino,"Hot Tattoo Free Slot Machines combines the best elements of slots and tattoo art to produce the most addictive slot machine ever. The game is hard enough to keep you engaged and not grow bored, but easy enough for you to overcome the challenges and win huge jackpots, bonuses, and millions in virtual money.",,,"  10,000 - 50,000  ",31-Jan-16,,,,"2,037",4.3,Hot Tattoo Free Slot Machines
      4.0 and up    ,Adventure,"Play a FREE trial of this immersive, high-quality game! Then pay once & play forever offline!",,,"  5,000 - 10,000  ",14-Feb-16, 1.0.0  , 800M  ,Top Developer,354,4.3,Living Legends: Frozen Beauty
      2.3 and up    ,Casual,Run for your life!,,,"  5,000 - 10,000  ",4-Feb-16,1, 23M  ,,152,3.5,Mine Rush
      4.0 and up    ,Puzzle,,"At the request of our fans, zoom feature was added.,Russian language has been corrected.,You can send us an e-mail if you have more suggestions!",,"  1,000 - 5,000  ",27-Feb-16,2, 37M  ,,36,4.2,Hidden Objects: Mystery Garden
      2.3 and up    ,Adventure,The East New World is a retro-inspired action platformer game with the high quality pixel art style. Any screenshot in the game is a wonderful picture.,"- Controller supported,- Countless minor bugfixes,- Optimize arts",,"  5,000 - 10,000  ",28-Feb-16,2.4, 64M  ,,383,4.1,The East New World
      2.3 and up    ,Casino,"This game is for NATURE and CASINO LOVERS who are not afraid to seek new things, come out of their homes, and ride a game of slots of fortune with the wildest stallions in the world’s most exciting casino online.  ",,,"  10,000 - 50,000  ",10-Feb-16,,,,"1,291",4.3,Royal Stallion Slot Machines
      4.1 and up    ,Racing,Psebay - atmospheric adventure in mototrial genre. ,Fix bugs and improved some functions,,"  50,000 - 100,000  ",17-Feb-16, 1.0.16  , 32M  ,,"3,674",4.5,Psebay
      2.2 and up    ,Adventure,Try to escape from the prison taking the right decision at right moment.,,,"  1,000 - 5,000  ",23-Feb-16,1, 6.7M  ,,175,4.1,Stickman Escape Game
      2.3 and up    ,Racing,"Do you want race with your rivals from a classic car's cockpit view ? If, yes this is definitely your game.,Race in endless mode and overtake to have more points.,If, you can overtake again in 3 seconds than you will start to make combos.,You can earn coins by overtaking cars and with that coins you can unlock new levels.","✔ New Muscle Car added,⌛ Keep following new updates; new cars and levels are coming",,"  10,000 - 50,000  ",13-Feb-16, 1.0.1  , 30M  ,,436,3.9,Racing in Car : Classic
      2.3 and up    ,Simulation,"A goal in the game does not exist. You're alone. On a large island. There are heaps to do. You must be careful, you have to eat, you need to hunt and fish to survive to. There are many animals on the island. You can run a farm or develop up to hunters. You can put yourself in the night against the Malicious. For that you have but you weapon crafting. And all this is not easy.",,,"  1,000 - 5,000  ",31-Jan-16, 1.0.0  , 12M  ,,36,3.4,Limon Craft - Super Edition
      2.3 and up    ,Simulation,"By performing amazing stunts like the backflip and the three sixty can be achieved higher points!,Dig the fields and forest roads on with your cool motorcycle!,Try to crash the other motorbike driver!,Follow the road and test your motorbike high speed!,Downhill uphill are guaranteed!,Try with a wheel pulled up over the hill to go!,Look at you with different camera perspectives!,Have great fun with this amazing motocross simulation game!",,,"  1,000 - 5,000  ",18-Feb-16,1, 41M  ,,21,3.5,Motocross Country Simulator
