operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Sports,"This is a funny and pixelated soccer VS game. Surely you don’t need to control so many players to run all around the soccer.Physics world because,all you need to do is to control two players to kick the ball into opponent’s goal.,What it differs from other soccer game is that it abandons the rules and limitations of original soccer game, in which you could use your hands, your feet and even any part of your body; similarly you will find that you may play soccer or basketball and etc.,In addition, we also added a function of choosing the scenario, which contains all kinds of scenarios. Opening the corresponding scenario could unlock new characters and so on. We will add more colorful scenarios and more attractive characters later.,Happiness is to be shared, so two-player mode may be a bright spot of this game. Our aim is not goal but happiness, so enjoy it with your friends!,Joking? We are serious.",,,"  10,000 - 50,000  ",13-Mar-16,1, 12M  ,,217,4.3,Soccer Amazing
      2.3 and up    ,Simulation,"Flight Simulator - City Flying is the most anticipated airplane simulation developed for Android to date.,We here at i6 Games, we have been studying to perfect the ultimate plane flying simulation. We've refined and  improved the physics of how the plane flies, how it would move during flight, and all the little details to make it the most immersive experience. Right now, you have the opportunity to get involved in the latest, exciting flight simulator!,Get ready pilot, all the thrills of experiencing the control of a realistic commercial airplane aircraft in Flight Simulator - City Flying!,Fly through the air waypoints and help get the passengers to their city destination on time to get a three star rating and unlock even better airplanes!,With 20 unique levels (more coming soon), test your piloting skills to the limits and become the world's greatest airliner pilot, experience all the thrills in the exciting, Flight Simulator - City Flying",,,"  1,000 - 5,000  ",29-Mar-16,1, 37M  ,,90,3.8,Flight Simulator - City Flying
      4.0 and up    ,Trivia,"Heads up, party people! Guess to impress in this party game mashup of charades, trivia, and pop culture knowledge. Pick a deck—ranging from movies, celebrities, to music, and more—then put your phone up to your forehead while your friends shout out clues so you can guess the right answer! ,• Only one phone needed to play,• Multiple free decks to choose from including Video Games, Superheroes, and Movies,• Unlock free bonus decks or buy additional decks that feature TV shows, the 90’s and content just for adults,• Multiple modes of play including Team Versus, Charades, and Hum-a-Tune",,,"  5,000 - 10,000  ",14-Mar-16,1, 27M  ,,116,4.1,Word Gush
      4.0 and up    ,Simulation,"In Car Transporter Truck Parking you get to transport Cars from one place to the other. So you can unlock more trucks and more levels. This exciting new 3D parking game offers you double fun first you need to park the Car Transporter truck then you need to learn how to unload the cars from top to button. Can you become the ultimate car transporter truck driver and make sure all the cargo gets to the final destination in time! ,Car Transporter Truck Parking includes realistic physics and challenging levels to transport, so if you love parking games with a little twist you definitely need to download this new car transporter parking game. Car Transporter Truck Parking is a new 3D parking game with over 50 different 3D parking game simulator missions you will have the time of your life.,Car Transporter Truck Parking: 3D parking game features ,One of the best parking simulator game physics,No containers, wood or other stuff no you have sport cars on your loader,Different camera view, check the position of your truck and cars as you park it,Are you ready for a speed game time is the main challenge for you truckers out there!,Real 3d environment with beautiful graphics, huge open world to drive around,On-Screen Steering Wheel, acceleration and brake pedals and gearshift,Please give us some support by rating our game on Google Play or following us on:,Facebook - ,https://www.facebook.com/VascoGames,Twitter - ,https://twitter.com/VascoGames",,,  1 - 5  ,31-Mar-16,1.03, 44M  ,Top Developer,89,4,Car Transporter Truck Parking
      4.0 and up    ,Creativity,"Best app for coloring book therapy and relaxing is now on Android. Totally FREE. More than 100 animal mandala coloring pages.,Free animal mandala coloring book for adults and kids. We offer 100 free coloring pages of animals like owls, elephants, cats, birds and horses. Can you color your favourite animal?,Painting coloring books helps adults and children relax and release stress: start painting and test it now!,- 100 free mandala designs. Starring animals like cats, dogs, elephants and owls. ,- Easy to play: fill an area or draw a line,- Use 2 fingers to zoom in on details.,- Lots of free stamps,- Save, load and share your artwork,- Undo,- Mystery option,What is your favourite animal? A fluffy cat or a wise owl. Big elephant or tiny mouse. Or maybe you are more a person of the sea with colorful fish or beautiful dolphin. Pick your favourite animal and start painting it in Mandala style.,● Coloring books help reduce stress and relax. Good for a moment of relaxation in the evening. Also great for Mindfulness exercises.,● Coloring books anywhere,Colortime is a free app and doesn't need an internet connection. Have fun painting and drawing in the garden or during a long journey. Relax and be creative,● Easily share your paintings.,Share your creations in Instagram, Snapchat, Messenger, Facebook, WhatsApp, Pinterest, Google Plus, Line, Kiko, Twitter, email and SMS. ,● Support. ,We work hard to keep Colortime running on all available Android devices. If your run into any issues please send us an email so we can try to solve it for you and other players.,● Age rating,Colortime is a free game for all ages. Children, girls, and adults can enjoy it without any restrictions. Have your kids pass time with this app.,Download today and start your coloring book relaxing therapy, you won't regret it!",,,"  5,000 - 10,000  ",23-Mar-16, 1.1.0  , 27M  ,,115,4.3,Coloring Book: Animal Mandala
      2.3 and up    ,Adventure,"After a series of destruction, now our savage beast is heading to Mexico. Control this ferocious T-rex and eat and destroy everything that's in your way!",,,,31-Mar-16, 1.0.1  , 21M  ,,71,4.2,Mexico Rex
      2.3 and up    ,Adventure,"✧✧✧ Clan of Owl is here! ✧✧✧,You enter the world as the last remaining member of the famous Guardano Owl Clan. 🐦 Your goal is to find all the members of your new family, mark your territory, defeat all the bosses, enemy clans, and finally the super bosses.  ,Come and customize your own owl!! Plenty of color combinations to choose from.,Thanks for supporting Wildfoot games!   We are trying our best to being you the most action packed animal simulators on the app stores.  Clan of Owl is the latest installment of our adventure animal simulator games.  ,The most action packed owl simulator game on the app store.  Loaded with all your favorite forest animals including: Fox, Deer, Wolf, Horse, Pony, Bear, and Eagle. Enter this forest world as a young bird, help him find his family, grow into a huge giant owl, and dominate the forest.  Your family members will be your ultimate guardians.  You must learn to use them in order to win the game.  ,**Customize your Owl Color by pressing the Edit button on the 'Me' page**,**8 Different Color and Style Options to Choose From**,Other enemies include : Fawn, Deer, Eagle, Bear, Duck, Wolf, Goat, and Fox.  Be fast and race around the huge map and hunt down your enemies.  Hunt them before they get you. This game is Part Wild Animal Survival, Part Role Playing, but totally action packed.  Also includes dynamic time of day and weather.  ,Magic spells include : Electric Shock, Fireball, Healing, and Invincibility.  ,Top App Features:,✳✳  Fast paced and action packed Owl simulator,✳✳  Find all 6 of your family members,✳✳ Locate all the magic books,✳✳ Call your clan members when you are near your enemies,✳✳ Realistic wild animal sound effects and weather effects,✳✳ Open World Style survival game,✳✳ Huge 3D Map,✳✳ Fly up and down with our special elevation feature,How to Play:,1. Mark your territory,2. Find all 6 Owl Clan members,3. Find all the 4 magic spell books,4. Defeat all 6 Bosses,5. Defeat all 4 enemy Clans,6. Defeat all 6 Super bosses,Do you like this game?  We would love it if you let us know what you think. We tried hard to respond to all comments and listen to your suggestions.  At Wildfoot, we love 3D animal simulators and our goal is to set the standard of quality for animal sims.  ,Please come check out our Facebook page: ,https://www.facebook.com/wildfootgames, for updates. Remember that friendship is magic.  Find your guardians and create your own legend! Thanks for playing our games!!",,,"  10,000 - 50,000  ",4-Mar-16,1, 41M  ,,496,4.1,Clan of Owl
      4.0 and up    ,Action,"Ten years is a long time to spend in a jail for paying the price of sins you never committed. Play Traffic Cop Bike Prison Escape to plan a jail breakout with your cell inmates & run away from crazy police. Fulfill your wildest stunt driving dreams and race with stolen heavy bikes. These police motorbikes are equipped with missile launcher and machine gun for shooting cops car.,A free bird is never meant to be caged in a lockup forever. Challenge destiny and change your fate with strength & strong will. Use your iron fist to beat up city police cops and grab the master key from prison warden. After prison breakout leave no unfinished business behind that may result in your arrest. Breaking the jail might be easy for you but escaping the police dog chase is tricky. You need traffic rider skills to ride super fast motorbikes after escaping from prison. When you plan escape mission, beware of detective cops and sniffing dogs as they look for suspicious criminals or serious offenders. Police helicopter is flying over the city to spot escaping prisoners and bad guys. ,Police officers are chasing you in their super cars. Ride fastest to get away from police car chase. Driving in city traffic is made challenging with cops vehicles on your tail and police helicopter over your moto bike. You gotta keep running for life else you will be busted. Innocents have no fear. Once you get out of country, seek asylum in secure state. Do crazy stunts in streets like skid around turns wheelie on open roads. Destroy vehicles by firing missile and shooting guns in this extreme moto bike simulator game. Epic adventures lies ahead of you to explore.,Police Escape Mission 2016 Features:,10 epic prison escape missions out of county jail,Multiple super bikes including trail motorbikes for offroad driving,Unlock police sportsbike with in-app currency,Realistic open world city & interactive gameplay,Immersive 3D graphics & thrilling background sounds,Download Traffic Cop Bike Prison Escape to enjoy unending police car chase adventures. All missions filled with unlimited action and thrill.",,,"  10,000 - 50,000  ",22-Mar-16, 1.0.1  , 43M  ,,123,3.9,Traffic Cop Bike Prison Escape
      2.3 and up    ,Puzzle,"Follow the changing of the seasons, as Winter's chill gives way to Spring's burst of new life!,""Winter Spring"" is a jigsaw-like game brimming with stunning HD artworks. Solve 20 beautiful, hand crafted puzzles as difficulty increases. Can you become the hidden piece master?,Main features:,- Unique puzzle game mechanic,- 20 hand-crafted backgrounds,- Beat your best times,- Daily rewards,- Replay for high scores,- Become the hidden piece master!,Powered by Dolby® on supported devices",,,"  1,000 - 5,000  ",27-Mar-16, 1.0.3  , 24M  ,,41,4.5,Hidden Pieces: Winter Spring
      2.3 and up    ,Casual,"Fruit Crush is fun and challenging juicy crush game! ,Colorful and delicious fruits are waiting for you! It must be a harvest season Oh! Now join in the interesting farm worlds, enjoy fruit carnival!,How to play:,1. Match three or more identical fruits to make them burst.,2. Complete goals need to remove obstacles in the moving steps.,3. Fewer steps to get more scores and stars,Game Features:,- Easy to use, hard to become a master.,- Two charming game modes.,- More than 80 challenging levels.,- Many challenging puzzles make the game more addictive.,Fruit Crush is completely Free to download. Challenge now!",,,"  10,000 - 50,000  ",31-Mar-16, 1.0.6  , 11M  ,,212,4.2,Fruit Crush
      2.3 and up    ,Board,"Our Spring Garden is teeming with new growth! Take a stroll through this fantastic foliage!,""Spring Garden"" features HD graphics, beautiful artwork and music! Solve 20 beautiful, handcrafted boards as difficulty increases. Can you become the mahjong expert?,Main features:,- New mahjong mechanic and unique power system,- 20 handcrafted backgrounds,- Beat your best times,- Daily rewards,- Replay for high scores,- Earn coins and unlock more boards,- Become the mahjong master!,Powered by Dolby® on supported devices",,,"  1,000 - 5,000  ",27-Mar-16, 1.0.3  , 28M  ,,74,4.7,Hidden Mahjong: Spring Garden
      2.3 and up    ,Simulation,"You have been sent to jail for murder for a crime you didn't commit. Manipulate the prisoners and guards, use your skills and do whatever it takes to escape, and maybe then you'll get a chance to prove your innocence. Prison Escape Hard time Police game is all about making a safe escape from the border police of jail while rescuing the imprisoned inmates. Sneaking in the corridors for escaping is very tough as the guards and jail warden is continuously patrolling in cell. High security checks based on modern technology has made it even tougher to make a safer escape. Make a tricky jail break plan and rescue your fellow inmates. Find out the tools hidden in the jail that might help you in fighting with the aggressive cops and guards. Use your weapons in the best possible way to kill real police cops. Make your super moves to get rid of the guards in one go in this survival game!, ,Get ready to attack maximum security border police of jail in Prison Escape Hard Time Police game. Show extreme stealth skills to sneak inside jail to help your cell inmates and gang members in this newest prison break game. You spent some hard time with punishment in this lockup. Now it’s time to help your lockdown cell inmates, criminals and gangster to get out of this prison break game. Your life mission is to help your lockup cellmates, prisoners and make them escape the prison. Some hardcore criminal and gangsters are lockdown in special cells, get master key from warden so you can help escaping all. Do whatever it takes to free lockup inmates and complete breakout assignment., ,Don’t want to waste your life in this torturing hell. Develop a plot to escape from the imprisonment. But it’s not easy as the fierce guards, aggressive wardens and the armed cops are after you. You only managed to find some simple attacking tools like baseball bat. Use it to kill the police men by hitting hard on their head and body with these simple attacking tools you managed to find out in the jail. It’s time to use your skills and wisdom and do whatever it takes to jail escape game., ,Prison Escape Hard time Police Features,•	Amazing 3D Prison Environment,•	Real Thrill of Escaping the Prison,•	Interesting Game Play,•	Different Combating Tools,•	Smooth and intuitive controls,•	Stunning & High Quality 3D Graphics,•	Player Punch, Wrenge and Combos,•	Thrilling and challenging Missions,•	Easy and fun to play",,,"  10,000 - 50,000  ",10-Mar-16,1, 46M  ,,351,3.7,Prison Escape Hard Time Police
      2.2 and up    ,Arcade,"Hi and welcome to piano tiles 2 game .,This is a very interesting piano game , it looks very simple, but it's hard to get a high score.The rule is concise, just tap the colorful tiles , the game start.Attention,once you tap the white tiles or red crump,the game would be over! This is a challenge of your endurance and ability,do you want to have a try？ Join us!,we have made color switch and color tiles too,Piano Tiles 2 is the sequel to your favorite Piano Tiles with new gameplay, graphics and sounds.,* classic mode:the classic mode of white tiles, same number,you must get * the shortest time,which is your record? ,Piano Tiles may be the follow up towards the greatly popular game Piano Tiles (Don't Tap the Whitened Tile). New game play, first-class seem quality along with a global competition mode provide your fingers a quick paced thrill using the elegance of piano playing!,We're prospecting fans of Piano Tiles 2,- What's new in Piano Tiles 2 (Don't Tap The Whitened Tile 2 :,Added login feature to allow synchronization of game data and competition with buddies,Brand-new game play,Contend with gamers all over the world,New color plan, multicolor rather than black and whitened,New music, have the pleasure of the professional pianist,Please don't go without rate this app ! thank you",,,"  100,000 - 500,000  ",3-Mar-16,1, 1.8M  ,,895,3.5,Piano tiles two
      4.1 and up    ,Simulation,"This 3D game has been developed in the context of an international, aviation safety research project (,http://hcilab.uniud.it/aviation,), aimed at exploring possible new approaches to safety education. ,The game reproduces the experience of real-world aircraft emergencies from the passenger’s viewpoint, with the highest fidelity allowed by today’s mobile devices. In each virtual emergency experience, the player can try first-hand right and wrong actions that a passenger can take, and see the positive or negative consequences those actions have. ,Your goal is to take all the right decisions to come out from the plane unharmed as fast as possible. ,The game also offers the option of publishing your best evacuation results on world leaderboards.,The different levels of ""Prepare for Impact"" depict major types of emergencies, such as in-flight decompression, ground collision, runway overrun, water landing, and crash landing. Moreover, they are able to simulate the different threats that can make aircraft evacuation more complex, such as fire, smoke in the cabin, water, unusable exits, and others.",,,"  10,000 - 50,000  ",16-Mar-16, 1.0.0  , 75M  ,,768,4.4,Prepare for Impact
      2.3 and up    ,Simulation,"This is the game that you can conquer the roads with high powered monsters!,Fight again nature and beat every step on way!,Remember this is not a level based game, this is endless open world game with lots of specialities. ,You can buy or sell trucks, customize them, enjoy the nature, fight with storms etc.,What you can do in this game?,>You can explore the open world map and buy trucks,,>You can customize your trucsk and make them powerfull,,>You can enjoy awesome gameplay and earn GP points,And game has auto quality modification, so it doesn't matter what device is do you have, every device can play this game somehow!,If your device powerfull you will get awesome quality, if your device has no great power it is okey too, you can has high fps from our auto quality chooser!,Please let us know if you find any bugs or etc.,Enjoy!",,,"  100,000 - 500,000  ",30-Mar-16, 1.1.1  , 99M  ,,"3,494",4.1,Truck Simulator : Coroh
      2.3 and up    ,Simulation,"From the creators of Flight Pilot Simulator 3D, the best flight simulator of 2016! Now, be the pilot HERO that will save all the passengers: land your airplane safely despite the dangerous conditions!,+ Immersive scenarios: bad weather, aircraft failures and extreme conditions.,+ Fun and challenging missions,+ Beautiful scenarios with incredible graphics.,+ Many realistic planes: try planes like the Boeing 747 or Airbus 320,+ Simple but realistic controls,Download now and don't miss amazing updates!,Play Offline,Finally an awesome game that doesn't need wifi!",,,"  5,000 - 10,000  ",28-Mar-16, 1.0.4  , 55M  ,Top Developer,464,4.5,Flight Alert Simulator 3D Free
      2.3.3 and up    ,Racing,Drive fast off-road vehicles and drift on a large map. Avoid other traffic vehicles and collect gas cans. Try to reach the longest distance without crashing your car or getting out of the fuel. Collect money and buy other high-powered off-road vehicles.,,,"  100,000 - 500,000  ",18-Mar-16,20160318, 39M  ,,"1,627",3.7,Off-road Drift Driver
      2.3.3 and up    ,Arcade,"Simply TAP to stay in the air and then try to make it through the gap.,Collect coins and un-lock characters.,FEATURES:,• One Tap Gameplay ,• Endless gameplay,• Multiple characters to unlock,Follow us @nanovationlabs",,,"  10,000 - 50,000  ",27-Mar-16, 1.1.2  , 19M  ,,297,4.5,Plummet Dash
      3.0 and up    ,Casino,Pharaoh Way Slots Casino - Super Casino! Don't miss it!!!,,,"  5,000 - 10,000  ",19-Mar-16,1, 15M  ,,26,4.8,Pharaoh Way Slots Casino
      2.3 and up    ,Casual,"KleptoCats are cute. But they have a dark side. They can't stop stealing!!! ,But then again...your room is kinda empty. What a CAT-astrophe. I guess your furry friend's frisky paws may be a perfect match to fill your room. Send your cat away to gather items to fill your room with amazing treasures. ,PAW-some!!!,You never know what KleptoCats will bring back next.",,,"  100,000 - 500,000  ",24-Mar-16,1.2, 35M  ,Top Developer,"12,057",3.9,KleptoCats
      2.3 and up    ,Casual,"Cook delicious, healthy and warm soups in this addictive cooking game. ,This is a very fast and educative way of learning and improving cooking skills. This game teaches children to use kitchen appliances, cut vegetables and find the ingredients in the kitchen, by developing attention, concentration and perseverance. Your kids can cook different kinds of soup for lunch or dinner just like in real life, by choosing their favorite flavor: tomato, mushroom or fish, a great way of learning about healthy nutrition as well.,Soups are easy to make with this fun soup maker cooking game for the whole family. Girls will especially like this game as girls like cooking. Make 3 healthy delicious soups and enjoy!,Suitable both for children and parents,Fun way of learning to cook,Hidden objects scenes,Prepare healthy recipes,Cook with pleasure!",,,"  50,000 - 100,000  ",7-Mar-16, 1.0.0  , 37M  ,,222,3.9,Soup Maker - Cooking Games
      2.1 and up    ,Casual,"How to use:,- Click the button to activate the stun gun.,Key features:,- Choose stun gun color from gallery.,- Real stun gun sound.,- Simulate stun gun.,- Push to turn stun gun on.,- Electric stun joke.,- Easy to use.,More features:,- Choose your own stun gun color from gallery.,- Funny  taser prank.,- It is free.",,,"  100,000 - 500,000  ",31-Mar-16, 0.0.5  , 3.7M  ,,"1,177",3.1,Stun gun prank
      4.0.3 and up    ,Casual,Cool Candy Land is super fun games.Props free to send each level. It is to let you play cool. What are you waiting for?download it now!,,,"  5,000 - 10,000  ",30-Mar-16,4, 24M  ,,61,4.4,Cool Candy Land
      4.0.3 and up    ,Casual,"Make money by competing against others and/or entering into our Flappy Kings Sweepstakes.,Flappy Kings is a money making game where you fly as a bird through pipes and compete against other players to win real CASH and GIFT CARDS. ,You can also increase your chances to make money by participating in our Flappy Kings Sweepstakes! ,Under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Flappy Kings. ,A network connection is required to participate in tournaments and sweepstakes.,FEATURES,●	As you fly, dodge obstacles and fierce enemy attacks to become the King of Flappy Kings,●	Compete against other players to win real cash and gift cards,●	Participate in sweepstake events to win real cash and gift cards,●	Winners are paid out immediately,SUPPORT,Having problems? contact us in game by going to Settings > Give us Feedback.,Privacy Policy:,https://www.getslidejoy.com/privacy,Terms of Service and Tournament/Sweepstake General Rules:,https://www.getslidejoy.com/terms",,,"  5,000 - 10,000  ",27-Mar-16, 1.1.2  , 26M  ,Top Developer,189,3.6,Flappy Kings
      2.3.3 and up    ,Racing,"Police Bike Traffic Rider is the latest extreme police motorbike driving simulator, the best one right now, available right now for free!,Ready to feel the need for speed, cadet? Now you can! Ride your bike on some of the wildest stunts you will ever come across! Race, ride, boost, drift, skid, jump, crash incredibly realistic police motorbikes (and secret bikes) in the all new and exciting extreme stunt driver's paradise!,Your job as a traffic police driver is to explore the open world, looking for stolen packages that criminals have hidden. Collect them all to unlock even more super cool police motorbikes!,Be the best police motorbike driver officer in the city. Forget using brakes and boost your cop bike over tons of amazing unique stunts and obstacles to perform stunt and to catch stolen packages in hard to reach places. ,Choose from a wide selection of police motorbikes and drive wherever you want in the city paradise. Experience the biggest, fastest drifts, and gain top speeds to execute difficult stunts like the loop de loop! ,GAME FEATURES,----------------------------------------------------------------------------------------------------------,- Full heads-up display,- Dynamic camera angles,- The best motorbike riding physics,- Fully working police sirens and lights,- Explore our massively detailed open world,- Choose from a selection of high quality vehicles, from super cars to ambulances!,- Easy to use driving controls, touch and tilt, and both left and right handed controls!,- Both touch and tilt controls,- Each incredibly detail police motorbike, made just for this game!",,,"  100,000 - 500,000  ",8-Mar-16,1.04, 37M  ,,780,3.9,Police Bike Traffic Rider
      2.3 and up    ,Casino,"MEGA Win slots in Las Vegas!,Featuring real Vegas Casino style slot machines with high quality graphics and animation!,Each of the over 40 games has unique and multiple ways to win big:,- 3x5, 4x6 reels ,- Free spins, Re-spins and bonus games,- Expanding WILD, Locking WILD, WILD Reel,- Progressive payout,- Jackpot, quick hit and mega prizes,- Tournaments to play with players around the world and win big!,And many more…,Slots – Mega Win gives you multiple ways to get bonus coins, hourly daily and spin boosters.",,,"  10,000 - 50,000  ",1-Apr-16,1.2, 37M  ,,683,4.4,Slots
      2.3 and up    ,Puzzle,"Second part of Bricks Puzzle Game. 32 new levels.,Arrange game pieces on the game board (three per step) to fill at least one horizontal or vertical row.,Just like in the original game, you can freely rotate them around the axis depending on the situation. If there is a single empty cell on the board, fill it in using a magic wand. The game continues till you run out of magic wands or possible combinations on the game board.",,,"  1,000 - 5,000  ",28-Mar-16,1, 22M  ,,14,4.8,Bricks Puzzle 2
      4.0 and up    ,Action," Get ready to take , Miami ,  for yourself and become the most notorious crime gang! , Vendetta Miami Crime Sim 3 , is the epic sequel to  , Vendetta Miami Crime Sim 2 , which already has 2.5 million downloads! In this upgraded version you need to become the crime boss and take anyone down who are trying to take you down! , Walk or drive, it’s up to you! , ,Like the original miami game, you can walk or drive like you want in a open world! Do whatever you want, when you want. Vendetta Miami Crime Sim 3 has 2 big areas waiting to be conquered by you!, The Dawn of Justice draws near, watch out! ,One of the biggest additions are the police, so watch out who you shoot, where you shoot someone, steal the wrong car or whatever crime you could think off. The cops are no push-overs, be prepared! The drug-related crimes are going through the roof in Miami, you are a part of this right now! , Special missions, drive an epic army tank! ,In this iteration of , Vendetta Miami Crime Sim 3 , , we have added a special tank that only resides in Miami! Drive around, shoot everybody and do special missions only available for this specific tank. Watch out for the gang members and police though, impossible to run from and possible to stop them with your tank. , , Vendetta Miami Crime Sim 3 , Game Features: ,Explore an epic open world in Miami! ,Walk, Drive, Steal, Shoot, Kill and Run in this action packed mobile game! ,Play Daily Missions to gain epic rewards! ,5 different missions types with a lot of variety! ,Completely free! ,Special mission with a tank! ,Dawn of Justice, watch out for the cops!",,,"  50,000 - 100,000  ",25-Mar-16,1.4, 82M  ,Top Developer,710,3.9,Vendetta Miami Crime Sim 3
      2.3.3 and up    ,Racing,"Sometimes you need to take risks to survive. ,This game will carry you away! There isn’t a second to stop and breathe when you’re racing from life threatening situations. Drive through breathtaking environments and extraordinary obstacles, but endure roads filled with all kinds of chaotic hindrances. Deathly flails, portcullises, huge hammers, and other heart-wrenching hurdles! This is your chance to unleash your inhibitions. Weave through the convoluted paths of the no-rules highway on your monster bike. ,This endless highway bike escape game is all about having fun! Power up with each level, and with a variety of sports bike models to choose from, you can outdo your expectations in performing stunts. Boast your riding and racing skills! Don the coolest gear to match your prowess with style.,Highway Bike Escape 2016 Features:,•Unlock 4 different sports bikes,•Unlock exciting environments,•Upgrade the speed and brakes,•Enjoy the most epic gameplay,•Use the Nitro Boost to drive at incredibly high speeds,•Simple and smooth controls,•Amazing 3D graphics,•Realistic riding experience,•Let the bike be your vessel to greatness!,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  100,000 - 500,000  ",17-Mar-16,1.1, 46M  ,,785,4.1,Highway Bike Escape 2016
      3.0 and up    ,Role Playing,"Express your style and rule the runways in Fashion Fever! Start your career as a stylist on a promising fashion studio and travel around the world showcasing your skills by putting together the best looks for beautiful top models at the most famous fashion capitals, including Miami, Sao Paulo, Sydney, Paris, Madrid and Milan.,Explore all the hottest and trendiest fashion brands and choose the right outfits for every event or occasion. Pick a classic summer look for the fashion magazine photo shoot, and a sexy alternative look for the club! As your career takes off, gain access to the best and most exclusive clothes as you make your way to stardom.,HIGHLIGHTS,• GO SHOPPING and CUSTOMIZE the looks with dozens of options of clothes and accessories,• DRESS FOR THE JOB: put together incredible looks from unique fashion brands,• STYLE the perfect outfit for every occasion and become the one everyone talks about,• FUN MINIGAMES to earn extra cash,Fashion Fever is the definitive game for fashion lovers. Are you ready to live the runway life?,Please note! This game is free to play, but it contains items that can be purchased for real money. Some features and extras mentioned in the description may also have to be purchased for real money.",,,"  50,000 - 100,000  ",7-Mar-16,1, 51M  ,Top Developer,"2,308",4.2,Fashion Fever - Top Model Game
      4.0.3 and up    ,Casino,"★★★★★WIN HUGE JACKPOTS! PLAY LAS VEGAS FREE SLOTS TODAY AND ENJOY THE BIGGEST PAYOUTS★★★★★,Viva Las Vegas Free Slots offers high quality, simple, and classic free slots games. ,★★★★ Game Features ★★★★,► Travel to a classic downtown Las Vegas casino and play free slots games!,► Enjoy single-line free slot machines with bars, triple sevens, diamonds, and cherries!,► No-internet and No-wifi required to play!,Like our games? Leave us a 5-star review. Your feedback is appreciated.,Play old Las Vegas free slots for free today!,Questions? ,E-mail us at: ,vivadeluxesupport@playrocketgames.com",,,"  10,000 - 50,000  ",1-Apr-16, 1.1.0  ,,Top Developer,987,4.8,Viva Slots Deluxe! Free Slots
      4.1 and up    ,Adventure,"【END:2】,Let's escape from the guest room.,[How to Play： Escape game],Operation only tap.,Language selection, title screen upper right.,About Item・・・・ Click after the selected item, the item detail display.,Config,BGM・・・・ BGM ON / OFF.,Save・・・・ save the game.,BBS・・・Please share your hints and comments to help .",,,"  50,000 - 100,000  ",18-Mar-16, 1.0.1  , 61M  ,,458,4.4,Escape Game: Guest Room
      4.0.3 and up    ,Casual,"Tiny Diggers is a fun strategy game from the creators of Kizi Games! Solve diverse riddles by using powerful equipment & skills! Build stairs and tunnels, dig pits, use a parachute to skydive, freeze and more!,Can you avoid all obstacles and solve all 35 levels? Install NOW!,★ FEATURES:,* 35 challenging levels!,* 3 worlds - Ice, desert and jungle!,* Special Equipment and abilities!,* Amazing gameplay and graphics!,* X2 speed option! ,★ Community:,Like us on Facebook – ,https://www.facebook.com/kizi/,Subscribe to our YouTube channel – ,https://goo.gl/LiS7HB,More great games – ,http://kizi.com/,Kizi – Life is fun!",,,"  500 - 1,000  ",30-Mar-16,1.01, 54M  ,,37,4.4,Tiny Diggers by Kizi
      4.2 and up    ,Casual,"Play Mooojo-Lotto-Game for free - Test your lucky numbers - Win the Mooojo-Game-JackPot of $150,000 for free – every Saturday. ,Get lucky and win the game at mooojo’s free lotto. To select you lucky numbers choose 6 from 49 and one lucky number from 10. The wining numbers are referenced to German National Lottery draw. ,•	Test your strategy ,•	Play like real “Saturday Lotto”,•	Find your lucky numbers,•	Transparent history, Weekly summary,•	Invite friends to your mooojo-Team and win as groups. ,•	Swap your mooojo$ into amazon gift cards,•	Free to play,•	No in-app purchases ,> Go – get lucky!,Disclaimer:,This game is intended for mature audiences,This game is not a “reward” game, no real world payouts involved,Playing this game will not improve your skills or ability to win in a lotto",,,"  1,000 - 5,000  ",30-Mar-16,0.85, 7.2M  ,,34,4,Mooojo
      2.3 and up    ,Arcade,"Tap to bounce from platform to platform. Collect as many gems as you can to unlock all the characters and see if you can complete all the objectives!,✔ More than 20 box characters to unlock!,✔ Achievements to keep yourself challenged!,✔ Very carefully and stunning designed graphics!,☜ Tap left to perform a small jump,☞ Tap right to perform a double jump,How many boxes can YOU skip through?,Follow us on twitter and Tweet us your high scores! ,@asabmobile,Music: by NoCopyRightSounds,Different Heaven - Nekozilla [NCS Release],https://www.youtube.com/watch?v=6FNHe3kf8_s,Artist:  Different Heaven, ,http://soundcloud.com/different-heaven, ,https://www.facebook.com/DifferentHeaven, ,https://www.youtube.com/user/Differentheaven, ,https://twitter.com/DifferentHeaven",,,"  10,000 - 50,000  ",12-Mar-16,3, 32M  ,,226,4.5,Skippy Box
