operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.3 and up    ,Arcade,"This is the 3D version of classic Color Switch game. Game contains many new obstacles, new crazy game mode, beautiful looking graphics design.",,,"  1,000 - 5,000  ",19-Feb-16, 1.0.6  , 17M  ,,24,4.2,Color Switch 3D
      4.0 and up    ,Role Playing,"An everlasting story about the Hero's Sword with animated 3D battles that can be played in its entirety for free!,The Hero's Sword, which was used 300 years ago to defeat the Overlord, has been stolen, and demons are becoming more and more common.,Rain, a member of the aristocracy, is ordered directly by the King to get the sword back, and sets off on a quest with his attendant, Viola, to find the sword.,They don't know, though... They don't know that their quest will become a journey through time, to places far off in the past. ,The binding strings of fate, and the desire to trust someone... Where will these tangled threads lead them? , Change characters' weapons depending on the situation! ,Prepare for battles with enemies by equipping characters with multiple weapons. ,Think about how best to use different skills for each weapon to make attacks more effective, and defeat enemies.,If a weapon is not used in a battle, it collects Aura, and its attack strength increases. Use a weapon with lots of Aura at just the right time to cut down enemies!, Strengthen weapons more and more ,Collect materials, and use them to strengthen weapons and make the party more and more powerful.,Weapons that are no longer needed can be dismantled, too, so you can think carefully about tactics. What weapon will you choose against each enemy?, Dungeons full of mysteries ,In the dungeon, whose form changes each time you enter, you may be able to find rare weapons, and weapons with special effects.,* The game can be played in its entirety without the need for in-game transactions.,* The actual price might differ depending on the region.,* Please contact us through the Contact button on the title screen if you discover any bugs or problems with the application. Note that we do not respond to bug reports left in application reviews.,* A Premium Edition that includes 1000 bonus in-game points is also available for download! For more information, check out ""Glorious Savior"" on the web!,[Supported OS],- 4.0 to 6.0,[Supported Screens],- WVGA(480x800) and up,[Game Controller],- Optimized,[SD Card Storage],- Enabled,[Languages],- English, Japanese,[Non-Supported Devices],This app has generally been tested to work on any mobile device released in Japan. We cannot guarantee full support on other devices.,Your use of the application constitutes your acceptance of the following EULA:,http://kemco.jp/eula/eula_EN.html,Get the latest information!,[Newsletter],http://kemcogame.com/c8QM,[Facebook page],http://www.facebook.com/kemco.global,(C)2015 KEMCO/EXE-CREATE",,,"  10,000 - 50,000  ",3-Mar-16, 1.1.1g  , 46M  ,Top Developer,"1,638",4.4,RPG Glorious Savior
      2.3 and up    ,Casual,"Simple classic bubble shooter game, similar to the web version.,Game features:,- Addictive game play!,- Win the game by popping all the color bubbles,- Use the walls to bounce the bubbles,- Use the cross hairs to aim by dragging your finger, lift it to shoot,- Be careful, if the bottom bubbles reach the screen bottom, you lose!,Have fun playing!,If you enjoy, you are welcome to rate the game!",,,"  10,000 - 50,000  ",18-Feb-16,1, 9.8M  ,,140,4.4,Bubble Shooter
      2.3 and up    ,Role Playing,"33% off until February 19th!,Take a scientifically inaccurate romp in pirate-infested waters! Will you prove to the Royal German Marinological Society that mermaids really exist?, ,""The Daring Mermaid Expedition"" is a 71,000-word interactive novel by Andrea Phillips, author of ""The Daring Adventures of Lucy Smokeheart."" Your choices control the story. It's entirely text-based--without graphics or sound effects--and fueled by the vast, unstoppable power of your imagination., ,You are an up-and-coming researcher, tasked with proving the existence of mermaids in order to be admitted to the exclusive Royal German Marinological Society. With a member of the Society as your patron, you’ll brave pirate attacks and dubious academics to fight your way to Broken Shell Island and scientize the mythical mermaid kingdom. Play as a vengeful mermaid-hater, dispassionate scientist, or soft-hearted daydreamer. Or just chuck it all and embrace piracy on the crew of the infamous Lucy Smokeheart herself!, ,Will you join the illustrious ranks of the Society, or wind up in prison for scientific fraud? Spend the rest of your life living underwater, or be devoured by carnivorous fish-people?, ,You’re on a mermaid expedition—it’s time to sink or swim.,• Ten distinct endings to discover!,• Develop statistics like academic rigor, credibility, and blood loss!,• 100% gender-neutral. Play whatever gender and sexuality you choose! We're not the boss of you!,• Dozens of achievements! Or maybe one dozen. Or more? Actually we're not sure how many, we lost count! But there are definitely achievements!,• Guaranteed to be at least 92% scientifically and historically inaccurate!,• Navigate tricky interpersonal situations with wit, charm, or awkwardness!,• Seduce your patron – or become bitter academic rivals!",,,"  1,000 - 5,000  ",12-Feb-16, 1.0.1  , 4.5M  ,,93,4,The Daring Mermaid Expedition
      3.2 and up    ,Arcade,"This is the #1 App seed for Minecraft Pocket Edition! With mine seeds you can browse over 500+ minecraft seeds for all version of minecraft game. Using extremely simple, You just copy the code seeds and then on game minecraft create a new world with seed copied code!,This app are huge collection of seeds for minecraft. For each seed corresponding to the map minecraft such as caves map, cities map, castles map, adventure map ... you will satisfied to discover,Minecraft app will open automatically with your new map installed & ready to play!,We are working hard to add new seeds everyday. Let download and stay tuned.,Minecraft versions are supported in the app,- Minecraft 0.8.x,- Minecraft 0.9.x,- Minecraft 0.10.x,- Minecraft 0.11.x,- Minecraft 0.12.x,- Minecraft 0.13.x,- Minecraft 0.14.x,Seeds for Minecraft PE is an unofficial App for Minecraft. This application is intended for educational purposes, and seeds for Minecraft PE is not affiliated in any way with Mojang AB. ,Brand guidelines ,http://account.mojang.com/documents/brand_guidelines,Download Now! It's FREE Today!",,,"  5,000 - 10,000  ",22-Feb-16,1, 2.3M  ,,57,3.6,Seeds for Minecraft PE
      2.3 and up    ,Racing,"Do you want race with your rivals from a classic car's cockpit view ? If, yes this is definitely your game.,Race in endless mode and overtake to have more points.,If, you can overtake again in 3 seconds than you will start to make combos.,You can earn coins by overtaking cars and with that coins you can unlock new levels.,You can also change the steering control from options, there 2 steering options;,- Steering control with accelerometer,- Steering control with buttons",,,"  10,000 - 50,000  ",13-Feb-16, 1.0.1  , 30M  ,,461,3.9,Racing in Car : Classic
      2.3.3 and up    ,Arcade,"how to play:,- touch on the screen and drag left or right to move the ball.,key features:,- the ball will switch color.,- hard and challenging game.,- it is so addicting.,- after color switch be careful not to pass through the wrong color.,- challenging and fun.,- color switch is a great time killer.,- it is very good when you are bored.,- it is very easy to play.,- test your skill.,more features:,- it is free.",,,"  1,000 - 5,000  ",16-Feb-16, 0.0.2  , 8.2M  ,,53,3.5,Color Switch Piano
      4.0.3 and up    ,Racing,"Fellow Racers!,A new era of hill climb racing has begun! Imagine a racing scene where the road is deformed by your driving style. It sounds cool, doesn't it? Hill Climb Tuning Masters offers you a new hill climb racing experience!,Jump in to your racing vehicle. Race to the finish as fast as possible. Collect bonus coins and stars. Open gift boxes! Upgrade parts of your racing vehicle and helping features. Face the hills getting harder and harder.,Main Features:,• The road is deformed DYNAMICALLY by your driving style as the race goes!,• Deformed parts of the road are reacted to the next and upcoming racing events.,• A huge selection of upgradeable parts which affect behavior of your racing vehicle positively.,• 4 unique upgradeable features which help you to make your racing carrier easier.,• Unique leveling system gives you 70+ varied levels which linked partly to each other.,• Free Mystery Box feature gives the possibility to win a huge amount of coins and stars.,• A variety of upgradeable parts grands you a unique hill climb racing experience.,Upgradeable Features:,• Engine: more horsepower, faster racing car,• Suspension: less bounce, better grip,• Turbo: more horsepower, better performance,• Wheel: better grip, shorter braking distance,• Brake: better brake effect, shorter stopping distance,• Gas Station: bigger tank of gas station, more loadable fuel,• Nitro: increase activation time of your nitro,• Body: tougher body, sustain more damage,• Chiptuning: better electrical control, more horsepower,• Fuel Tube: thicker fuel tube, faster refueling,• Drivetrain: better driving stability and handling,• Fuel Tank: bigger fuel tank, more fuel,Special Upgradeable Features:,• Magnet: wider magnetize effect, can take farther coins and stars,• Bulldozer: decrease reactivation time, correct bumps on the road,• Star Booster: increase collectible stars on the road,• Coin Booster: increase collectible coins on the road,Tips:,• You have a limited number of nitro. Use it wisely!,• Bulldozer helps you to fix bad road bumps,• Don't push the gas pedal to the metal all the time!,• Use Triple Score possibility at Level Completed screen",,,"  5,000 - 10,000  ",25-Feb-16,1.41, 29M  ,,114,4,Hill Climb Tuning Masters
      2.3 and up    ,Action,"Hunt animals so real they nearly jump off the screen! Track down and bag the world’s most exotic and elusive game. Real Hunter Simulator 2016 let’s you hunt the biggest and most dangerous animals in the world. With access to powerful guns you can kill the wild animals and experience the real hunting simulation.,Game Features:,- Realistic 3D graphics ,- Awesome sound effects,- Unique Shooter Challenges,- Free Game,Note: This game may contain In-app purchases and may also contain third-party ads that may redirect you to a third-party site.,Thanks for your support and keep playing our games!",,,"  5,000 - 10,000  ",23-Feb-16,1.3, 46M  ,,123,3.7,Real Hunter 2016 Simulator
      4.0.3 and up    ,Strategy,"UndeadFactory is a unique strategy game(RTS) in which you can infect survivors in others’ colonies with zombies. ,Those who survived the zombie outbreak form a community to gain a brief peace. ,Before long, however, a battle for survival begins against humanity. ,With time, the survivors realize that nothing except zombies is helpful in this world without humans. ,You make zombies attack other survivors to loot. Survivors bitten by your zombies are infected with pathogens. They revive as zombies and attack their former Allies. ,As you know, more developed a Colony attacked by zombies is, more tragic the inside of its walls will be. ,So you should be thoughtful in building a Colony. ,UndeadFactory will give you an experience with an amazingly novel strategy game. ,-----------------------------------------------------------------------,■Free-to-play MMO RTS game,■MMO strategy game featuring the mass infection of zombies,■Story of the epic post-Apocalyptic world,■""Infection system"" cause zombie Pandemic,■Massive number of  Zombies move on the map,■Develop your colony and form a community of survivors,■Hi-speed rendering and Realstic Graphics,■Join a guild and support your allies.,■Online MMO RTS battles with other players ,■Generate 14 unique zombie units,■100 Campaign Maps",,,"  50,000 - 100,000  ",1-Mar-16,,,,402,3.4,UNDEAD FACTORY
      2.3 and up    ,Casino,"This game is for NATURE and CASINO LOVERS who are not afraid to seek new things, come out of their homes, and ride a game of slots of fortune with the wildest stallions in the world’s most exciting casino online.  ,Gamble online and ride with the wildest horses in the west hemisphere as he helps you win jackpot bingos. A breath of hot air from Wild West, and a speed-inspiring gait are the qualities that separate Royal Stallion Slot Machines from all other free slot machines you will find.  ,Royal Stallion Slot Machines is a FREE slots machine worth your time if you love nature and horses. This jackpot casino is unlike any other free slots game you will find — it takes you on a ride with the world’s wildest stallions. ,  ,FEATURES ,  ,·         Incredible payouts ,·         5000 free coins to get you going ,·         Auto spin ,·         High-definition (HD) graphics ,·         Multiple customization options ,·         Free 20 new games every week ,·         Massive bonuses ,·         Topnotch performance across all mobile devices ,  ,Enter the Wild West and to join the world’s most beastly jackpot party where you will win loads of cash.",,,"  10,000 - 50,000  ",10-Feb-16,,,,"1,549",4.3,Royal Stallion Slot Machines
      4.0 and up    ,Role Playing,"You travel to Naroth, a green plateau located between the kingdoms of Vilden and Jarrad. On your quest for information about your father, you descend deeper and deeper into the abandoned mines to finally discover a threatening secret. Are you brave enough to face the danger?,Naroth is an open world, fantasy action RPG in 3D.  In a first person view, you wander the wilderness and the villages of Naroth, talk to the locals and explore the dungeons. You gain experience, improve your skills and find new items.,Naroth is completely free (no ads, no in-app-purchases) and completely in English.,FEATURES:,- open world, fantasy role playing game,- offline, single player gameplay,- 3D first person perspective,- freely accessible world with 3 villages and other locations,- over 3 dozen quests...,- ...and even more NPCs,- 15 different enemy types,- 30 dungeon levels,- over 100 items to find and purchase,- long-ranged and melee weapons,- alchemy system,- comprehensive skill tree,- auto-mapping,- quest log,- up to 15 hours of playing time,Quest marker and people with question marks above their heads are unknown in Naroth. It's your adventure, so experience it in your own way.,Naroth is powered by the jPCT-AE 3D-Engine @ ,http://jpct-ae.net,Please note: The first start of the game can take a little longer because it has to process some additional data.,The game needs permission to change system settings to disable screen blanking and to minimize Android's software buttons.",,,"  5,000 - 10,000  ",3-Mar-16,1.13, 62M  ,,209,4,Naroth
      4.0.3 and up    ,Casual,"Build houses, decorations, decorate the streets.,Grow wheat and corn, cow and chicken on village farm.,Build a dream city - only on your decision depends on what your city will be!,The most really beautiful and comfortable citybuilder. Build a city, roads and sidewalks, plant flowers, buy whole flower beds. Organize playground to your citizens and make residents happy. At your disposal dozens of scenery, cafes, restaurants, villas and homes. Take the train to send goods to the neighboring settlements. Hundreds of fun quests and a personal festival :)",,,"  1,000 - 5,000  ",26-Feb-16,1.9,,,198,4.6,Megapolis Сity:Village to Town
      2.3 and up    ,Casual,"Hi, if you like stories with princesses means you'll be glad to know that we prepared for you the most beautiful game for girls. You'll be able to know a beautiful princess, you'll be able to become her friend and even learn much about her kingdom. From the stories we know that princesses are beautiful and very good and this is why we know that you will have a wonderful day with us. Starting today you'll be the best friend of ours, we have great confidence in you and know that you will help us with everything we need. Here you'll be able to do part of a royal story, you'll be able to see what life has the royalty and learn useful things. Through this kids game with princesses you'll be able to test your skills and even more you can make new friends. Here you will know a beautiful love story of a princess and a prince. The two young men want to get married and only you can help them have the best day. You'll be able to prove that you are a very good organizer of events and you'll even be able to prove you're a good friend.,Success!,- At first you should prepare invitations;,- You need colored paper, glue, crayons, scissors and flowers;,- Send invitations;,- Now you have to do cleaning;,- Collect garbage;,- Clean water from the ground;,- Wash carpet;,- Clean windows;,- Clean the wall;,- Then decorate the room with balloons and flowers;,- Arrange furniture;,- Prepare food;,- You'll have to do cheeseburgers;,- Fry the burgers;,- Then cut the roll;,- Add cheese;,- Add lettuce;,- Cheeseburgers are ready;,- Princess wants to look really good;,- Fill the tub with hot water;,- Add foam;,- Wash her hair with shampoo;,- Rinse with warm water;,- Then you have to do nails;,- Wash hands with soap;,- Clean the old nail polish;,- Cut nails;,- Apply a nail right;,- Princess is ready for the party;,- The guests arrived;,- They want to eat;,- You must choose the most beautiful music;,- Prince falls in love with a beautiful princess and asks her to be his wife;,- The two decide to marry;,- Decorate garden where the wedding will take place;,- Prepare  the bride's bouquet;,- The bride and groom are very happy;,- After several years the two have a child and are very happy because it goes to kindergarten;,- Prepare backpack and breakfast;,- Then the two must go to the park;,- You did a great job, you're a great friend.,Thanks for your help, please come back every day through this makeup game for brides.,Have fun!",,,,25-Feb-16,5.7, 42M  ,,32,3.7,Princess Castle Story
      2.3.3 and up    ,Simulation,"Cupid has arrived. This Valentine’s Day, you won’t disappoint your love! Drive them in the hottest car, and buy unlimited gifts!,Valentine Ride 2016 is the perfect combination of driving simulation with just a sprinkle of the delights that come with love! Cruise the road and have access to the most luxurious stores. Spend your money wisely; go to shopping malls, jewelry shops and car showrooms to buy the most fitting gifts for your beloved. Give them a ride around town. Your job is to maximize their satisfaction on this day!,Valentine Ride 2016 Features:,•Beautiful luxury cars specially tuned for a romantic ride.,•Realistic 3D city environment.,•Beautiful female AND male models with life-like animations!,•Smooth and intuitive car controls. ,•Interesting and fun packed game play.,About Tapinator                                                                                                                       ,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 180 mobile gaming titles that, collectively, have achieved over 160 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  50,000 - 100,000  ",15-Feb-16,1.2, 46M  ,,571,3.9,Valentine Ride 2016
      3.1 and up    ,Arcade,"Unofficially made by fan of this game.,This is 2016 new guide, tips, trick and information about BLEACH Brave Souls.,You can see all tricks how to get spirit orbs, coins, and guide to complete the missions.,Check the last page for important details.,Disclaimer :,This guide is intended only to assist people playing this excellent game. All characters, locations, images and video game content are copyright of their respective owners and usage for this game guide falls within fair use guidelines. This guide is intended only for players’ enjoyment and exploration of the game. If you have any concern and/or feel there is direct copyright or trademark violation that does not follow within the fair use guidelines, please contact us directly.",,,"  1,000 - 5,000  ",17-Feb-16,1, 3.4M  ,,45,2.3,Spirit Orbs BLEACH Brave Souls
      2.3 and up    ,Simulation,"The real prison escape story begins with you playing as the police dog to catch jail escaping prisoner. Be the k-9 police dog to save city from criminals. Chase criminals, catch prisoners and control the security of the prison with the police force. Safety of the city is your first priority so start your duty.,A  thrilling and exciting Police Dog escape mission simulator. Use your energies and try to successfully chase & arrest prisoners. Surprise dangerous criminals and never let your town turn into a crime city! Enjoy Prisoner Escape Police Dog game in city jail break crimes environment and help cops to save the city.,You have been chosen as an expert police dog to stop and hunt the robber involved in the prison break crime. Use your sniffing skills to chasing down and lockup dangerous criminals with Police Dog. Assist the police officer as a skilled K-9 cops dog to end up the criminal activities.,Clever hunting and sniffing skills to being the best Police dog in city! Actually this Police dog simulator game for those who always want to play like a clever dog. Help police to chase and catch hard time criminals.,•	An Interesting prisoner escape Simulation game,•	Real time Police dog simulator Game Play,•	K-9 Dog Sniffing and catching criminals Action Pack Game,•	City Subway Station & town streets to explore,•	Realistic jail, Subway train Station & city environment,•	Easy and fun entertainment to play as Police Dog,•	10 extreme action simulation packed challenging missions",,,,26-Feb-16,1, 61M  ,,31,4.2,Prisoner Escape - Police Dog
      2.3.3 and up    ,Action,"Color Switch - Top Game in Playstore! ,Tap the ball carefully and pass through each obstacle. The ball will switch color with some powerups! The ball will switch colors when passing through the Color Switcher patterns. Jump into the wrong Color and you'll have to start over. Very Addictive Color Switch Neon game!,New Patterns Added,Offers tablet-optimized UI and great features for tablet users,Game Features:,- Ranking online,- Simple and addictive gameplay,- Colorful Graphics,Just as addictive as Piano Tiles 2. Try for yourself to see!",,,"  5,000 - 10,000  ",10-Feb-16,1, 7.7M  ,,124,3.9,Color Switch
      4.0.3 and up    ,Adventure,"Super Pirate World is crazy kids adventure game that shows various boss worlds to battle and reach the castle to be winner of mario world . every level face different enemy challenges , collect coins , kill enemies , unlock super powers and defeat boss enemies of the world . experience the amazing 2d endless run through adventurous jungle , desert , volcano and spooky village with beautiful detailed graphics . let pirate show off his skills and jump , swing and grow in size to kill enemies . make highscore with unlocking hidden blocks , collecting coins , unlocking 80 levels and killing maximum enemies to compete your high score on leaderboards and with friends .,Game Features :,- 4 worlds and 80 levels to unlock,- beautiful retro game play in world of mario,- super pirate skills and powers to show off,- make highscore to compete with friends and on leaderboards,- various enemies to battle and boss enemies to defeat,so get ready to gear up for this endless game play in retro style and enjoy super pirate adventure world with friends .",,,"  500 - 1,000  ",28-Feb-16,1, 25M  ,,50,4.7,Super Pirate Adventure World
      2.3 and up    ,Arcade,"A crazy cooking fever in the kitchen with yummy five star food recipes and Chef Audrey! Join the tasty dash, travel and explore towns, each with a new restaurant, cafe, coffee shop, bakery or diner ! Sounds like fun? Roll up your sleeves and get ready to cook, serve and make customers happy with various challenges in this cafe world! Can you survive the frenzy?,Are you ready to live the life of a rising star who just graduated from the chef academy? Cooking Tale will fill your dreams of being a chef and cooking various food of the world cuisine. As well as basic dishes like burger, pasta, hot dog, pizza and tasty desserts like ice cream and cake, in Cooking Tale, you'll find exotic and gourmet dishes from all around the world. The Chinese prefer Deep Fried Dumplings and Vegetable Lo Mein while you'll have to be baking cupcakes for the English tea time! ,The most important of all, Cooking Tale is an addictive time-management game in which you'll have to reach the perfect speed and skill in this amazing kitchen dash! Some dishes are ready to be served at once but some of them are prepared with up to three steps. Your kitchen is equipped fully with all the cooking tools you need, and there are many more in the Shop, even more advanced and useful! Take orders, scramble eggs, serve noodle and make more money for super upgrades! ,Every new episode on the map will bring you a new restaurant with new recipes and more fun customers to deal with! Your mini stall might be visited anytime by different characters. A surprising illusionist and even a thief may stop by! Prepare yourself for the rush!,Mix ingredients, prepare dishes and put your time management skills to the test by serving all the customers before your time runs out! Every level has a different challenge and fast-paced fun! Play now and...,★ COOK hundreds of different DISHES!,★ DISCOVER amazing RESTAURANTS and TOWNS on the map!,★ LEARN RECIPES from around the world!,★ SERVE super-fun CUSTOMERS on time!,★ UPGRADE and BOOST your KITCHEN with brand-new tools!,★ CHALLENGE the other CHEFS on every level!,★ CONNECT with your FRIENDS to exchange FREE GIFTS! ,Discover the exciting map with more than 300 levels and addictive challenges. FREE to play!,★ LIKE US!,Don’t forget to like our Facebook page to follow the latest news and win free gifts: ,https://www.facebook.com/cookingtalegame,★ FOLLOW US!,https://twitter.com/cookingtalegame,★ PLAY ON FACEBOOK!,https://apps.facebook.com/cookingtale",,,"  10,000 - 50,000  ",3-Mar-16,2.17, 69M  ,,909,4.3,Cooking Tale
      2.3 and up    ,Simulation,"❤A thrilling ride through jungle, Rocks and treetops in 3D❤,❤Happy new Monkey year of 2016❤,Monkey is now in 3D. Play as King of Banana- the Kong Monkey in 3D. Welcome to Monkey in treetops and jungle run. Monkey Kong is a brave, agile and lovely monkey, on a beautiful day he went into the temple jungle to pick up fruits and find a way out of the Temple from jungle. But the jungle is full of danger,he needs your help !,Grab your bananas or coins and get your moustache ready for this new adventure throughout many difficult levels. The goat, sheep, fox, zebra stag-deer, dinosaur, elephant, wolf, all are running in the jungle. Monkey in jungle is a classic runner adventure game in 3D. Run, jump, bounce and swing on vines as you help monkey to outrun a huge banana avalanche and other fruits like Pineapple, Mango, Apple, Carrot and Coin also! Take control of the audacious Temple Dash run!,Ride the boar or fly with the toucan to overcome dangerous obstacles like massive boulders, Wolf, Elephants and Dinosaurs. Nature can be a cruel enemy…Collect as many bananas and all other fruits-Pineapple, Apple, Mango, Carrot, as possible to fill your energy bar. Goat is eating, sheep, Stag-deer, fox, zebra elephant are all crazy on their ways. Avoid dinosaur and wolf on the running path. Take alternative routes like the deep area or treetops. This is an amazing run and jumping adventure game in 3D. ,Feature:,❤Use Joystick to move monkey and Jump button to jump while running.,❤Easy and smooth control and beautiful animation.,❤Multiple camera views, Multiple missions.,❤Collect bananas and other fruits as many as you can,do not fall off the ground.,❤Run to the end of the jungle to pass the level.",,,"  5,000 - 10,000  ",10-Feb-16,1.1, 41M  ,,57,3.3,Monkey Simulator 3D
      2.3 and up    ,Role Playing,"We are happy to present you one of the newest fashion games in 2016 called Dress Designer - Doll Fashion, a game for all girls that wants to design beautiful clothes with a lot of colors and patterns. If you like fashion trends, we give you the chance to have your own fashion studio and design your own clothes.,There are more models of dresses, so you may choose what you like from it and dress up your fashion doll to change her look . After that you can change the color as you want, because you also have more colors for the same dress. This dress designer game also allows you to change the hairstyle of your doll and create unique characters each time you play. Any fashion games with doll have also more shoes which match with dresses. Do not forget to design them as well, change the color or the patterns.,Doll dress up games are a big collection of purses and jewellery and give you a lot of option to improve entire dress designer session. Of course there are also more colors option for it so you can use what you like to complete your doll dress up.,Dress Designer - Doll Fashion features :,- a virtual fashion studio with all kind of dresses,- more models of clothes for fashion games,- a lot of colors and patterns to design clothes,- beautiful accessories to complete your dress designer games.,We hope that this kind of designer games will be really appreciated by all girls and we will kindly ask you to write your opinion about it in your comments. Enjoy playing !",,,"  1,000 - 5,000  ",12-Feb-16,1, 16M  ,,28,3.5,Dress Designer - Doll Fashion
      2.3 and up    ,Role Playing,"CHIẾN THIÊN TÍCH tựa game NHẬP VAI 3D GÓC NHÌN 360 ĐẤU TRƯỜNG THỰC CHIẾN SÔI ĐỘNG NHẤT được phát hành bởi MECORP. Với việc đề cao tính tương tác giữa người chơi với nhau, Chiến Thiên Tích hứa hẹn đem lại trải nghiệm tuyệt vời và nhiều bất ngờ thú vị cho những game thủ đam mê thể loại nhập vai này.,Bước vào thế giới Chiến Thiên Tích, người chơi sẽ cảm thấy vô cùng hứng thú với tạo hình đậm nét Châu Âu và những bộ cánh lộng lẫy của 03 lớp nhân vật: Mưu Sỹ, Võ Sỹ, Vũ Cơ. Mỗi nhân vật tiềm ẩn một sức mạnh riêng biệt và nắm giữ vị trí quan trọng trong chiến đấu. Không chỉ với tạo hình độc đáo, trò chơi còn đem lại cảm giác ""đã con mắt"" với công nghệ Unity 3D và góc nhìn 360 độ cực hoành tráng.,Nếu phải chọn game nhập vai để chơi, Chiến Thiên Tích chính là một lựa chọn hoàn hảo cho bạn. Vì với một tựa game mang phong cách thực chiến, người chơi có thể thỏa sức thể hiện kỹ năng trong những trận chiến nảy lửa. Không chỉ chiến đấu một mình, người chơi có thể mời bạn bè vào tổ đội để cùng chung vai sát cánh trên chặng đường chinh phục khó khăn thử thách. Đây cũng chính là điểm mấu chốt để Chiến Thiên Tích được đánh giá là tựa game mang tính tương tác và tính cộng đồng cực kỳ cao.,Bên cạnh công nghệ Unity 3D góc nhìn 360 độ và phong cách thực chiến, tựa game còn ghi điểm với lối PK tự do 1-1 hoặc 3-3 cùng giải đấu liên server chuyên nghiệp dành cho di động.,CHIẾN THIÊN TÍCH tựa game NHẬP VAI 3D GÓC NHÌN 360 ĐẤU TRƯỜNG THỰC CHIẾN SÔI ĐỘNG NHẤT, + Hệ thống cánh thời trang, + PK tự do: 1VS1, 3VS3, + Đấu xếp hạng, + Giải đấu liên server chuyên nghiệp dành cho các Bang Hội, + Gia Viên: Trồng cây nuôi cá giúp thu thập các loại nguyên liệu, + Bang Hội: Ngoài các tính năng hỗ trợ chính của Bang Hội còn có thêm khiêu chiến Bang Hội khác để phân tranh cao thấp, + Hệ thống thú cưỡi đa dạng, + Hệ thống hảo hữu, sư đồ, + Sự kiện xã hội: Euro, WolrdCup,...,Thông tin tham khảo:,Truy cập trang chủ Chiến Thiên Tích tại: ,http://chien.mobo.vn,NATURAL AREA WAR 3D RPG arena VIEWPOINTS 360 Most Exciting In Practice issued by MeCorp. With the enhanced interactivity between players together, Chien Thien Tich promises to bring great experience and many pleasant surprises for those gamers who love this kind of role.,Entering the World War Thien Tich, players will feel extremely excited bold shaping Europe and the splendid outfit of 03 character classes: Staff Sy, Vo Sy, Dance Co. Each character conceals a separate power and holds an important position in the fight. Not only the unique shape, the game still feels ""has eyes"" with Unity 3D technology and 360-degree viewing angle pole extravaganza.,If you have chosen to play RPGs, Chien Thien Tich is a perfect choice for you. As with a real game-style combat, players can unleash your skills in the heat of battle. Not only fighting alone, players can invite friends into teams to work together shoulder to shoulder on its way to difficult challenges. This is also the key to Chien Thien Tich is evaluated as interactive games and community features extremely high.,Besides technology Unity 3D and 360-degree viewing angle actual combat style, game entrance also scored 1-1 or 3-3 PK freely league server and mobile professional.,NATURAL AREA WAR 3D RPG arena VIEWPOINTS 360 Most Exciting In Practice, + System fashion wings, + PK freely: 1vs1, 3vs3, + Matchmaking, + Inter-server tournament professional for the Community, + Gia Vien: Farming fish help collect materials, + Community: In addition to the main features of the Community support also has another duel feud Community High Low, + System diverse mounts, + Excellent organic system, a master map, + Social Events: Euro, WolrdCup, ...,Infomation:,Access Chien Thien Tich homepage at: ,http://chien.mobo.vn",,,"  10,000 - 50,000  ",29-Feb-16, 10.3.1  , 33M  ,,792,4.6,Chiến Thiên Tích
      4.0.3 and up    ,Casino,"A New Free Game !!!,The most exciting and thrilling Slot on mobile and tablet.,Better graphics, smooth animation and the most HUGE prizes!,No internet or wifi needed!,Bonus rounds and Free Spins, real sounds and unlimited passion!,No one can resist the magic of this slot. You will be charmed and so the gain for you GUARANTEED!,We love our slot - Games. They are delicious and beautiful.,DOWNLOAD NOW IF YOU LIKE SLOTS! YOU WILL LOVE SLOTS - Mysterious ★ FREE !!!,In a normal game you just press a «Spin», but here you'll get an incredible adventure in the magical world of secrets. Everything is shrouded in mystery and only the most courageous and resourceful waiting for the Great Victory! Go to the best trip of your life. Start Now and untold wealth will be yours! FORWARD!,Would you like to enjoy more of our entertaining games on the move? ,Then download our VIP Slots Club ★ FREE Casino app!,Good luck!,❤ Like us on Facebook: ,https://www.facebook.com/SlotsClubVIP, ❤,❤ Any suggestions/recommendations you can send to ,want2say@duksel.com, ❤",,,"  1,000 - 5,000  ",29-Feb-16, 1.6.5  , 14M  ,,25,4.3,Mysterious Slot ★ FREE
