operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.4 and up    ,Arcade,"Get ready for a bike rush!,It is time to dust down your iron horse and take an extreme ride in the endless 3D runner Bike Rush! Dash down the street avoiding oncoming cars, ride through green parks, rush along the coast breathing in the fresh sea air and become the fastest biker in the city!,— Check intuitive controls,— Meet 10 daredevils — who looks like you?,— Test 6 unique bikes with different skills — find yours,— Become even faster with power-ups,— Compete with your friends and become the Number One,— Enjoy the rush ride and crazy stunts,— Delight in the outstanding graphics and awesome soundtrack,— Get to the chopper! Activate motorcycle in your ride!,And remember! Breaks are for cowards!",,,"  1,000 - 5,000  ",29-Mar-16,,,,38,4,Bike Rush
      2.3 and up    ,Racing,"Roar your engine! Escape the police chase!,Rage Racing 3D is a extreme super car chasing game, Which is the perfect integration of parkour and racing! Roar your engine! Enjoy the exciting moments of speeding! Drift on the road! Escape the police chase!,Roll in the air! Rush out from the surrounded by cops!,FEATURES,● Phenomenal and real 3D graphics,● Exciting sounds of engine and excellent background music,● Easy to control with one finger,● All kinds of luxury cars,● Customize the paint and upgrades,● Landscapes around the world and various real racing tracks,● Three kinds of camera perspective,● Endless mode and career mode,● 100+ levels to challenge,● Highway traffics: super car, truck, van, bus, suv, police car, copter, etc.,● Online Leaderboards and achievements,● Only requires 30MB of storage,CONTROLS,● Slip right/left to change lanes,● Slip up/down to use the NOs,● Tilt your device to drive car slantwise,LATER,● More super cars and racing tracks are on the way.,● Multiplayer Mode and Ghost Challenges Mode will come soon.,Rage Racing 3D will be updated constantly. Please kindly rate and review for further improvement of the game.",,,"  10,000 - 50,000  ",6-Apr-16, 1.2.082  , 33M  ,,"1,001",4.3,Rage Racing 3D
      2.3.3 and up    ,Action,"*The Sequel to the TOP 10 US Smash Circulate*,Curvulate - Take it for a spin!,Simply TAP to reach each GOAL - you just need to TAP at the right time ;-),The NEW endless one touch Arcade Game that's so simple to play yet hard to master.,FEATURES:,• One Tap Gameplay,• Epic Slow Mo,• Endless gameplay,• Multiple characters to unlock,@nanovationlabs #curvulateapp",,,  10 - 50  ,3-Apr-16,1, 7.3M  ,,19,4,Curvulate
      1.6 and up    ,Arcade,"FEATURES:,★★★★★ 105+ Challenging Levels Survival,★★★★★ Different Game Modes,★★★★★ Lightweight Game,DISCLAIMER:,We are not affiliated in any way to Sky Whale trademark owner. This application complies with US Copyright law guidelines of ""fair use"". If you feel there is a direct copyright or trademark violation that doesn't follow within the ""fair use"" guidelines, please contact us directly.,This Game have no relation with sky whale cartoon or games, we are not the makers of the cartoons and we don't claim any relation them.",,,"  5,000 - 10,000  ",7-Mar-16,2, 24M  ,,85,3.6,Sky Water Whale
      2.3 and up    ,Casino,"The power of the elements converge to create the most powerful animals known to mankind! In a never ending battle for supremacy, the elemntals take on animal forms to see who’s the most powerful! Fire Tiger Slots! MEGA slot WINS and FREE SPINS!,Game Features,► Awesome MEGA wins!,► 20 Reel Slots and YOUR choice of line count!,► FREE Bonus Coin & Lucky Prize Wheel EVERY 4 hours,► Killer HD graphics! ,► Level Up: Free coins, MORE lines, BIGGER bet max!,► Double Down on your slot machine wins!,► Elements, auto-spins and free spins!,► Boost your winnings with boost multiplier! ,► Powerful animals and Wildcards,► iPhone! YES Android! YES iPad and tablet! YES ,► Want more great games and cool apps? Check our Other Games,► Multilingual UI: free online slots in your language!,► Auto spins and Fast stop!,► Premium sound effects,► Mini games galore!!!,The great animals of the elements are legends according to some! They say that these animals were created by Mother Nature herself – formed from the elements by the elements! While parts of the legend are indeed true, make no mistake – the animals of the elements are very real!,The great magma Bear emerged from molten magma! He is one of the most powerful animals on the face of this earth! The only thing worse than his bite is being hugged crushed and charred by its scalding body! So be sure to stay on his good side!,The Lightning falcon – by far the fiercest of flying creatures was formed in a freak storm. The electricity was gathered in midair during its decent – forming the falcon! The Lightning falcon is unmatched for speed by any other bird in the sky.,You can’t help but love Fire Tiger Slots! It’s the most exciting slot around! The sound of the slots will have you playing with the elements! This multi-line slot will keep you playing for hours on end. HD graphics that will make you see animals in a different light! FREE SPINS, Boost multiplier, Bigger Max Bet and much more.",,,"  500 - 1,000  ",27-Mar-16,1, 53M  ,,3,3.3,Fire Tiger Slots
      2.3 and up    ,Arcade,"Agario – is a fun arcade survival game. ,You can play online and battle with friends around the world. Agario will give you a lot of fun, because agario it's arcade of top grade., ,You can change skins for your agario, their huge variety. Try to climb to the top positions of the ranking of the best players is a test for a strong spirit! Enjoy agario absolutely free. ,Dominate! Survive! Win! Eat them all!",,,"  1,000 - 5,000  ",30-Mar-16,0.1, 3.8M  ,,105,3.9,Agario
      4.0 and up    ,Creativity,"Best app for coloring book therapy and relaxing is now on Android. Totally FREE. More than 100 animal mandala coloring pages.,Free animal mandala coloring book for adults and kids. We offer 100 free coloring pages of animals like owls, elephants, cats, birds and horses. Can you color your favourite animal?,Painting coloring books helps adults and children relax and release stress: start painting and test it now!,- 100 free mandala designs. Starring animals like cats, dogs, elephants and owls. ,- Easy to play: fill an area or draw a line,- Use 2 fingers to zoom in on details.,- Lots of free stamps,- Save, load and share your artwork,- Undo,- Mystery option,What is your favourite animal? A fluffy cat or a wise owl. Big elephant or tiny mouse. Or maybe you are more a person of the sea with colorful fish or beautiful dolphin. Pick your favourite animal and start painting it in Mandala style.,● Coloring books help reduce stress and relax. Good for a moment of relaxation in the evening. Also great for Mindfulness exercises.,● Coloring books anywhere,Colortime is a free app and doesn't need an internet connection. Have fun painting and drawing in the garden or during a long journey. Relax and be creative,● Easily share your paintings.,Share your creations in Instagram, Snapchat, Messenger, Facebook, WhatsApp, Pinterest, Google Plus, Line, Kiko, Twitter, email and SMS. ,● Support. ,We work hard to keep Colortime running on all available Android devices. If your run into any issues please send us an email so we can try to solve it for you and other players.,● Age rating,Colortime is a free game for all ages. Children, girls, and adults can enjoy it without any restrictions. Have your kids pass time with this app.,Download today and start your coloring book relaxing therapy, you won't regret it!",,,"  10,000 - 50,000  ",23-Mar-16, 1.1.0  , 27M  ,,172,4.3,Coloring Book: Animal Mandala
      3.0 and up    ,Casual,"iFish - Dòng game bắn cá đối kháng online đổi thưởng không giới hạn dành cho smartphone, hứa hẹn trở thành trò chơi giải trí thu hút nhất năm do cách chơi tương đối đơn giản và khả năng đổi thưởng không giới hạn lần đầu tiên xuất hiện tại thị trường Việt Nam. ,iFish chính là tựa game tái hiện chân thực trò chơi bắn cá ở các siêu thị nhưng lại mang những nét độc đáo của bắn cá thế hệ mới dành cho smartphone.,Nổi bật nhất phải kể đến đó là những màn bắn đối kháng 4 người cực kỳ gay cấn mà tựa game mang lại. Người chơi phải đối đầu với những người chơi khác, thể hiện kỹ năng cướp cá kinh điển. Đây cũng chính là cơ hội để mang về số tiền khổng lồ cho người chơi.,Bên cạnh tính năng bắn cá đối kháng 4 người, iFish còn đặc biệt thu hút bởi hệ thống đổi thưởng trong game để lấy quà tặng là những hiện vật cực kỳ giá trị. Mức quy đổi không giới hạn chắc chắn sẽ làm bạn cảm thấy vô cùng hứng thú.,Tin vui cho những tín đồ bắn cá đó là game có rất nhiều hoạt động để người chơi có thể thỏa sức bắn cá mà không lo hết tiền, hết đạn.,Ra đời sau các tựa game bắn cá khác nên game tích hợp khá nhiều tính năng nổi trội như:,+ Bắn cá đổi thưởng đổi quà không giới hạn,+ Bắn đối kháng 4 người, thỏa sức thách đấu,+ Hơn 100 ải bắn cá với mức độ khó tăng dần,+ Hoạt động hằng ngày dễ dàng kiếm tiền để nạp đạn bắn cá,+ 03 kỹ năng và rất nhiều vật phẩm trợ giúp để bắn cá tốt hơn, nhiều hơn,+ Mini game: Quay số, tài xỉu...,+ Skin cho súng cực ngầu,+ Vô số Boss giá trị lớn,Thông tin tham khảo thêm tại:,Trang chủ: ,http://ifish.mobo.vn, ,Hỗ trợ: +84-1900-6611,Email: ,hotro.ifish@mobo.vn,iFish - Field Resistance Online shooter mullet award unlimited exchange for smartphones, game promises to become the most attractive entertainment year due to relatively simple gameplay and the ability to exchange unlimited bonuses for the first time appear Vietnam market.,iFish is depicted games shooting game fish in supermarkets but offers unique features of the new generation of fish fired for smartphones.,Most notable to mention that the screen shot antagonists 4 extremely thrilling game that brings. Players must confront other players, demonstrating skill classic snatch fish. This is also an opportunity to bring about huge amounts for players.,Besides the individual countervailing 4 people shot, iFish also particularly attracted by the bonus system in the game change to get the kind of gift is extremely valuable. Unlimited conversion rate is sure to make you feel extremely excited.,Good news for devotees of fish shooting game that is a lot of work to unleash the player can shoot fish without worrying about running out of money, out of ammo.,Born after the other game fish shot up the game pretty much integrated special features such as:,Shooting fish + Change unlimited reward redemption,+ Shoot countervailing 4 people, unleash challenges,+ More than 100 gates shoot fish with increasing difficulty levels,+ Daily activities easy to make money shot loaded fish,+ 03 skills and a lot of items to help individuals better shot, more,+ Mini Game: Dial, financial collapses ...,+ Skin for ultra-cool gun,+ Countless great value Boss,Reference information more at:,Home: ,http://ifish.mobo.vn,Support: + 84-1900-6611,Email: ,hotro.ifish@mobo.vn",,,"  10,000 - 50,000  ",30-Mar-16, 1.0.7.100  , 23M  ,,"1,060",4.6,iFish - Bắn Cá Đổi Thưởng
      2.3 and up    ,Arcade,"Skyscraper Stack is an awesome and addictive game!,Stack up the shapes to build the highest skyscraper the world has even seen!,Build the tallest stack tower in the world to create the highest skyscraper with a power of one-tap gameplay!,No special skills needed, all this game asks of you is an attentive mind and fast fingers!",,,"  1,000 - 5,000  ",26-Mar-16,1.2, 17M  ,,43,3.9,Skyscraper Stack
      2.3.3 and up    ,Simulation,"The Burglar is on the move. This time in supermarket where the guards are standing in different positions but stealing is not easy especially when the things doesn’t really go the way you want. Something went wrong that let the crazy dinosaurs enter in the mart. Now you need to win this crazy fight not only with the cops but with little monsters as well. ,You need to reach the escape point at all cost to end each level!,Sneak in the supermarket, turn off the security cameras, steal the drinks, grab the utility items while managing to escape from the guards in the mart.. Hit them hard with your weapons. Run for your life. Kill the guards and dinos before they kill you! ,Prove yourself as best burglar of the city!,Features:,Crazy Escaping Game!,Dinosaurs and Police Cops!,Different Fighting Weapons!,Amazing 3D Features!",,,"  5,000 - 10,000  ",4-Apr-16,1.1, 53M  ,,86,3.8,Supermarket Escape Dash
      2.3 and up    ,Adventure,"Gameplay is based on Jungle Adventures but completely new experience.,Adventure Story - Revenge of Chingu brings you exciting casual side scrolling fun. This platform game will keep you hooked for hours. ,This game is just 12 mb to download. You get great fun in less memory/download size.,Evil Hippo Monster has captured Chingu's little brother. You have to help Chingu rescue his Bro. Dodge all the creatures sent by Hippo Monster & teach him a lesson.",,,"  50,000 - 100,000  ",30-Mar-16,1.2, 12M  ,,673,4.1,Adventure Story - free
      2.3 and up    ,Puzzle,"=== Find five characters!! ===,The theme of Alice House2 is ""Through the Looking-Glass, and What Alice Found There"". This is very cute escape game by FUNKYLAND. You have to find five characters for escape from room.,HOW TO PLAY:,- Tap only,- Tap [+] butto",,,"  100,000 - 500,000  ",17-Mar-16,1.1, 37M  ,,"1,660",4.7,Escape Alice House2
      2.3 and up    ,Racing,"Become a real police car driver and transport arrested criminals to police stations. Hop into your car, drive through city, avoid crashes and earn money to buy better cars.,Features:,- high quality graphics,- real car sounds,- upgrade cars,- various police cars",,,"  100,000 - 500,000  ",16-Mar-16,1, 32M  ,,"1,699",3.8,Police Car Driver City
      4.0.3 and up    ,Action,"It’s a jungle out there, and you have one job….RUN.,Bring the thrill of Disney's new live-action film The Jungle Book to life in this fast-paced parkour style runner. Race through lush, sweeping jungles as Mowgli while dodging Shere Khan, King Louie, Kaa and other dangers. Collect honey drops, and unlock upgrades to make you run faster and go farther. Can you go the distance?,RUN as Mowgli in this fast-paced action runner,UNLOCK power-ups and upgrades to go faster and farther,DODGE obstacles and fearsome enemies,COLLECT honey drops as you race,EXPLORE stunning jungle environments inspired by the film,ENJOY clips from the live-action film,SWIPE & TAP controls,Watch The Jungle Book, coming soon!,Before you download this experience, please consider that this app contains,• social media links to connect with others ,• advertising for some third parties; including the ability to watch videos for rewards,• as well as advertising for The Walt Disney Family of Companies,This game contains Google Play Game Services. If your mobile device has multiple Google Play Game Services profiles, you can visit your device settings to designate the account to sync to this game. ,© 2016 Disney, ,Privacy Policy – ,http://disneyprivacycenter.com,Terms of Use – ,http://disneytermsofuse.com",,,"  5,000 - 10,000  ",30-Mar-16, 1.0.1  , 61M  ,Top Developer,233,4.1,The Jungle Book: Mowgli's Run
      4.0 and up    ,Casual,"It's March Madness in this exciting cheerleading themed game. ,Prepare the lead cheerleader for the big game to keep the team motivated to win. High school sports are fun and the cheerleading squad has a big job ahead! Play through three design levels to get the girl ready for the game. ,Take the cheerleader to the spa for a lovely facial using only the best products. Cleanse, scrub and moisturize her skin. She'll be glowing when you take her to the beauty salon for a wonderful makeover. ,Play with cosmetics. Apply lipstick, mascara and blush. Stay in the lines! Choose from all sorts of styles and colors to create the perfect look for your athelete. Pick an awesome hair style too! ,When she's ready, choose a uniform from your favorite team in various colors. Pick matching socks and pom poms. Don't forget jewelry to match! With your help, this cheerleader will be queen of the school. ,Product Features:,Sports themed backgrounds and cheerleading inspired looks and fashions ,Three cool levels: spa, salon and dress up,Lots of clothing and makeup choices,How to Play: ,Tap to choose makeup,Swipe to apply cosmetics and lotion,Tap to pick from various uniforms ,******************************************,STAY TUNED with our social media!,Come join our Facebook: ,https://www.facebook.com/pages/Beauty-Inc/1490275731254673,Get us on Twitter: ,https://twitter.com/Beauty__Inc,Come see our website! ,http://www.beautyapps.net/,Are you an Instagrammer? Check our our posts here: ,https://instagram.com/beauty.incorporated/",,,"  10,000 - 50,000  ",18-Mar-16,1.1, 45M  ,,203,3.8,Cheerleader QUEEN - Girl Salon
      4.1 and up    ,Strategy,"Get yourself a plane and fly through the wild blue yonder!,Take on missions for the Hunters Association, explore the world and battle monsters. Create your very own team of helpers, mercenaries and apprentices, and head out on expeditions!,If a monster appears during an expedition, choose a card and attack! Will you use a Recovery Card? Maybe an Attack Card? Refine your strategy and fight wisely!,Monsters feature Wind, Water, Lightning or Earth alignments, so choose a compatible weapon before taking on each enemy.,Of course, each pilot's skills are also important. Develop your character with various training exercises, and learn new skills that will aid you while exploring this dangerous land!,At the fabled New World, you can join up with other players and go on expeditions. There are many powerful monsters, so you probably won't stand a chance on your own. Push forward by helping each other!,So, can you bring peace to the Uncivilized Land?,Good luck!,'****************************,• All game progress is stored on your device. Save data cannot be restored after deleting or reinstalling the app.,------------------------------- ,Try searching for ""Kairosoft"" to see all of our games, or visit us at ,http://kairopark.jp,. ,Be sure to check out both our free-to-play and our paid games!",,,"  10,000 - 50,000  ",6-Apr-16, 1.5.7  , 35M  ,Top Developer,"1,486",3.8,Skyforce Unite!
      4.0.3 and up    ,Strategy,"Meet the sequel to one of the best strategic games in the US, Canada, Australia, Germany, Russia, UK and many other countries!,You are the young dictator of a fledgling democratic republic. Anyone would dream of being in your place, because you wield unlimited power.,You must make wise and timely decisions, eliminate scheming enemies, pay tributes to true friends, deftly uncover plots, and expose insidious conspiracies.,When a better tomorrow in your country is no longer a dream, you can go even further!  Conquer the rest of the world. Form your own army and defeat your glorious dictatorship's most treacherous foes! Skillfully develop captured territories and lead your people to a great future of despotism!,Dictate the fashion of the day to millions of people – their gaze is riveted upon you alone.,Your task is to remain being dictator as long as possible and seize as much territory as you can! Good luck!,Experience this unique mix of card battles, strategy and the game’s prequel - Dictator: Revolt!,- Determine your approach to each of the 6 factions!,- Form your own army and lead it to victory!,- Make more than 2,000 critical decisions!,- Build oil derricks, banks, prisons and propaganda broadcasting towers!,- Weave plots and unravel conspiracies!,- Prevent revolutions!",,,"  10,000 - 50,000  ",24-Mar-16,1.2, 68M  ,,"1,189",4.3,Dictator 2
      3.0 and up    ,Simulation,"Want to Drive Extreme Muscle Car? Maybe fly a jet aircraft? This game is perfect for you! You can test your airplane pilot skills and car driving ability at the same time. Fly your plane around the world discover new landscapes, Drive your muscle car do stunts and drifts ! burn the asphalt road ! be the best car driver!,You are free in a world that you can do what you want.,Flying Muscle Car Simulator 3D is made for all fans of free car driving games, Simulation games and Airplane Flight games,Flying Muscle Car Simulator 3D - GAME FEATURES:,✔ Test your Sports Car Driving Skills,✔ Improve Plane Flight Ability,✔ Stunning HD Graphics,✔ Beautiful Mountains,✔ Realistic and dynamic auto physics,✔ Advanced airplane flight physics,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Install now and feel the best airplane flight experience!",,,"  50,000 - 100,000  ",21-Mar-16,2, 17M  ,,599,4,Flying Muscle Car Simulator 3D
      4.0.3 and up    ,Educational,"Once upon a time, there was a kingdom in fairyland ruled by the beloved Prince Christos and Princess Juliet. Princess Juliet was beautiful with golden magic long hair. One day before their wedding, a witch broke into the castle and took Juliet away to a hidden tower far away from the kingdom deep into the forest. The witch was so sick she need to get energy and power from Juliet’s magic long hair. Poor Juliet was waiting for your help to break the curse and go back to her beloved Prince Christos. ,Are you excited about the mysterious tower exploration? Let’s use the magic power to rescue Princess Juliet and get her long hair back! You have tons of different shape and different color bottles with magic power potion. You can cut, curl, color and style the princess magic long hair – any way you want in Long Hair Princess Magic Hair Salon game!,Product Features:,- A fantasy magic princess hair salon makeover game,- A beautiful long hair princess to play,- Fun realistic hair makeover tools: magic comb, hair dyes, curling iron,- Magic potion to make the hair grow again – any length you want,- Tons of different styles makeup with shining beauties on eyes, faces and lips,- Stylized creative gorgeous and cool style dresses to wear,- Various trendy and thematic accessories to put on ,- Special spa features for cleaning and relaxing ,- Interesting characters photography with self-made or selective scenes to choose from,How to play: ,- Use interactive controls to play the game,- Start by choosing your favorite royal princess,- Take different courses for spa, make up, hair salon, dress up ,- Braid the princess long hair with endless styles you want,- Mix the magic potion to make the hair grow again,- Various color sprays and accessories to decorate the princess,- Glam up for the dreaming wedding with the beloved prince,- Take photos with characters in the magic world and share it with friends,Wanna have more fun? Having problems or suggestions? We would love to hear from you!,You can find us on Facebook at ,https://www.facebook.com/BearHugMediaPrincessGames,Or on Twitter at ,https://twitter.com/bear_hug_media,For more information about Bear Hug Media, please visit ,http://www.bearhugmedia.com",,,"  10,000 - 50,000  ",30-Mar-16,1, 53M  ,,189,4.2,Long Hair Princess Hair Salon
      2.3 and up    ,Casual,"Enter the sweet addicting world of match 3 madness with Cookie Paradise!,Jump into Cookie Paradise - The sweet sugar dripping world and join the cute teddies as they begin their matching puzzle adventure! Match 3 or more cookies in as many ways you can to discover eclectic new cookie combinations. Complete the target by filling the sweet teddies' basket full of cookies. Beat the cookie target in the least number of moves to score the highest and be the champ of all cookie paradise levels! Explore the Wizard Mode to earn coins !,Try all the exciting new features like the Cookie Man, Multiple boards and much more coming along! Try Cookie Paradise for FREE now!",,,"  10,000 - 50,000  ",6-Apr-16,,,Top Developer,372,4.4,Cookie Paradise
      4.0 and up    ,Simulation,"BECOME THE BEST TRUCKER ON THE MOST DANGEROUS ROADS!,With Truck Driver 3D: Most Dangerous you will have guaranteed hours of fun. This epic truck driving simulator has a huge 3D open world in which is a lot to discover for the soon the be best city trucker. ,COMPLETE THE CHALLENGES, EARN CASH AND BUY TRUCKS!,Every level has its own unique challenges. When you complete those challenges you get loads of cash to buy a new epic truck to cruise through the city and mountains. Get the best and fastest truck to complete the challenges in this epic truck simulation game like a real big rig driving expert!,EXPERIENCE THE REAL TRUCKER LIFE!,Like a real big rig driving expert you have to drive safely, put on your indicators and wait for traffic lights… Or go full rampage and drive like a mad man through the city because who is going to stop a big rig driving expert like you in such an epic truck?!,✔ Real world realistic truck driving simulator sounds,✔ Ground breaking big rig driver simulator physics,✔ Adrenaline-filled truck driving simulator excitement,✔ Detailed and unique challenges for an expert like you,✔ Experience cutting edge 3D open world graphics,✔ Stunning city big rig driving dynamics ,✔ Real truck simulation game features,✔ More city truck driving action will follow shortly, ,We hope you will enjoy our truck simulation game and don’t forget to rate us on Google Play!,*** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favorite networks to hear about our newest games and other news updates:,▶ Website | www.trimcogames.com,▶ Facebook | www.facebook.com/TrimcoGame,▶ Twitter | www.twitter.com/gamestrimco,▶ YouTube | www.youtube.com/trimcogames",,,"  50,000 - 100,000  ",23-Mar-16,1.4, 58M  ,,709,3.7,Truck Roads 16: Most Dangerous
      2.3 and up    ,Simulation,"ATTENTION ATTENTION FIREFIGHTER! ,Get in your fire truck now and hurry up to the crash site!. In this Chinatown fire truck simulator it’s important that you will be on time to quench the flames. This time you will be the officer of this fire department in Chinatown. When you become a Firefighter in Chinatown you will start in your fire truck from the fire department station and have to hurry up. Come on time to extinguish the flames and become the firefighter hero! ,In Chinatown firetruck simulator you don’t only go to burning cars  you also go to a helicopter crash and an airplane crash site. You as the fire department officer have to keep your head calm. Put out the different fires before the vehicles will explode ,Features Chinatown Firetruck Simulator ,➤ Easy to play chinatown fire truck simulator ,➤ Hurry up to the helicopter crash, airplane crash site and the burning cars,➤ Different types of fire to extinguish!,➤ Unlock nice fire trucks which have their own unique fire truck features, ➤ 20 unique firefighter levels to play ,➤ Rescue chinatown before the vehicles will explode,➤ Play as the Fire department officer and become the firefighter hero of Chinatown,We hope you like this Chinatown fire truck simulator and please let us know what you think of Chinatown Firetruck Simulator on google play. ,Don’t forget to follow us on Social Media to keep up-to-date with our new games: ,http://www.facebook.com/mobileplusgames,http://www.youtube.com/mobileplusgames",,,"  10,000 - 50,000  ",30-Mar-16,1, 48M  ,,88,3.7,Chinatown Firetruck Simulator
      4.0.3 and up    ,Role Playing,"Beautiful 3D Retro Pixel Action Role Playing Game!,Be prepared to experience a heroic journey unfold before your very own eyes!,Run, dodge, hack, slash and enjoy non-stop action with Legacy Quest!,FEATURES,*** Do not fear the Reaper! The real fun begins after death!,The next descendant in your bloodline must continue the journey to reclaim the legacy of your family! Build your family legacy with the souls of your victims, and the new heroes you adopt along your journey.,*** Beautiful and unique 3D voxel-like world full of wonders to discover!,Explore the stunning 3D cubed world of Legacy Quest! Venture throughout murky underground dungeons, rock melting volcanoes, humid swamps, frosty glaciers, endless forests, and spot the lost oasis in the sandy deserts!,*** Collect, create, and enjoy! Craft legendary weapons and gear to take on your enemies.,Collect cubelets and craft epic, monster-slaying weapons and gear! Upgrade and customize your heroes before sending them into battle!,SUPPORT,Are you having problems? Visit ,http://goo.gl/b9KyBz, or ,contact us in game by going to Settings > Support > Help and Support.,COMMUNITY,Keep up to date with our news and updates through our Official Sites!,※ Official Page : ,http://legacyquest.nexon.com,※ Official Forum : ,http://m.nexon.com/forum/16,※ Official Facebook : ,https://www.facebook.com/legacyquest/,※ Official Twitter: ,http://twitter.com/playlegacyquest,Privacy Policy:,http://m.nexon.com/terms/11,Terms of Service:,http://m.nexon.com/terms/10,[Legacy Quest requires OS 4.0 or higher / Galaxy S3 or higher device for smooth play. Some devices under the specification of those might encounter some crash. You’ll need a network connection to play the game.]",,,"  100,000 - 500,000  ",21-Mar-16, 0.8.62  , 262M  ,Top Developer,"3,378",3.9,Legacy Quest
      2.3.3 and up    ,Racing,"Speed, adrenalin, fast bikes, great scenery... What else do a real biker wants more? Superbike Rider will give you all of these by letting you ride your superbike in an endless highway through traffic.,Super bike Rider is easy to play but hard to master. You need to tilt your device to control your bike and dodge traffic.,Chose among various bikes.. The better your bike, the better you score.,Connect to Google Play Game Services and compete with your friend in online leaderboards.,Fast blast racing is what you need biker!",,,"  100,000 - 500,000  ",13-Mar-16,,,,"3,500",3.9,Superbike Rider
      2.3 and up    ,Casual,"Admiring colorful human life, Miss Mermaid longs for possessing a human body and appearance. Could you do the mermaid a favor to perform a series of operations to turn her into a pretty lady? I know you couldn’t decline this lovely mermaid’s request, so let’s start a fishtail operation first. Use powerful potion to turn her fishtail to human legs, so she owns the ability to walk on land as normal human beings. Then do some little changes on her eyes, nose, skin and lips to make her look more like a human girl. Now she totally becomes a human lady and can start her colorful life., ,The game contains five parts:,1. Mermaid’s fishtail operation,2. Mermaid’s eyes operation,3. Mermaid’s nose operation ,4. Mermaid’s skin operation ,5. Mermaid’s lips operation ,Find more free online games, please browse the website ,http://www.6677g.com,  No need to download!",,,"  100,000 - 500,000  ",21-Mar-16, 1.0.1  , 35M  ,,"1,002",4.1,Mermaid's Plastic Surgery
      4.0 and up    ,Simulation,"Transport cargo to the destination.You can choose a huge set of trucks to drive around the cities and the country side!,Levels with mini-map provides additional challenge requiring your navigational skills.,FEATURES,* 14 Super Truck and Cargo Model,* AAA Truck Physics Engine,* Realistic Weather Conditions and Day/Night Cycle,* Amazing Engine Sounds,* Easy Controls (tilt, buttons and touch steering wheel),* Improved AI traffic system,* Achievements and Leaderboards",,,"  5,000 - 10,000  ",1-Apr-16,1, 54M  ,,70,4.1,Truck Transport Simulator
      2.3 and up    ,Simulation,"Take matters into your own hands and arrest the wanted criminals yourself! In San Andreas Police Bus Sim you are the driver of the special force police! Turn on your radio for the calls from the police headquarters and drive your way through San Andreas in a real police bus. ,Experience the life of a special force cop bus driver when you tackle the criminal and cuff him up in our driving simulator game. Throw the criminal in the back of your special force police bus and drive on to the next criminal who needs to get locked up. But watch out for the organized crime gangsters! They will do whatever it takes to break them out your police bus. No criminal is safe anymore with you as the special force cop officer!,San Andreas is full of wanted criminals to lock up and all of these bad guys are walking freely in the 20 different challenging levels in this driving simulator game. No time to waste! The city of San Andreas needs the new special force bus driver!,KEY FEATURES of San Andreas Police Bus Sim:,▶ Trace the wanted criminals and lock them in your San Andreas police bus!,▶ Unlock all kinds of different buses from the special force police!,▶ 20 different challenging levels to chase the wanted criminals!,▶ Experience how a real police bus driver works!,▶ More games like this driving simulator game coming soon!,We hope you enjoy arresting the criminals in this driving simulator game and don’t forget to like us on Google Play!,We are also on Facebook, Twitter and more!,http://www.facebook.com/mobileplus",,,"  50,000 - 100,000  ",10-Mar-16,1, 39M  ,,151,3.5,San Andreas Police Bus Sim
      4.0.3 and up    ,Board,"MahJong Classic is a premium quality mahjong matching game with custom designed tiles! This relaxing game is based on the traditional Mahjongg game: your goal is to match and remove all tile pieces from the board.,If you only have a few minutes to play or you want to get rid of stress and relax for hours just play Mahjong!,Become the Zen Master of Mahjong by matching all the identical tiles to make them disappear and win the game! Play some relaxing MahJong Classic now!,*Features*,• Over 300 game levels,• Relaxing zen game play,• 4 large high quality tile art sets,• Auto and manual zoom,• Hint,• Challenge your friends,• 5 beautiful backgrounds,• Optimized for portrait mode,• HD graphics,Mahjong Classic is a free board game.",,,"  1,000 - 5,000  ",3-Apr-16,,,,139,4.4,Mahjong Classic
      2.3.3 and up    ,Casino,"Escape to Vegas. Feel the rush. Anytime, anywhere.,DoubleX Casino - FREE Slots gives you more chances to WIN BIG!,New players get 600K FREE COINS, and DAILY BONUS SPINS give you up to 1 MILLION COINS for FREE!,★★ Features ★★,• Huge VARIETY of slot games!,• Incredible PAYOUTS! ,• HOURLY bonus coins!,• Enormous JACKPOTS,• FREE to play every day!,★ More ★,• NEW machines every week!,• Weekly DEALS and GIFTS!,• STUNNING graphics!,• Tournaments with FRIENDS!,• More FREE coins from our vibrant community!,Get 300K bonus coins for connecting to Facebook and an additional 100K for every Facebook friend you invite!,Find more information at our fan page:,https://www.facebook.com/doublexcasino,Why wait? Win NOW!",,,"  10,000 - 50,000  ",18-Mar-16, 1.0.1  , 36M  ,,235,4.3,DoubleX Casino - FREE Slots
