operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Puzzle,">> What color is coca cola... red or brown? ,Colorin - The colouring in game,- If you love logo games and you love adult coloring books, this is the free game for you.,- An adult coloring book, and a game, where you color in your favourite logos, objects and characters for free.,- Its a game, a quiz, and a coloring pages book for adults and kids all in one. ,- Can you Guess the color in hundreds of familiar logos and brands?,- Take time out to color over 400 logos, objects, food, animals and cartoon characters.,- Colorfy your way to the top!,Relax and color in. ,> Look at the drawing of the logo, object, or character, choose a color, and tap to color in.,> Win stars for all correct colors used,> Try with one color, then use the color switch to try a different one,> Complete drawings with all of the correct colors to win 3 stars,Addictive and fun!,> Is it a logo quiz or is it a coloring game?,> Its both! Coloring in logos is addictive and fun, coloring books are relaxing and fun. Its double the fun!,All illustrations drawn by David Lambert, ,https://www.facebook.com/DavidLambertArtwork/, ,Commissioned by Poptacular.",,,"  100,000 - 500,000  ",15-Mar-16,1.75, 57M  ,,"5,147",4.4,Colorin - The coloring game
      3.0 and up    ,Action,"** Enjoyed Being A Wolf. Now Take Control Of A Wolf Pack And Revenge On Humans **,In this game, you control a Pack Of Hungry Wolves hunting on the people in the city and munching on animals in the jungle. Play as the Alpha Wolf leading a pack of furious angry wolves. Pounces and attack, hunt and kill, grab and devour! Everything around is your prey. The city is your playground, and your fellow animals and humans become your prey. Sharpen those enlarged canines and get ready to take revenge!,Fighter against wild animals and avoid being hunted by hunters and soldiers while you search for food and try to survive in a beautiful 3D environment. Locate your prey using the radar and attack wildly, the other wolves in your pack will follow you. Unlock more powerful wolfs as you progress through the game and change your wolf skin if you want.,Wolf Pack Attack 2016 Features:,• Beautiful, vast city environment,• Vibrant 3D graphics,• Cool background music,• Thrilling hunting challenges,• Realistic Wolf animations.,About Tapinator:,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  10,000 - 50,000  ",14-Mar-16,1.1, 50M  ,,127,4,Wolf Pack Attack 2016
      4.0 and up    ,Casual,"Welcome to the amazing sweet land in one of the best matching games in the world! ,Little candy paradise in little match game with cupcake and donut galaxy, immaculate lollipop space, mountains of jellies, other and other sweet things! This sweetygame will make you happy!,- 100+ levels waiting for you in Jelly Monsters - Sweet Trip,- Beautiful crush, blast and splash of jelly monsters,- Nice HD graphics for tablet and smartphone,- Pop this jelly monsters for your pleasure,- Deluxe sweet jellies land, candies space and lollipops adventure!,- Amazing sweet journey with story line in this match 3 quest game,Enjoy each and every sweet world with entertaining challenges.,HOW TO PLAY:,1. When you match three or more Jelly Monsters of the same color together, they are cleared from the play field.,2. Match five or more sweet monsters to have a combo!,3. Create combos, sweet bombs and jelly blasts to get more scores and share it to your friends!,Blast and splash nice jelly monsters, crush candy or cookie, pop magic bubble and sweet bomb! You can lay one of the best 3 match games without internet connection! Start of sweet journey is easy, but things get more and more interesting and challenging. ,Bring this top casual game with candy island, jumping jellies, nice sweet monsters and share your progress with your friends on your page in facebook. Nice Jelly jump and pop on your device!,3 matching puzzle with jellies, lots of levels, fun time together with splashing jelly animation. Free Match 3 games with bonuses is here! You can find it on Jelly Monster - Sweet Mania!,Our team is glad to see your comments.,Leave it here ,or write to ,sweetgamesbox@gmail.com",,,"  10,000 - 50,000  ",15-Mar-16,1.3, 42M  ,,"5,845",4.8,Jelly Monsters - Sweet Mania
      2.3 and up    ,Adventure,"With the instinct of dinosaurs, attack and hunt without halt!,Find and hunt prey for your survival, and grow faster and more strongly than other dinosaur tribes.,You can protect your tribe from the threat and attacks of other tribes, and enjoy hunting with friends from all over the world. Don’t miss out the opportunity to meet enormous kinds of dinosaurs and living things from the Jurassic period. Oh, you can meet alien beings. ,Features,· When you start the game, you can choose one tribe among Dilophosaurus, Compsognathus, Oviraptor, and Velociraptor.,· You can find an enormous kinds of dinosaurs that lived in the Mesozoic Era such as Velociraptor and T-rex, a carnivorous dinosaurs, as well as Apatosaurus and Triceratops that are herbivorous dinosaurs.,· If you succeed in hunting, other dinosaurs of your tribe around you also receive the experience points.,· You can enjoy hunting in the map that has over 13 various characteristics and geographical features. ,· You can summon the dinosaurs of your tribe through the summoning function. ,· If you die several times in the beginning of the game, you will be transformed into a huge different dinosaur for each tribe.,· Try hunting a gigantic King Kong in the King Kong Field. If you succeed in its hunting, you will receive a Tyrannosaurus pet as a reward.,· You can fight all dinosaurs regardless of tribes only in the Colosseum of map. ,· In the Black Hole region where a meteor has dropped, you can meet huge monsters that have appeared in 4Force Online game.,· In the Sky Land, you will turn into a King Kong if you eat a dead extraterrestrial life.,※ This game has removed violent descriptions and expressions in it to protect children and adolescents, and provides a chatting-off function to prevent inappropriate conversations.,※ You cannot recover the game once it is deleted,♥ Developer’s Message,I apologize for not making Dinos Online at the right time as I promised. In fact, we are a small game development company that has only a few employees and not enough money. That’s why we’re so late. But please keep supporting the games of 1Games from now on!,Please visit our Facebook(www.facebook.com/dinosgame) or Youtube(www.youtube.com/user/hanaGames) page if you want more information.",,,"  10,000 - 50,000  ",14-Mar-16, 1.0.9  , 260M  ,,"2,504",4.4,Dinos Online
      2.3 and up    ,Simulation," Want a mobile game which has all vehicles in it? Look no further! ,Driving School 3D Highway Road has all of it, you name it. Cars, Trucks, Busses and an epic Police car. Whatever your mood is when you open , Driving School 3D Highway Road ,, it has a vehicle waiting for you to drive it into the sunset!  , Truck Simulator? Bus Simulator? ,The amount of Trucks, Busses and Cars in it will make you believe you are playing another type of mobile game, but you are correct, it is an epic combination between the three type of games. Why not combine it?  , Driving School 3D Highway Road , has 6 Trucks, 5 Busses which includes a special prison bus and 5 cars! Learn to drive these awesome vehicles and find out what suits you the most! , Missions? Driving School’s got ‘m ,Like a real driving school you will start with the basic, learn to drive the different cars and take it a step higher from there on. Pay attention to what the driving instructor is telling you and gain a special rank after each mission, are you an A+ student, A or maybe you don’t care about your rank., , Free Ride for the non-students! , , Driving School 3D Highway Road , understands if you don’t want to get back to school, for you we have an epic mission mode called Free Ride. In here you can drive from Paris to Berlin, Amsterdam to London or maybe you want to go south to where the sun is in Madrid! , Driving School 3D Highway Road - Game Features: ,★, Three different kind of vehicles! ,★,  Drive a bus, a truck or a car! ,★, Learn to drive in 20 epic driving school missions! ,★, Free Ride if you already know how to,Download Driving School 3D Highway Road and let us know what you think in the ratings! Have fun! ,Facebook - ,https://www.facebook.com/VascoGames,Twitter - ,https://twitter.com/VascoGames,YouTube - ,http://goo.gl/HChVVx",,,"  100,000 - 500,000  ",2-Mar-16, 1.0.1  , 46M  ,Top Developer,"1,155",3.7,Driving School 3D Highway Road
      4.0.3 and up    ,Puzzle,"Guide the ball to the green goal block by moving the slots. ,Easy to learn but hard to master. Ready to roll?",,,"  1,000 - 5,000  ",12-Mar-16,4, 12M  ,,15,4,Block Ball
      2.3.3 and up    ,Creativity,"Who says school is all about uniforms? Let's rock out to your favorite clothes and get to school in style!,What kind of senior life do you like? Courses, balls, parties, sports games, travels, concerts and so much more... You know what, different occasions require entirely different outfits. And, did you hear the news? A new fashion shop has come into being for high school girls, and the consultant is our Blair who is a true styling expert. Let's guess who will be her first guest. Is it someone around you? Now, let's start out before senior life comes!,How to Play:,Have you ever dreamed of running a boutique? Open the game, and you'll see one. Look~ Several girls are waiting for styling advices. Tap them and they'll tell you their needs. Okay, have you noticed words at the top of the screen? Keep them in mind and help the guests find perfect styles from head to toe. All right, tap the OK button and one guest will be served. With stars awarded, tap the decoration button at the lower right corner to exchange for extra items. Sweetie, Blair is talented, but she still needs learning to make her styling advices flaunt the latest fashion. Tap the bookshelf and do her a favor in learning. Various skills and titles will be granted. Let's give it a whirl in the World Styling Contest. Oh, a warm tip, gifts are hidden throughout the game, why not become a part of us and find out?,Features:,- Immerse yourself in a galaxy of clothes and accessories,- Take part in the hottest World Styling Contest,- Make the room unique with dozens of decorations,- Enjoy the fun of titles and skills system,- Get extra joy out of a bundle of gifts,About Libii Game:,With over 400 million downloads and growing, Libii is committed to creating innovative games for kids. We'll keep working on establishing a good relationship with both parents and their children and bringing a healthy, happy atmosphere for them.,Visit us: ,http://www.libii.com/,Like us: ,http://www.facebook.com/LibiiGame,Contact us:,Got any ideas? Suggestions? Need technical support? Please feel free to contact us 24/7 at ,WeCare@libii.com,Need You Know:,This app is totally free to download and play, some basic items are also free to use, but some additional items need you to purchase and pay to unlock. Therefore, if you do not want to use these items, please turn off the in-app purchase in your settings. Thanks.",,,"  10,000 - 50,000  ",15-Mar-16,1, 82M  ,,582,4.2,Blair's School Boutique
      4.0.3 and up    ,Casual,"To celebrate 10 years of Delicious we're bringing you a special Anniversary Edition with endless gameplay! In Delicious - Emily’s Cook & GO you serve dishes all over the world. Start cooking meals in an exotic Hawaiian kitchen where you get the chance to prepare many tasty recipes. As you become a super skilled chef you visit an exquisite English diner, a fantastic French café and a beautiful Brazilian restaurant. If the fancy takes you, you can even travel to cozy kitchens in Germany, China and Holland. Can you take the heat?! Then play in frenzy mode for a real feverish cooking challenge… Have a lot of fun, and become a happy cooking star!,The first location is free with an in-game unlock for the full complement of locations.,Game features:,- Enjoy this special Anniversary Edition of Delicious,- Play the perfect on-the-go game,- Dash through 7 exotic locations,- Serve tasty dishes like potato chips, sweet candy and chocolate cakes,- Enjoy endless time management fun,Get to know all about Emily: www.deliciousemily.com ,Become a Delicious fan on Facebook: www.facebook.com/DeliciousGames,Enjoy other Delicious - Emily games:,- Delicious - Emily's Hopes and Fears,- Delicious - Emily's Home Sweet Home,- Delicious - Emily's New Beginning,- Delicious - Emily's Honeymoon Cruise,- Delicious - Emily's Wonder Wedding,- Delicious - Emily's True Love",,,"  50,000 - 100,000  ",29-Feb-16,12, 103M  ,Top Developer,"1,239",3.9,Delicious - Emily's Cook & GO
      4.0.3 and up    ,Simulation,"Welcome to the sweetest city on the Google Play store! Build your very own candy world with countless options and combinations. Enjoy amazing 3D graphics, tons of animations and sugar fun effects! Meet the sweet citizens of Candy City - keep them happy and entertained! Everything is possible in Candy City!,CRAFT YOUR DREAMY CANDY TOWN:,It’s your chance to build the city of your dreams - your very own Candy City! Combine different ingredients to create candy buildings, chocolate houses, sour belt roads and so much more! Use the Little Builders Guide to find the sweetest combinations for each building!,MAKE YOUR CANDY CITIZENS HAPPY,Candy City residents will tell you what they need! Keep them happy by building up your city with all kinds sweet attractions! ,Everyone loves sweets! Enjoy Candy City with the whole family! ,Sweet, Sugary Features:,- Customize and build your own sweet city! ,- Use tons of yummy building materials like chocolate, cookies and lollipops! ,- Decorate your city as you like - choose from tons of sweet decorations! ,- Make your residents happy! They’ll tell you what they want in their city! ,- Build multiple city at once! Save your cities and go back to them whenever you want! ,- Candy Builders Guide - Keep track of how many buildings you've built! Discover the secret combinations and recipes for each sugary building! ,ABOUT TabTale , A Google Play Top Developer, recognized for its commitment to launching high-quality and innovative apps on Android, TabTale lovingly produces games, interactive e-books, and educational experiences. With over 750 million downloads and growing, TabTale has established itself as the creator of pioneering virtual adventures that kids and parents love. TabTale’s apps spark children’s imaginations and inspire them to think creatively, while having fun! Search “TabTale” on Google Play and discover more incredible apps. ,Visit us: ,http://www.tabtale.com/, ,Google Plus: ,https://plus.google.com/+Tabtale/posts, ,Like us: ,http://www.facebook.com/TabTale,Follow us:@Tabtale,Watch us: ,http://www.youtube.com/iTabtale,CONTACT US ,Let us know what you think! Questions? Suggestions? Technical Support? Contact us 24/7 at WeCare@TabTale.com.,IMPORTANT MESSAGE FOR PARENTS: ,* This App is free to play but certain in-game items may require payment. You may restrict in-app purchases by disabling them on your device.,* By downloading this App you agree to TabTale’s Privacy Policy and Terms of Use at ,http://tabtale.com/privacy-policy/, and at ,http://tabtale.com/terms-of-use/,.,Please consider that this App may include third parties services for limited legally permissible purposes.",,,"  100,000 - 500,000  ",3-Mar-16, 1.0.1  , 44M  ,Top Developer,"1,620",4,Candy City - Build Your Town
      2.3 and up    ,Casual,"Mermaid mommy has a newborn baby girl. Would you like to take care of this cutest baby mermaid and accompany her grow up?,She’s going to have her first birthday. The whole mermaid family planned a grand party for her. Please give the baby mermaid a bath and wear fancy dress for her. ,Our mermaid girl is preparing to go to school! Help her dress in school uniform, comb her hair and take school bag with her. Oh, bad new! Please take her to see doctor since she ate too much sweets causing tooth decay.,The mermaid girl is in her high school now. She joins baseball club, learns make up and becomes a beautiful girl! ,Our mermaid girl gets her fist job in a bakery shop! Please help her make delicious cakes!,The amazing day comes. She meets her prince charming when the first time she surfaces to see sunrise. They fall in love with each other. Please help the mermaid make magic potion which could give her human legs after drink it.,The wedding day comes! Wearing fabulous wedding dress and jewelry, she married with her prince charming and turn into a real princess! ,There are 7 stages in this game:,The mermaid girl is going to be born,The mermaid girl’s first birthday;,The mermaid girl’s first day of school life ,The mermaid girl’s high school life ,The mermaid girl’s first job ,The mermaid girl becoming a real princess ,The mermaid girl’s wedding  ,This is a girls' game & casual game & fasion game & kids game! ,Find more free online games, please browse the website www.6677g.com. No need to download!",,,"  10,000 - 50,000  ",16-Mar-16, 1.0.2  , 41M  ,,566,4.3,Mermaid Grows Up
      4.0.3 and up    ,Role Playing,"Beautiful 3D Retro Pixel Action Role Playing Game!,Be prepared to experience a heroic journey unfold before your very own eyes!,Run, dodge, hack, slash and enjoy non-stop action with Legacy Quest!,----------------------------------------------------------------------------------------,*** Do not fear the Reaper! The real fun begins after death!,Life and death. Death is only a part of the cycle that we call life and even after death the next descendant in your bloodline must continue the journey to reclaim the legacy of your family! Build, train, and craft your family legacy with the souls of your victims, and the new heroes you adopt from dungeons along the way., ,*** Beautiful and unique 3D voxel-like world full of wonders to discover!,Explore the stunning 3D art of Legacy Quest, made of magical cubes from a distant land! Venture throughout murky underground dungeons, rock melting volcanoes, humid swamps, frosty glaciers, endless forests, and spot the lost oasis in the sandy deserts!, ,*** Plunge into the excitement of Legacy Quest with tons of exciting content and more added regularly.,Slash your way through over 70 unique dungeons in 6 vast regions. There are 7 levels of difficulty in Legacy Quest that will leave you burning for more challenges, if you survive! , ,*** Collect, create, and enjoy! Craft legendary weapons and gear to take on your enemies.,Collect cubelets in the dark dungeons of Legacy Quest so you can create and craft epic, monster-slaying weapons and gear! Don’t forget to upgrade your gear and customize your heroes before sending them into battle!, ,*** Crush your enemies with epic strikes in exciting hack and slash combat!,Run, dodge, roll, or rain fire down on your enemies! Find skill books to learn new and powerful special skills to help you defeat the Reaper and his evil army of enemy bosses! Show off your skills by putting the action into the palm of your hands with epic hack and slash action right on your mobile device., ,*** Eccentric warriors and epic bosses! Choose action-packed heroes from 3 different classes!,Begin your quest to protect your family legacy with charming, but might heroes such as the warrior, the archer, and the wizard. Help good prevail over evil by defeating epic bosses such as the scythe-wielding Reaper and the frosty Ice Queen!, ,----------------------------------------------------------------------------------------,Tell Us What You Think and get social with us! We’re always listening to your feedback.,http://legacyquest.nexon.com,http://twitter.com/playlegacyquest,http://www.facebook.com/legacyquest",,,"  50,000 - 100,000  ",9-Mar-16, 0.7.54  , 304M  ,Top Developer,"1,671",3.9,Legacy Quest
      2.3.3 and up    ,Racing,"Police Bike Traffic Rider is the latest extreme police motorbike driving simulator, the best one right now, available right now for free!,Ready to feel the need for speed, cadet? Now you can! Ride your bike on some of the wildest stunts you will ever come across! Race, ride, boost, drift, skid, jump, crash incredibly realistic police motorbikes (and secret bikes) in the all new and exciting extreme stunt driver's paradise!,Your job as a traffic police driver is to explore the open world, looking for stolen packages that criminals have hidden. Collect them all to unlock even more super cool police motorbikes!,Be the best police motorbike driver officer in the city. Forget using brakes and boost your cop bike over tons of amazing unique stunts and obstacles to perform stunt and to catch stolen packages in hard to reach places. ,Choose from a wide selection of police motorbikes and drive wherever you want in the city paradise. Experience the biggest, fastest drifts, and gain top speeds to execute difficult stunts like the loop de loop! ,GAME FEATURES,----------------------------------------------------------------------------------------------------------,- Full heads-up display,- Dynamic camera angles,- The best motorbike riding physics,- Fully working police sirens and lights,- Explore our massively detailed open world,- Choose from a selection of high quality vehicles, from super cars to ambulances!,- Easy to use driving controls, touch and tilt, and both left and right handed controls!,- Both touch and tilt controls,- Each incredibly detail police motorbike, made just for this game!",,,"  10,000 - 50,000  ",8-Mar-16,1.04, 37M  ,,274,4,Police Bike Traffic Rider
      2.3 and up    ,Racing,"Take control of 3 radio-controlled car in a huge environment with 2 racetracks, a water basin, and a mogul field !,Accomplish a lot of variety of missions to become a good driver.,!! Car Driving Simulator contains 30 levels !!,Example of missions :,- Take the bridge in the wrong way, and dodge the cars,- Don't hit the pedestrians and drive safely with your speed car,- Do all the stunts with your monster truck,- Transport the cargo to the parking pad,- Finish the racetrack, and be the first. (2 circuits),- Car chase: follow the car and don't let you outrun,- Finish the obstacle course without crashing with your offroad car,- Catch all the gangsters before they escape,- Follow the helicopter and the airplane,- Drive offroad with your monster truck,- Destroy all of the objects around you,- Get the birds out of the park,Totally free, without ""in-app purchase"" !,You must have (at least) a cpu of 1 GHz in order to play without lag.",,,"  50,000 - 100,000  ",8-Mar-16,1.1, 38M  ,,533,3.9,Car Driving Simulator
      2.3 and up    ,Puzzle,"Join the magical and highly addictive match 3 game about witchy charms and enchanting spells! Enter the haunted castle of the magic wizards and solve the witch puzzle adventure of sorcery. Every started brewing elixirs and charms? Swap potions and combine the most magical potions in this pop of spells. This fairy tale is about to start enchanting!,Witch Castle: Magic Wizards,- Many highly addictive and colorful spells challenges,- Addictive puzzle adventure with classic match 3 game mechanics,- Magical witch castle experience,- Enchanting Haunted Castle world map,- Play with witchy friends from Facebook,- Witch puzzle adventure -> colorful sorcery,Achieve your own little witchy witch castle title and start brewing magical elixirs and charms in this city of spells. Are you ready for this match 3 game with addictive puzzle adventure gameplay? Conquer sorcery in this fairy tale of magic wizards and reach the witch castle. Combine, swap potions and match 3 game elements and WIN!,There is one little witchy witch puzzle adventure girl that will help you during the journey. She will help you brewing elixirs and special charms for winning against the magic wizards of sorcery. Be friends with her and she will tell you secrets that can create enchanting spells! This fairy tale isn’t over, it’s just beginning.,This highly addictive witch puzzle adventure is ready for you, are you ready too? Start the match 3 game and begin this story of magic wizards in the haunted castle of sorcery. Enjoy and swap potions until you win!",,,"  5,000 - 10,000  ",18-Mar-16,1.3, 49M  ,,392,4.5,Witch Castle: Magic Wizards
      2.3 and up    ,Simulation," Experience the real prison bus in , Stardew Valley : Prison Bus 3D , ,In Stardew Valley, a lot of different criminials have been coming in and ruin the show for everyone! It’s your job to cath these villains and put them where they belong! You do this by driving your police prison bus in Stardew Valley. Not a very easy job, but doable!, Five diferent prison busses for you to choose from! ,  ,Of course you need more then 1 prison bus to choose from. A real cop can choose his own vehicle right. That is why we implemted multiple prison busses! Each prison bus has his own skill and strenght, it’s up to you to find out which one that is. , If it doesn’t suit you, upgrade it! , ,When you think the prison bus in , Stardew Valley : Prison Bus 3D , becomes to slow for you, take all of that money you have earned and put it into the prison bus itself! , Stardew Valley , needs a new hero, are you the hero it needs? , , Stardew Valley : Prison Bus 3D , Game Features: , ,▶ Arrest all of the criminals running amok in Stardew Valley!,▶ Drive in Five different prison busses! ,▶ Upgrade them all! ,▶ Become the new hero!",,,"  10,000 - 50,000  ",11-Mar-16,1.2, 49M  ,,208,3.4,Stardew Valley : Prison Bus 3D
      2.2 and up    ,Adventure,It is time for some fun. You are about to control the actions of the featured stickman character in the game who is in the prison. His ultimate goal is to escape the prison.,,,"  100,000 - 500,000  ",2-Mar-16,1, 8.0M  ,,992,3.9,Stick Escape - Adventure Game
      4.0 and up    ,Education,"Make and decorate wonderful cakes with Grandma using real recipes! Play in the kitchen and learn how to create an ANGEL CAKE, an APPLE PIE, a SACHERTORTE (chocolate cake) and a big WEDDING CAKE for a special event!,Dress up Grandma with your favorite chef clothes and play the cake of fortune to unlock new outfits!,GAME FEATURES,Cakes:,- Pick your favorite cake: Angel Cake, Wedding Cake, Sachertorte or Apple Pie.,- Put ingredients in the cart.,- Follow the recipe on the blackboard.,- Mix ingredients.,- Use kitchen tools to mix the dough, cut the butter, peel the fruit, make a whipped cream, make the pastry cream, & much more!,- Put the cake in the oven & bake it.,- Decorate the cake & see the result! ,Play the Cake of Fortune,Catch and collect all slices of the green cake and earn more coins. Complete all three levels!,Dress up Grandma,Choose from chef dresses, glasses, hats and shoes and dress up grandma with your favorite style. Take a picture and play again!,Grandma's Cakes is a beautiful cooking game for kids, toddlers and parents with real recipes inside. Choose your favorite cake or pie and make it at home with your family!",,,,17-Mar-16, 1.0.1  , 32M  ,,161,3.8,Grandma's Cakes
      2.3.3 and up    ,Music,"FNAF Soundboard for you ! If you Love Five Nights at Freddy's World, Scare Your Friends for fun and Joke !,This app is not created by the creator of Five night's at freddy's, nor is it affiliated, or supported by them at all.,FNAF soundboard for you! If you Love Five Nights at Freddy's World, Scare Your Friends for fun and Joke!,This app is not created by the creator of Five night's at freddy's, nor is it affiliated, or supported by them at all.",,,"  10,000 - 50,000  ",12-Mar-16,2, 15M  ,,283,4,FNAF Soundboard
      4.0.3 and up    ,Casino,"★★★★★WIN HUGE JACKPOTS! PLAY SILVER CITY LAS VEGAS FREE SLOTS TODAY AND ENJOY THE BIGGEST PAYOUTS★★★★★,Silver City Slots Free Slots offers high quality, simple, and classic free slots games. ,★★★★ Game Features ★★★★,► Travel to a classic Las Vegas casino and play free slots games!,► Enjoy single-line free slot machines with bars, triple sevens, diamonds, and cherries!,► No-internet and No-wifi required to play!,► From the makers of Viva Las Vegas Free Slots (Viva Slots Vegas),Like our games? Leave us a 5-star review. Your feedback is appreciated.,Play old Las Vegas free slots today!,Questions? ,E-mail us at: ,silvercitysupport@playrocketgames.com",,,"  1,000 - 5,000  ",2-Mar-16, 1.0.0  , 45M  ,Top Developer,292,4.7,Silver City Slots - Free Slots
      2.3.3 and up    ,Arcade,"Color Switch Up the ball! Play this addictive Color Switch color game!,The gameplay of this color switch up game is quite simple, tap the screen to move the ball up, pass through the block of the same color, and avoid other color blocks. Try you best to go as further as you can, and get more stars to have better score. Once the ball get a 4-color-ball, it will be switched to another color. The more you go up, the speed of color blocks will be faster.,When you get your ball's color switched, you need to pay attention the new color since the colors to avoid are changed.,This color game is simple but addictive and endless fun to you. Play this color switch balls game and beat your friends in the leaderboard!,Don't find any color switch cheat thing, it will break the fun!",,,"  50,000 - 100,000  ",25-Feb-16, 1.0.6  , 7.8M  ,,470,3.8,Color Switch Up
      4.0 and up    ,Action,"It’s a DRAGON-eat-HUMAN world!,Wage epic war against land usurpers and those who have built fortresses in place of your domain. Fly a fire breathing creature from the Medieval Age (remember, that time when chivalry existed?). In this game, myth and fantasy is a reality. Feel the terror and menace of being a dragon! Using a bird’s eye view, aim at your target from above with fire balls. Fly from your rocky nest and sow the path of destruction! Attack the fortress, guarded by highly trained archers shooting fiery arrows. Fight other mythical monsters who’ve joined hands with your enemies and claim back what's yours. Unleash counter dragons for epic battles. Kill dragon slayers, knights, and all kind of creatures and farm animals!,Warrior Dragon 3D Features:,•Monstrous 3D Animated Dragons for you to control and fly.,•High Quality 3D Medieval Scenery,•Smooth controls And Amazing Visual Effects,•Epic Battles With Elite Archers, Cyclops And Other Mythical Creatures.,•Realistic Fire Breathing Action.,•Life Like animations.,•Fight Against Invading Knights, Dragon Slayers, and Monsters.,Tapinator (Ticker: TAPM) designs, develops, and publishes games on mobile platforms. The Company’s portfolio includes over 200 mobile gaming titles that, collectively, have achieved over 190 million downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com",,,"  10,000 - 50,000  ",2-Mar-16,1.1, 55M  ,,644,4,Warrior Dragon 2016
      4.0.3 and up    ,Casual,"The storm has destroyed the magical rainbow and it’s up to YOU to bring it back! It’s a Rainbow Rush! Join your adorable pony friend and beautiful fairy on a Rainbow Rush adventure to restore the fallen Rainbow Towers! Collect rainbow pieces in 8 enchanting worlds like Forest, Desert, Magic Forest, Sky and more!,Features:,> Run, rush and jump through 8 enchanting worlds and 100 magical levels! ,> Collect strawberries and rainbow pieces while on your adventure!,> Personalize your pony with adorable decoration combinations and accessories!,> Play the Daily Spin and earn prizes like surprise treasure chests!,> Overcome magical obstacles and enemies like bats and wild pigs!,> Collect ALL the exclusive Fairy Dust cards!  ,> Have fun with adorable animations and sound effects! ,Enjoy Rainbow Rush with the whole family! It’s a magical adventure! ,ABOUT TabTale ,A Google Play Top Developer, recognized for its commitment to launching high-quality and innovative apps on Android, TabTale lovingly produces games, interactive e-books, and educational experiences. With over 850 million downloads and growing, TabTale has established itself as the creator of pioneering virtual adventures that kids and parents love. TabTale’s apps spark children’s imaginations and inspire them to think creatively, while having fun! Search “TabTale” on Google Play and discover more incredible apps. ,Visit us: ,http://www.tabtale.com/, ,Google Plus: ,https://plus.google.com/+Tabtale/posts, ,Like us: ,http://www.facebook.com/TabTale,Follow us:@Tabtale,Watch us: ,http://www.youtube.com/iTabtale,CONTACT US ,Let us know what you think! Questions? Suggestions? Technical Support? Contact us 24/7 at WeCare@TabTale.com.,PRIVACY: ,* This App is free to play but certain in-game items may require payment. You may restrict in-app purchases by disabling them on your device.,* By downloading this App you agree to TabTale’s Privacy Policy and Terms of Use at ,http://tabtale.com/privacy-policy/, and at ,http://tabtale.com/terms-of-use/,.,This App may include third parties services, such as ad networks and analytics, and may contain social media links that allow users communicate with others. Collection and use of data are subject to TabTale's Privacy Policy.",,,"  10,000 - 50,000  ",15-Mar-16, 1.0.1  , 44M  ,Top Developer,373,4.2,Princess Fairy Rush
