operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      4.0.3 and up    ,Action,"Try to escape. Jailbreak unchained.,Help the dirtybit, can you escape?,Versus run. Cops vs Robbers. Prisonbreaker.,Dont get caught!",,,  100 - 500  ,1-Apr-16,1, 51M  ,,115,4.9,Versus Run Not So Great Escape
      2.3 and up    ,Casual,"This is best tower buidling game, requires small space, many different look of towers, addicting and fun to play!,Spike's Game Zone (by Cool math .com, creators of Cool Math Games) is a safe, family-friendly games site for kids of all ages. Recess for your brain!,Stack Pro game is amazing and I think you should download it.,stacking games. Stack boxes, blocks, crates and cargo in these wacky stacking physics games.,Speed Stacks is the worldwide leader in Sport Stacking. Sport Stacking is an amazing sport of Funs, ,agility, concentration and quickness For Android.,If you used to love tower Stack 2 games with blocks, this one is for you. Finally a decent one for Android..",,,  1 - 5  ,16-Apr-16,1.1, 25M  ,,304,4.8,Stack Pro
      2.3 and up    ,Arcade,"Tilt your phone/tablet to crash, race and collide into Spinning Blade. You can customize your Spin-Top with many different parts. In Spinning Blade, Swiperoo your tops, you will be spinning with your battle Spin-Top around stadiums and try to knock your opponents down before your top stops in beyblade.,Play either a simple quick match, try to get the best high score in Arcade mode fighting against endless opponents, or win cups in tournaments in Career mode.,In Spinning Blade you guide your blade to a portion of the rim without point while earning rewards. Your tops in by reviving some of the classic arcade games, or use sky landers trap team, you must rotate your compass to the right or left while watching your score climb this fast and addictive arcade style play.,Now with online high score leaderboards and achievements! Get to the top of the leaderboards, and collect as many of the achievements!,How to play:,- Swipe the Spin-Tops anywhere.,- Keep your Spin-Top on the screen.,- Avoid triangular spines.,- Get the orange squares to score points.,- Make the best score.,Game interface:,- Swiperoo Colors.,- The game is simple.,- High quality video.,Features: ,• Realistic physics,•5Stadiums ,• 9 Spin-Tops and over 40 different parts.,• Special attacks,• 2 launch cords,• 3 Game modes,• Online high score leaderboards,• 15 Achievements,• Detailed textures and swiperoo, Reflections etc...,• Should run even on low end devices!,• And more is coming with updates (For example special attacks and more stadiums, Spinning Blade and game modes)",,,"  1,000 - 5,000  ",16-Apr-16,1, 5.0M  ,,83,4.1,Spinning Blade
      2.3 and up    ,Music,"This is a fun app that let's you create awesome music and feel like a dubstep dj. This is a continuation, Skrillex Dubstep Music Pad 2. It simulates a launchpad. It might seem difficult at first but if you can master this skrillex dubtep drum pad app you can create really awesome stuff!  This is an awesome dubstep beat maker with fun dubstep soundboard. Be the best Dubstep DJ like Skrillex! There will be more dubstep pads added in the future!,Esta es una divertida aplicación que te permite crear música impresionante y se siente como un DJ de dubstep . Esta es una continuación , Skrillex Dubstep música Pad 2. Se simula una plataforma de lanzamiento . Puede parecer difícil al principio, pero si se puede dominar esta aplicación dubtep pad de batería Skrillex puede crear cosas realmente impresionante! Se trata de un fabricante de golpe dubstep impresionante con la diversión caja de resonancia del dubstep . Ser el mejor DJ de Dubstep como Skrillex ! Habrá más almohadillas dubstep añadidas en el futuro !,Disclaimer:,This is an unofficial app!,All the songs, themes ringtones and images are owned by the owner of the songs. We, EU Apps, only use this content in our free app and we have obtained this content from public domain. This app is a FREE fan-based application. This app is not associated with Skrillex in anyway. I am EU Apps, I am not pretending to be someone else. This app is not authorized by or produced by another company or organization. The company that produced this app is EU Apps. This is a fan-made app and no copyright infringement intended. Please show your support for Skrillex by buying his album when it's released!,All music sounds in this app were either A. created by the developer himself or B. used under free license: Music: ,http://www.bensound.com, , Niki Kofman: ,http://www.youtube.com/user/NKofman",,,"  5,000 - 10,000  ",29-Mar-16,1.1, 3.8M  ,,91,4.1,Skrillex Dubstep Drum Pad
      4.0 and up    ,Simulation,"Date night has arrived for your first date with the dream guy you’ve been crushing on for so long!  Time to get the nerves out and dress to impress with a fab look.  Your makeover is long overdue!,The dream date you’ve been waiting for has finally arrived.  You want to look your best and be relaxed enough to have a good time.  This is no time to stress out!  Relax your stress away by heading to the beauty shop where you can get some me time to help you make a great first impression.  Spa treatments, makeup, and dress up is all part of the fun of getting ready for your first big date night!  Romance is in the air.  ,How to Play:,• Date night is here!,• Don’t panic.  Relax to show off your winning personality.,• Hit the spa for a treatment or two,• Have a fun makeup makeover to look amazing,• Dress up in some fun outfits to find the cutest dress to wear for your date,• Be smiling and ready for him to pick you up,The romantic day has arrived.  Your first date with your dreamy crush.  Be yourself by relaxing before it’s time to go.  The beauty salon is calling your name with a makeover including spa treatments, makeup, and dress up fun!  ,Download now to get started!",,,"  10,000 - 50,000  ",23-Mar-16,1, 43M  ,,214,3.9,Romantic First Date Beauty Spa
      2.3 and up    ,Puzzle,"Enjoy of adventure into Candy Cookie world .,You expect the meeting with candy, cookies, and even with the Jellies . ,Candy Cookie Mania gives to you deep diving into the world of fun . ,Candy Cookie Mania features:,• More than 200 Candy Levels       ,• New Amazing Boosters          ,• Sweet new Candy Boom booster        ,• Fantastic adventure into Candy Cookie world with lots of surprises and fun,• Easy and fun to play, tricky levels    ",,,"  1,000 - 5,000  ",14-Apr-16, 1.0.0  , 28M  ,,7,4.1,Candy Cookie Mania
      1.6 and up    ,Adventure,"are you ready to play!! in this game you will find 27 level and a 3 heros of MovieStarPlanet and also 5 amazing world .,you must win all the 27 level to unlocke your worlds.,MovieStarPlanet super game suitable for all ages. You will love this new MovieStarPlanet game no matter you are a kid or a grandma. Besides, you can play with your children.,Get started playing today!,How to play?,to play the exciting targets MovieStarPlanet game you just need to touch the hero,you must touch the hero to fly. "" your hero can fly just by touching him "" . ,you can also run as max speed you want , playing fast now with targets roblox liste it's very easy and also free .",,,"  1,000 - 5,000  ",9-Apr-16,1.1, 14M  ,,103,2.5,MovieStarPlanet's Soni Game
      2.3 and up    ,Strategy,"Um dos 10 melhores jogos de estratégia do mundo!,Uma nova era está começando em Clash of Lords 2. A evolução está fortalecendo seus heróis favoritos diante dos seus olhos. O poderoso Berserker entrou na luta. A divertida e mortal arena PvP Provação do Herói oferece mais formas de jogar do que nunca! Com tantas mudanças, nunca foi tão bom jogar Clash!,Clash of Lords 2 é um jogo de estratégia com uma abordagem divertida e inovadora no gênero. Recrute mais de 40 heróis e suas equipes de mercenários, construa uma base para sobreviver a ataques e jogue com seus amigos e contra inimigos em nove modos PvE e PvP. Prepare-se para a batalha!,Recursos do jogo:,✔ Você comanda a ação! Ative habilidades de batalha de Heróis em tempo real!,✔ Junte heróis e tropas no inédito modo Mercenário!,✔ Jogue do seu jeito! Com nove modos PvE e PvP, sempre tem algo legal para fazer!,✔ Batalhe com seus amigos! Um sistema robusto de guildas permite que você lute junto com seus aliados (ou contra eles)!,✔ Jogue de graça! Faça o login no Clash of Lords 2 todos os dias para ganhar Heróis e Joias de graça!,Observação: É necessário ter uma conexão com a internet para jogar.,Visite nossa página no Facebook em: ,https://www.facebook.com/clashoflords2pt/,Precisa de mais ajuda? Mande um e-mail para ,help.lords.pt@igg.com, sua ID da IGG e vamos responder rapidinho!,One of the 10 best in the world strategy games!,A new era is beginning in Clash of Lords 2. The evolution is strengthening your favorite heroes before their eyes. The powerful Berserker entered the fight. The fun and deadly arena PvP Hero Ordeal offers more ways to play than ever! With so many changes, it was never good to play Clash!,Clash of Lords 2 is a strategy game with a fun and innovative approach in the genre. Enlist more than 40 heroes and their teams of mercenaries, build a base to survive attacks and play with your friends and enemies in nine modes PvE and PvP. Prepare for battle!,Game Features:,✔ You command the action! Activate Heroes battle skills in real time!,✔ Join heroes and troops in unprecedented Mercenary mode!,✔ Play your way! With nine modes PvE and PvP, always have something cool to do!,✔ Battle with your friends! A robust guild system allows you to fight along with its allies (or against them)!,✔ Play for free! Log in to the Clash of Lords 2 every day to earn Heroes and Jewels for free!,Note: You must have an internet connection to play.,Visit our Facebook page at: ,https://www.facebook.com/clashoflords2pt/,Need more help? E-mail your ,help.lords.pt@igg.com, IGG ID and we will respond quickly!",,,"  100,000 - 500,000  ",28-Mar-16, 1.0.202  , 95M  ,Top Developer,"3,548",4.4,Clash of Lords 2: A Batalha
      4.0.3 and up    ,Casual,"Clash of Friends: Arcade Games - Play cool mini games with your Friends!,Our free 101+ Clash of Friends: Arcade Games collection includes:,- Racing Games,- Cool Math Games,- Makeover Games / Dressup Games,- Candy Games,- Clash Games,- Car Games,- Highscore Games,- Match 3 Games,- Puzzle Games,And many more!,Supported Languages: English, Portuguese (Brazilian), French, German, Italian, Spanish, Russian, Dutch, Turkish and Polish!,★★★★★,Users’ testimonials:,• “Cool friv games collection! Clash of Friends: Arcade Games never gets boring!”,• ""Even better than Kizi and Friv!”,• “This app is so fun and I am on it every day omg best app ever”,★★★★★",,,"  10,000 - 50,000  ",25-Mar-16,1, 22M  ,,102,3.7,Clash of Friends: Arcade Games
      4.1 and up    ,Casino,"Play one of the most successful Las Vegas slot games from the comforts of your own home or while on the go on your mobile device. The new-and-improved sequel to Da Vinci Diamonds is here! Split Symbols and Tumbling Reels await you in this Da Vinci masterpiece! Download now for FREE and collect your Welcome Bonus to get started! ,Double Da Vinci Diamonds is FREE and EASY to play!,• Play up to 40 lines in this 3x5 reel game,• Land up to 10-of-a-kind on a single spin with Split Symbols,• Spin once and get more chances to win with Tumbling Reels,• Login with Facebook or play anonymously,• Earn free daily coin rewards just for logging in,• Collect free bonus coins any time for non-stop play,• New features coming soon…,From the makers of High 5 Casino, comes a new suite of individual mobile slot games – Double Da Vinci Diamonds, Hoot Loot, Golden Knight, Purr A Few Dollars More, Shadow of the Panther, and Triple Raven. Try all six FREE apps and discover your new favorite slot game! Then, explore a full portfolio of 150+ Vegas slot games at High 5 Casino!,NOTE: Double Da Vinci Diamonds is designed for iPad 2 and higher, iPhone 4 and higher, and iPod Touch 5th generation running iOS6 and above. Devices older than those listed may experience performance issues. We apologize for any inconvenience.,NOTE: Double Da Vinci Diamonds requires an Android OS version of 4.1.1 (Jellybean) or higher.,Have more questions? Visit the High 5 Help Center, ,https://high5games.zendesk.com,, to browse answers to the most commonly asked player questions.,Due to the authentic nature of Double Da Vinci Diamonds, all users are required to be 18 years or older to play. By downloading the app, you agree you are at least 18 years old and comply with all local laws pertaining to social gaming.,DISCLAIMER:,Double Da Vinci Diamonds does not offer real money gambling or an opportunity to win real money. It is intended for FREEMIUM entertainment purposes only.",,,  100 - 500  ,14-Apr-16, 1.34.17  , 71M  ,,15,4.5,Double Da Vinci Diamonds SLOTS
      4.0.3 and up    ,Puzzle,"Jewel Quest is an amazing match-3 puzzle game. There are many crazy puzzles that are created from beautiful sapphire gems. It's an addictive game for everyone. Help the baby panda collect jewels saga through many sweet lands, but be careful with the jewel solitaire! They try to attack the jewels world by eating jewels & making obstacles.,Gameplay is absolutely simple to suit everyone's taste. Just swap and match 3 or more same jewels to eliminate them, try to make more combos. It's simple, but once you play, you will find it very challenge. Up level up challenge! Spend your time to get the charm of game, charm king.,Gameplay of Jewel Quest,★ Crush to match three or more same jewels in a line,★ Smash jewel next to destroy locked, frozen ice or petrified puzzles ,★ Smash all obstacles of puzzle having a star ruby appear. Move it to bottom to pass level.,★ Breaking all obstacles fast as possible to get high score,Features of Jewel Quest,✔ 300 well-designed levels in different scenes including candy, retro, snow, farm and more,✔ A sweet match-3 adventure game with cool panda characters,✔ Amazing stunning magical effects (such blast mania, lighting splash, boom explosion),✔ Easy and fun to start but a challenge to fully master,✔ Match 4 same jewels to create boom pop item,✔ Match 5 or more jewels quest to create a multicolour Bejeweled blitz,✔ Boom pop: eliminate 9 jewels around,✔ Blast pop: eliminate all diamonds gems in one same line,✔ Bejeweled blitz: link it to any sapphire gem to eliminate all sapphires same type on puzzle map, big jam mania,✔ Time pop: destroy it to increase time for you,✔ Tasty colorful graphics with jewels deluxe,*** Thanks for playing Jewel Quest! Be the Jewel Star and unlock all 300 levels.",,,"  5,000 - 10,000  ",23-Mar-16,1, 26M  ,,277,4.8,Jewel Quest
      2.3 and up    ,Casual,"Perform emergency heart surgery and laser therapy on sick monster patients. As a ER doctor use real fun doctor tools to treat monster patients with anesthesia, injection simulator, laser, incisions, stitches and much more to save lives. There has been an emergency, rescue your patients as a professional doctor. Help injured patients to recover using medical tools. These monsters are just like a human body. Save the lives of your patients, clean their wounds, repair organs such as heart, lungs, stomach, kidney, brain and much more. Cut open the skin to repair and sew it back. Enjoy surgery simulator in Monster Doctor Injection Fun with amazing ER adventures. Enjoy the non-stop excitement of being an ER doctor with thrilling treatments to save lives of the monsters. Treat them as an expert surgeon. Surgery games have never been this cool before., ,The evil witch has cursed the Prince with a spell. He has lost his beauty and transformed into a monster beast & is worried that the princess will not recognize him. Help him regain his beauty through surgery simulator treatments and plastic surgery. Take him to the ER surgery clinic. With special vaccine, you can help him recover. Use vaccinations and real doctor tools to make his wish come true. Remove wrinkles on his face and regain skin glow. Deal with his heart problems and eye pouch. These awesome doctor games with real doctor tools and crazy surgeon treatments are so much fun to play. With crazy game play, Monster Doctor Injection Fun has real monster heart transplant and ultimate operations. The ambulance has reached the hospital in time otherwise the patient would have gone in a frozen state. He might need a pacemaker fixed inside him. Cut open the skin, avoid damaging the rib cage. Track his progress; keep checking the instant heart rate monitor. Gain health & fitness with a simple open-heart surgery simulation., ,Monster Doctor Injection Fun features:,√ Amazing surgery simulation operations,√ Use ER doctor tools to save lives,√ Practice real surgery treatment steps to perform surgery yourself,√ Realistic and interactive treatments,√ Treat serious injuries on monster patients in ER,√ Fix it up just like a human body heart",,,"  10,000 - 50,000  ",12-Apr-16,1.2, 45M  ,,70,3.7,Monster Doctor Injection Fun
      2.3 and up    ,Casual,"Assemble the parts are scattered,Try assembling a large and powerful robot dinosaur ""Terminator T-Rex"".,After assembling You can use a variety of techniques.,if you review and comment new dino robot, we will make it soon.",,,"  50,000 - 100,000  ",7-Apr-16, 1.0.1  , 24M  ,,429,3.9,Terminator T-Rex - Dino Robot
      2.3 and up    ,Casino,"Come play Classic Vegas Casino – Free Slots! WIN THE BIGGEST JACKPOTS AND ENJOY THE BIGGEST BONUSES TODAY,Get a starting bonus of 15,000 free chips! Our thrilling slot machines have all of the Las Vegas casino features like Wild Multipliers, Free Spins and Tons of Bonuses!,-FREE coin bonuses hourly as well as daily bonuses,-High Definition Graphics,-Daily tournaments with Big Prizes,-Plenty of high-quality slot games with BIG JACKPOTS,Playing Classic Vegas Slots does not imply future success at “real money gambling”.",,,"  10,000 - 50,000  ",12-Apr-16, 1.0.1  , 24M  ,,185,4.5,Classic Vegas - Slots Machine
      3.2 and up    ,Education,"Do you like playing fairy tale games for kids? Well if you're into some new adventures and you want to join this wonderful girl, than this is where you should be!,The daily life of this kind of girls are full of extraordinary things and you can explore all of them starting with the first level of the game, where you will find our wonderful tooth fairy at her house, she just woke up and she will need someone to prepare her for a new wonderful day, her hair looks weird, so you might like to play an awesome minigame where you'll fix her brush, than use it to brush her hair, wash her teeth, prepare her something delicious to eat and get her ready to go!,In the next level you will have to take care of her little cute puppy also, clean him, fin all the parasites that he might have and even run some medical tests if you like, fix his paw and also make sure he looks clean and healthy.,After you play around a while you can do the job that every toothfairy out there must do, and that it is of course to go at night on a tooth hunt and find the good kids who had placed their tooth under their pillows and switch them with some precious coins. Pretty simple isn't it?,Magic wands, toys, fairy princess tiara, special gifts and accessories, awaits for you here! Hilarious animations, role playing games, sound effects and there are also lots of fun educational activities that you can take apart of!,Features:, - Simple and intuitive, - Beautiful stories and role playing games, - Catchy music, Gorgeous Graphics and lots of animations to enjoy, - Fun and various educational activities,Be a part of this fairytale yourself by helping this cute little princess explore the city and do her job just right!",,,"  10,000 - 50,000  ",11-Apr-16, 1.0.0  , 48M  ,,108,4,Tooth Fairy
      4.1 and up    ,Adventure,"Lunata Rescue brings back the classic platform style (like Super Mario World, Sonic, Adventure Island...) adding new elements to traditional concepts. Unlike many games from this genre,  the whole level design is not linear, meaning the player doesn´t just move from left to right, but scouts the environment in all directions instead to achieve his goals.,Lunata is a small treehopper bug (looks like a ladybug),  on a mission to rescue  lost babies from his colony, captured by the evil queen Donatella.,The game world has beautiful handdrawn cartoon style, you can explore 4 different gameplay modes (Campaign, Rush, Nightmare and Hardcore) and collect many achievements.,Download now this super adventure! And Enjoy.,- Beautiful handcrafted platformer game.,- 05 cartoon style unique maps in the world.,- Explore the maze-like environment  to rescue the treehoppers bugs.,- 04 challenging game modes.,- Collect insignias for your achievements.",,,"  5,000 - 10,000  ",30-Mar-16,1, 65M  ,,"1,626",4.9,Lunata Rescue
      3.0 and up    ,Simulation,"Welcome to the best flying fire drake simulator of 2016. Fly your dream fire breathing red dragon, master your drake riding skills. Start the game from drake nest and flap your dragon wings through the sky to fly. Discover exciting islands and mountains. Blaze fire to raptors, smash village houses enjoy being a fire drake!,You can do whatever you want in magical world of dragons! ,Flying Fire Drake Simulator 3D is made for all fans of flying dragon games, Simulation games and Dinosaur games,Download and play for free!,Flying Fire Drake Simulator 3D- GAME FEATURES:,✔ Realistic Mountains & Islands,✔ Incredible flying fire drake model,✔ Stunning HD Graphics,✔ Realistic dragon animations,✔ Beautiful Landscapes,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Enjoy ツ",,,"  10,000 - 50,000  ",15-Apr-16,2, 23M  ,,422,4.1,Flying Fire Drake Simulator 3D
      2.3 and up    ,Simulation," Be a proper civilian garbage driver and help this city! ,Garbage Truck drivers from this civil city have been overrun by bad guys, enemies of this city. You’re the only one who can stop them in their tracks! , Blocky Garbage Truck Simulator , has no cops left, you and your garbage truck are the only one in this garbage truck game who can stop these villains! , Civil Garbage Drivers have more than one garbage truck! , ,This garbage truck game has multiple garbage trucks and even a street sweeper truck! And if you thought that wasn’t enough, you can upgrade all of your vehicles with speed, manoeuvrability and grip. Civil Garbage Truck drivers will make you love the job of a real garbage truck driver, with the ability to stop bad guys in their tracks! A perfect combination right? , Blocky Garbage Truck Simulator , will always keep you wanting more! So let us know in the comments what you would like in a future update!, Experience a real open world game with , Blocky Garbage Truck Simulator , !,The open world in this truck game is entirely made in the blocky voxel style that you know of in Mine craft. Even the people inside this civil city are made in blocky voxel style! So try this new top game out and let us know what you think! , , Blocky Garbage Truck Simulator, Game Features : , ,▶ Become a real garbage truck driver in this blocky truck game! ,▶ Combine the art of racing with catching bad guys in this top game,▶ Unlimited amount of truck and catch bad guys missions,▶ Have fun! ,  *** ANY IN GAME PURCHASE WILL REMOVE ADS FOREVER ***,We’re on Twitter, Facebook and more - find us on your favourite networks to hear about our newest games and other news updates:,Facebook - ,https://www.facebook.com/MobileGamesbv,Twitter - ,https://twitter.com/mobilegamesbv,YouTube - ,https://goo.gl/snGH7I",,,"  10,000 - 50,000  ",11-Apr-16,1.3, 43M  ,,157,3.9,Blocky Garbage Truck Simulator
      2.3 and up    ,Card,"Do you like solitaire for Windows? Have fun with Solitaire 2016 then!,Solitaire 2016 is a variation of the classic Solitaire for your Android. High quality HD graphics and familiar gameplay will make you gaming experience with Solitaire 2016 a real fun! The game includes classic windows and casino styles.,Solitaire 2016 is a perfect time killer and is completely free to play!,Product Features:,*Classic solitaire,*Vegas solitaire,*1 and 3 card draws,*Familiar solitaire gameplay,*Right or left handed play,*Scoring and levels up,*Drag and drop, tap to move, or auto move controls,Do you love windows solitaire? Have fun with Solitaire 2016!",,,"  1,000 - 5,000  ",14-Apr-16, 1.0.0  , 17M  ,,2,4,Solitaire 2016
      4.0 and up    ,Simulation,"Led Screen simulates an electronic screen. It is a simulator of led panel as the announcements of advertising.,The original and most effective way to promote your business or to promote your products. Creates a luminous sign and share it with your customers.,Led panel allows you to simulate an led banner to display messages to your friends, personalized advertisements, communicate news in a creative way and original and even create free ads as if it were a true display of advertising.,You can share messages in a manner entertaining your friends, announce a bond of marriage, birth, birthday invitations, original declarations of love, communicate that you have found employment, which you start a next job or even to find a partner, your imagination is the limit.,Led electronic display features:-choose what you want to show on the led display, you have two options: text message or text message with image.,-Choose the type of led display: display striped, grid square or circular grid.,-The ""text message with image"" option has several stickers and emoji to choose as image (smiley face, angry face, surprised face, heart, with birthday candle birthday cake, Star, emoji, shit, beer and musical note).,-Enter the text in any language.,-You can edit background of led display. In addition to changing the color of the LEDs of the message text and the background. ,-Adjust the size of text with letters led display. ,-Fixed moving luminous sign or flashing. With the speed of motion and flicker adjustment. ,-Multiple scrolling the text addresses: from left to right and from right to left (optimized for writing Arabic, Chinese, Japanese and Korean).,-Creating video with the text led you want and share it with your contacts - make a screenshot to be used as lock screen.,-You can save an unlimited number of text messages.,-Save your creations to customize your wallpaper. ,You can now download this electronic display and enjoy with the best available in Google Play led panel. It is a free application for the whole family. ,Very ponto update Led screen so they can edit videos created with the application and use the lights lights led for notifications.",,,"  5,000 - 10,000  ",15-Apr-16,1.03, 28M  ,,65,3.2,LED Screen Phone
      4.0 and up    ,Education,"Smart Girl Zoey is here to teach kids basic hygiene and personal care! Play and learn daily routine with little Zoey at her home. Wake up your new best friend early in the morning and baby girl Zoey will show you how to wash your face, brush teeth, dress up, go to a toilet, do simple kids chores, take a bath, go to bed and create your personal daily care routine!,Designed for toddlers, preschool kids, girls and boys, this game helps children create good daily habits and understand the importance of personal hygiene. Hand washing, bathing, tooth brushing, dressing up and doing laundry are just a few examples of engaging activities inside!,Smart Girl Daily Routine Features:,- Wake up Smart Girl Zoey and learn to get ready in the morning: wash hands and face, brush teeth and comb hair!,- Play dress up with Zoey and get dressed for a new day. Mix and match clothes, shoes and accessories, and design the most beautiful girly outfit!,- Time for potty training: learn to go to a toilet, wash hands and cleanup!,- Help Zoey in the laundry room: sort clothes, set up the washing machine, hang the laundry to dry, do the ironing and learn how to keep your clothes fresh and clean!,- Get ready for bed with Zoey: have fun in a bubble bath, cut fingernails, clean the ears, brush teeth and turn off the light when Zoey falls asleep!,- Watch kids’ videos with Zoey and get 200 bonus coins for new dress up items!,- Play Smart Girl Daily Routine every day and collect 13 girly stickers! ,- - -,Discover more fun with TutoTOONS!,Play our games: ,http://tutotoons.com/games,Follow us on Twitter: ,https://twitter.com/TutoTOONSGames,Like us on Facebook: ,https://www.facebook.com/tutotoonsgames,Follow us on Instagram: ,https://instagram.com/tutotoons/,Meet us on Google+: ,https://plus.google.com/+Tutotoonsgames,Get our newsletter: ,http://ow.ly/HlYbn",,,"  100,000 - 500,000  ",1-Apr-16, 1.0.4  , 35M  ,,385,3.6,Smart Girl Daily Routine
      2.3 and up    ,Casino,"Welcome to Slots Adventure - Best Video Slots for your Android!,Just relax and play Slots Adventure.,More then 40 brand new slot machines, great HD graphic and cool music transport you to a amazing Vegas atmosphere. ,Try your luck, play and win!,Product Features,High Win Rate!,40+ slot machines,40 paylines!,Double / Quadruple your WIN!,Lots of minigames and bonus rounds,FREE coins everyday and after every 4 hours!,Autospin,Great HD graphics,Easy to play!,Vegas style video slots,Great epic music and sounds effects,Optimized for both Android tablets and phones!,Just relax and play Slots Adventure.,More then 40 brand new slot machines, great HD graphic and cool music transport you to a amazing Vegas atmosphere. ,Try your luck, play and win!",,,"  1,000 - 5,000  ",14-Apr-16, 1.0.0  , 42M  ,,7,4.7,Slots Forest Of The Fairies
      4.0.3 and up    ,Casino,"After the success of Bingo on the Google Play Store, we are back with a new twist to Bingo, Bingo Frenzy!! And Bingo Frenzy is Free too! Get new Tickets every 30 minutes!,Our game of Bingo Frenzy can be played and will be loved by adults and kids alike.,The fun doesn't end here, Bingo Frenzy has Multiplayer Gameplay as well. Now play Bingo Frenzy against Thousands of players in every corner of the world. ,Now comes the best part of Bingo Frenzy: The Power ups!,Finish Bingo Frenzy with the Ultimate Bingo Power up the 'King'. Want more coins? Getting Greedy? Using the Treasure Chest power up.,Easily go Bingo with the help of the WildCard Power-up. Climb the experience ladder using the Double XP Blitz Power-up. And many many more! Spin the Wheel of fortune to win Free Coins!,Bingo is also known to a few as Tambola.,❖❖❖❖ Features of Bingo ❖❖❖❖,✔✔ Social Leaderboards,✔✔ Six Exciting Powerups,✔✔ Beautiful Graphics ,✔✔ Multiplayer: Play Bingo Frenzy with thousands of players across the world ,✔✔ Six different Bingo World Themes, ✔✔ Connect with Facebook and play with friends ,✔✔ Fast Paced Gameplay ,✔✔ Spin to Win free coins,Download Bingo Frenzy for your phone and tablets today and have endless hours of fun.,For any kind of Bingo Frenzy Support, visit:,http://droidveda.com,Please don't forget to Rate and Review Bingo Frenzy",,,"  1,000 - 5,000  ",29-Mar-16,1.1, 25M  ,,74,4.3,Bingo Frenzy
      2.3 and up    ,Arcade,"ΝEW !! ► ► ► ► ► you get an EMERGENCY CALLS from the Captain ★,A strange virus has taken in a Global Offensive; one after another, the Civill City people have succumbed, losing their appetite for food and gaining one for BRAINS.,☢At the headquarters ULTROM have gathered enough Squad: Captain, Spider 2099, Hulke, Vision, Deapon, Wintes, Zemo, Ironmax ! Super heroes called Global Offensive to destroy ZOMBIES and the guys destroy the earth villian.,► ► ►☢Superior weapons Captain Strike Zombies: Global Alliance ,Room Agreio weapons has produced Superior weapons to equip super hero like Captain shield is physically indestructible under normal conditions, assemble light sword, gun firepower ....,Based on the strength and skills of each Hero Captain has division of combat positions to hero Global Offensive,Welcome to Captain Strike Zombies: Global Alliance, an online third person shooting game.,☢Gameplay☢,Captain Strike Zombies: Global Alliance ,Simply enter your role as captain to Earth is on the verge of being destroyed by forces villian and infectious diseases performances turned into Zombies! The burden is on you to find a new place for people to LIVE. Colonizing a planet that is not easy and dangers ahead.,Survival,That's up to YOU.,☢Campaign☢,► ► ► ► ►Survival Evilved:CSZ,• Complete various missions in fast-paced battles kill Zombies,• CompleteLevel Missions for extra rewards,► ► ► ► ►Civill Battle BOSS :CSZ,• Civill Battle Secondary weapons and a combo system are here. Fight off hordes of zombies and take on powerful bosses to save the world again !,• Cooperate with friends to defeat epic bosses !,► ► ► ► ►Clan War PVP:CSZ,• Coming soon !,☢Unique features of the game☢,► Use powerful skills to fight off enemies ,► Upgrade armor to gain desirable buffs ,► 10+ deadly weapons Awesome WEAPONS in the ARMORY,► 8+awesome characters with unique secondary weapons,► 10+ fearsome zombies,► Easy and smart control which best fit for mobile divices,► Monthly updates: new avatars, guns, bosses, modes, etc.,Consult the bill payer before making any in-app purchases. Allows players to communicate via FB notifications and gifting. To disable see the settings in-game.,https://twitter.com/BidoCodo,https://www.facebook.com/codostuidogame",,,"  10,000 - 50,000  ",20-Apr-16, 1.0.6  , 55M  ,,587,4.1,CSZ : Global Alliance
      2.3 and up    ,Brain Games,"Baby Hippo and her friends decide to rest at nature. Kids gathered in the clearing around the campfire and told each other fairy tales. then was papa's turn. And baby Hippo decided to retell the wonderful fairy tale - The Three Little Pigs. But to make the story more interesting, ciever baby Hippo reworked the tale so that the heroes of the story became her friends. And the place of the angry gray wolf took a large toy dinosaur ! Louis, Archie, Dennis and Mark found themselfs in exciting adventure, where they would build a house and run away from a dinosaur toy. Join them! Baby Hippo and her friends want you to take part in  a fairy tale The Three Little Pigs. Help kids cope with cheerful jobs. Kids stories are waiting for your baby . Try to build a house of bricks,that will protect animals from a large toy dinosaur.,As you know,free baby games replenished wonderful interactive fairy tale The Three Little Pigs. All kids love to watch cartoons with your favorite heroes and listen to baby tales. But today, your baby can become a direct participant in this funny story. Like the heroes of old fairy tales, our friends will be to build a house out of straw and leaves, then from wooden planks and at the end of the hard bricks. And once friends finish building a house, it still need to paint in bright colors. But other than that in an interactive fairy tale will be even more fun funny games for free. Baby stories iare interesting themselves. But what would happen if, while listening to the story, the baby can play hide and seek with funny characters and throw the tomatoes on a toy dinosaur by himself?,Try our free games for kids- it is much more interesting than just to watch cartoons. In addition, it is also educational games that your baby will bring great benefit. An interactive fairy tale The Three Little Pigs is waiting for you and your toddler. Spend time with interest and benefit, in our play educational free games.",,,"  50,000 - 100,000  ",7-Apr-16,1.3, 30M  ,,162,3.7,Three Little Pigs
